-18,-14,7,-8,16,-15,-3,4,-17,12,-13,-10,11,2,6,-5,9,1
13,10,-9,14,-15,17,8,-7,3,-2,-18,-16,-1,-4,5,12,-6,11
2,-1,-16,-12,17,18,-9,10,7,-8,15,4,-14,13,-11,3,-5,-6
12,15,9,-10,11,14,-18,-13,-3,4,-5,-1,8,-6,-2,-17,16,7
-15,-7,10,-14,-16,-11,2,-18,17,-3,6,13,-12,4,1,5,-9,8
-12,-16,-8,13,6,-5,-17,3,18,-15,14,1,-4,-11,10,2,7,-9
7,-11,-5,-9,3,12,-1,17,4,18,2,-6,16,15,-14,-13,-8,-10
-4,13,6,1,8,-3,11,-5,-15,17,-7,-14,-2,12,9,-18,-10,16
16,-12,-15,10,-11,9,-13,18,-6,-4,5,2,7,17,3,-1,-14,-8
-3,-17,1,15,-6,5,-10,13,14,7,12,-11,-8,-9,-4,18,2,-16
-9,14,5,-16,-3,-18,13,11,1,15,-8,17,-7,-2,-10,4,-12,6
-6,-13,11,18,12,1,10,-15,-14,-7,-3,-5,2,9,8,17,-16,-4
10,17,-13,16,-8,-9,15,5,6,-1,-12,11,3,-18,-7,-4,-2,14
15,-10,14,-17,13,-16,-8,7,12,2,18,-9,-5,-3,-1,6,4,-11
-14,-8,-12,5,-4,10,9,2,-7,-6,-15,3,-16,1,11,13,18,-17
18,3,-2,9,15,-17,-11,-12,-4,16,7,8,14,-13,-5,-10,6,-1
11,-15,-7,17,-14,-8,3,6,-16,13,-1,-18,-10,5,2,9,-4,12
4,6,18,-1,-9,-2,-12,-16,5,-11,10,7,-15,-17,13,8,14,-3
-13,16,-10,8,-17,7,-6,-4,-11,3,9,14,1,-12,-18,-2,5,15
9,-18,-14,-7,10,13,4,-11,-1,-5,8,-17,-6,3,-16,15,12,2
-2,1,17,11,-7,-14,5,12,16,-13,-4,-8,10,6,18,-9,-3,-15
-7,-4,-6,2,-18,3,1,14,-10,9,13,16,-11,-8,-17,-12,15,5
5,-9,-18,-13,-1,-12,-15,-17,2,-14,-16,6,4,10,7,11,8,3
-8,-3,2,12,18,11,14,1,10,-9,-6,-4,17,-7,16,-15,-13,-5
-5,8,16,-6,1,4,18,-2,-12,14,17,9,15,-10,-13,-3,-11,-7
17,5,-4,3,-2,15,12,9,-8,11,-10,-7,-18,16,-6,-14,-1,13
8,4,-17,-2,14,-13,-16,-1,11,-18,-9,15,6,-5,-12,7,3,10
-11,-6,12,7,-10,2,-4,16,-13,5,1,-3,9,18,17,-8,-15,-14
14,7,13,-15,9,8,-2,-6,-5,-12,16,10,-3,-1,4,-11,-18,17
-17,18,15,-11,-12,-7,6,-10,13,8,4,5,-9,-16,-3,14,1,-2
3,11,-1,6,7,-4,-5,-9,8,-16,-2,18,-17,-15,14,10,13,-12
6,-5,4,-3,2,-1,16,15,-18,-17,-14,-13,12,11,-8,-7,10,9
-10,9,-11,-5,4,16,17,-14,-2,1,3,-15,18,8,12,-6,-7,-13
-16,12,8,-18,-13,-10,-14,-3,15,6,-17,-2,5,7,-9,1,11,4
