-15,3,-2,17,8,-12,-11,-5,-16,-13,7,6,10,-18,1,9,-4,14
17,9,14,16,11,18,10,15,-2,-7,-5,-13,12,-3,-8,-4,-1,-6
-13,14,-9,-8,-11,-18,-10,4,3,7,5,15,1,-2,-12,17,-16,6
-10,-17,14,-12,9,-16,-18,-13,-5,1,-15,4,8,-3,11,6,2,7
-8,-11,-9,17,-13,14,15,1,3,-18,2,-16,5,-6,-7,12,-4,10
9,-16,7,12,-17,10,-3,18,-1,-6,14,-4,-15,-11,13,2,5,-8
-5,16,-4,3,1,-9,11,-13,6,18,-7,-15,8,-17,12,-2,14,-10
-5,13,12,14,1,9,-11,17,-6,16,7,-3,-2,-4,18,-10,-8,-15
-9,-18,-10,5,-4,8,-16,-6,1,3,-12,11,-14,13,-17,7,15,2
-10,-4,18,2,7,14,-5,11,12,1,-8,-9,-16,-6,-17,13,15,-3
3,14,-1,13,-12,-10,-18,-16,11,6,-9,5,-4,-2,-17,8,15,7
-11,6,8,-13,9,-2,-14,-3,-5,-12,1,10,4,7,-16,15,-18,17
-7,-18,13,-12,16,-17,1,9,-8,-11,10,4,-3,15,-14,-5,6,2
16,-13,9,12,15,-17,-14,18,-3,-11,10,-4,2,7,-5,-1,6,-8
-4,-16,8,1,14,9,-11,-3,-6,18,7,17,15,-5,-13,2,-12,-10
-11,16,15,5,-4,9,14,17,-6,-13,1,-18,10,-7,-3,-2,-8,12
-7,-14,-4,3,-16,10,1,-17,-18,-6,15,13,-12,2,-11,5,8,9
8,-5,-15,-17,2,-16,14,-1,-11,-13,9,-18,10,-7,3,6,4,12
-6,15,-7,14,10,1,3,-18,13,-5,-17,-16,-9,-4,-2,12,11,8
12,13,8,-7,17,-10,4,-3,15,6,-18,-1,-2,-16,-9,14,-5,11
13,15,-14,9,7,16,-5,-17,-4,12,-18,-10,-1,3,-2,-6,8,11
-15,-11,16,-9,-13,7,-6,18,4,12,2,-10,5,17,1,-3,-14,-8
-4,12,5,1,-3,8,15,-6,11,14,-9,-2,17,-10,-7,-18,-13,16
-6,17,-14,5,-4,1,11,12,15,-16,-7,-8,-18,3,-9,10,-2,13
-14,18,-17,9,-10,13,11,-12,-4,5,-7,8,-6,1,16,-15,3,-2
16,12,-5,18,3,-13,14,-15,11,-17,-9,-2,6,-7,8,-1,10,-4
-18,-6,10,-11,-14,2,15,-13,16,-3,4,-17,8,5,-7,-9,12,1
6,-4,14,2,10,-1,17,11,-18,-5,-8,-15,-16,-3,12,13,-7,9
3,-8,-1,17,12,13,10,2,-16,-7,18,-5,-6,-15,14,9,-4,-11
-11,-8,9,-6,17,4,14,2,-3,-16,1,-15,18,-7,12,10,-5,-13
13,-4,18,2,10,14,15,17,-16,-5,-12,11,-1,-6,-7,9,-8,-3
18,4,-16,-2,-10,-17,-12,-9,8,5,15,7,-14,13,-11,3,6,-1
14,-12,-9,-11,-13,-10,-8,7,3,6,4,2,5,-1,17,-18,-15,16
-7,4,-13,-2,16,-18,1,-17,-11,-12,9,10,3,15,-14,-5,8,6
