13,8,-4,3,6,-5,-17,-2,11,-15,-9,18,-1,-16,10,14,7,-12
-10,-11,-12,9,-15,-17,-14,-18,-4,1,2,3,16,7,5,-13,6,8
-11,6,-10,-17,12,-2,9,-18,-7,3,1,-5,-14,13,16,-15,4,8
2,-1,5,-18,-3,-9,17,12,6,-11,10,-8,15,-16,-13,14,-7,4
13,-11,12,-6,8,4,-15,-5,-10,9,2,-3,-1,16,7,-14,18,-17
-15,-8,-18,7,-16,-12,-4,2,-14,13,-17,6,-10,9,1,5,11,3
-12,-8,16,17,-9,-7,6,2,5,-14,13,1,-11,10,18,-3,-4,-15
-12,18,-13,8,-15,17,-9,-4,7,-14,-16,1,3,10,5,11,-6,-2
-11,-15,-4,3,6,-5,-9,-17,7,-18,1,-14,16,12,2,-13,8,10
12,-4,-5,2,3,-18,8,-7,-11,-13,9,-1,10,-17,-16,15,14,6
-9,-6,18,7,17,2,-4,-12,1,16,13,8,-11,-15,14,-10,-5,-3
18,-13,-15,11,6,-5,-10,9,-8,7,-4,-16,2,-17,3,12,14,-1
7,16,-11,-10,18,15,-1,-17,14,4,3,-13,12,-9,-6,-2,8,-5
7,16,-12,-18,-10,13,-1,14,15,5,17,3,-6,-8,-9,-2,-11,4
9,-10,16,-11,-14,7,-6,-18,-1,2,4,15,-17,5,-12,-3,13,8
11,-18,12,-13,16,-14,-9,-17,7,15,-1,-3,4,6,-10,-5,8,2
3,-13,-1,10,-14,15,17,-18,-16,-4,12,-11,2,5,-6,9,-7,8
9,-3,2,16,12,-14,10,17,-1,-7,13,-5,-11,6,18,-4,-8,-15
3,15,-1,-6,13,4,-18,-10,14,8,-12,11,-5,-9,-2,-17,16,7
-2,1,17,7,13,10,-4,-9,8,-6,12,-11,-5,15,-14,18,-3,-16
2,-1,-16,5,-4,13,8,-7,-12,-15,14,9,-6,-11,10,3,-18,17
-8,-12,-15,11,-9,-16,-14,1,5,-18,-4,2,17,7,3,6,-13,10
6,11,-8,-18,17,-1,9,3,-7,16,-2,-15,-14,13,12,-10,-5,4
-12,3,-2,-11,-7,10,5,-16,14,-6,4,1,-15,-9,13,8,18,-17
2,-1,12,-9,14,16,8,-7,4,11,-10,-3,15,-5,-13,-6,18,-17
11,17,-15,-16,-12,18,-13,-9,8,14,-1,5,7,-10,3,4,-2,-6
9,8,17,-16,-11,-13,-10,-2,-1,7,5,18,6,15,-14,4,-3,-12
-9,-10,14,-12,-18,11,-17,-16,1,2,-6,4,-15,-3,13,8,7,5
9,-4,12,2,-17,-10,-16,18,-1,6,14,-3,15,-11,-13,7,5,-8
-11,13,5,8,-3,7,-6,-4,15,12,1,-10,-2,-16,-9,14,18,-17
6,9,14,13,-7,-1,5,17,-2,16,-15,-18,-4,-3,11,-10,-8,12
-16,10,14,-7,17,-13,4,11,15,-2,-8,18,6,-3,-9,1,-5,-12
13,-15,-16,18,-17,-7,6,11,-12,14,-8,9,-1,-10,2,3,5,-4
-11,16,8,17,15,14,-10,-3,13,7,1,-18,-9,-6,-5,-2,-4,12
