12,28,22,17,23,-20,-19,-27,26,16,30,-1,14,-13,-24,-10,-4,-29,7,6,25,-3,-5,15,-21,-9,8,-2,18,-11
-9,-15,16,21,-29,14,-11,22,1,-19,7,18,30,-6,2,-3,24,-12,10,-28,-4,-8,27,-17,-26,25,-23,20,5,-13
8,-12,10,-5,4,16,24,-1,11,-3,-9,2,15,19,-13,-6,-26,-21,-14,-23,18,25,20,-7,-22,17,-28,27,-30,29
-20,29,-18,-24,-26,10,-28,-15,-19,-6,21,-16,-27,22,8,12,23,3,9,1,-11,-14,-17,4,30,5,13,7,-2,-25
-21,-13,-10,29,-27,-22,11,25,30,3,-7,-17,2,23,-20,28,12,-19,18,15,1,6,-14,26,-8,-24,5,-16,-4,-9
15,-4,20,2,-30,-25,-21,11,17,-29,-8,19,23,-18,-1,22,-9,14,-12,-3,7,-16,-13,-27,6,28,24,-26,10,5
27,11,-15,-22,7,21,-5,-23,13,26,-2,-29,-9,-24,3,-25,18,-17,28,30,-6,4,8,14,16,-10,-1,-19,12,-20
-6,-21,-26,16,-20,1,9,12,-7,14,27,-8,-19,-10,25,-4,-28,-22,13,5,2,18,29,30,-15,3,-11,17,-23,-24
-15,-17,8,-30,-12,28,19,-3,25,-23,-13,5,11,29,1,24,2,27,-7,-26,22,-21,10,-16,-9,20,-18,-6,-14,4
-24,15,-7,-14,10,-27,3,-22,-11,-5,9,28,-25,4,-2,-17,16,-26,20,-19,-30,8,-29,1,13,18,6,-12,23,21
16,14,-4,3,-28,29,-30,26,-18,-22,24,-15,-23,-2,12,-1,-20,9,-27,17,-25,10,13,-11,21,-8,19,5,-6,7
-12,23,26,24,-7,-14,5,16,15,27,20,1,22,6,-9,-8,29,30,21,-11,-19,-13,-2,-4,-28,-3,-10,25,-17,-18
-23,-9,18,-20,24,27,-22,-29,2,-12,-26,10,28,-21,30,19,-25,-3,-16,4,14,7,1,-5,17,11,-6,-13,8,-15
10,18,-30,-11,17,22,-16,14,-29,-1,4,-26,21,-8,-28,7,-5,-2,-23,-24,-13,-6,19,20,27,12,-25,15,9,3
-7,3,-2,26,-15,-19,1,-24,-23,21,-28,25,-17,16,5,-14,13,-30,6,-27,-10,-29,9,8,-12,-4,20,11,22,18
19,-11,30,-9,8,12,-13,-5,4,-18,2,-6,7,25,28,23,26,10,-1,29,27,24,-16,-22,-14,-17,-21,-15,-20,-3
2,-1,15,28,16,-10,-18,-21,27,6,-29,-30,26,-17,-3,-5,14,7,-24,22,8,-20,-25,19,23,-13,-9,-4,11,12
17,22,5,20,-3,-24,25,10,-21,-8,-18,27,-28,-30,16,-15,-1,11,23,-4,9,-2,-19,6,-7,29,-12,13,-26,14
-11,17,-23,-25,30,26,28,18,19,24,1,-20,16,15,-14,-13,-2,-8,-9,12,-22,21,3,-10,4,-6,29,-7,-27,-5
4,-10,-24,-1,9,-11,17,-13,-5,2,6,-14,8,12,26,21,-7,-20,-22,18,-16,19,-30,3,-29,-15,28,-27,25,23
-17,-18,29,30,-16,13,-8,7,-26,-20,-15,-21,-6,28,11,5,1,2,25,10,12,-23,22,27,-19,9,-24,-14,-3,-4
-28,7,-12,-18,19,-9,-2,24,6,30,25,3,-22,-23,-16,15,-27,4,-5,-21,20,13,14,-8,-11,-29,17,1,26,-10
-3,-14,1,-29,-18,-28,21,-26,23,20,17,13,-12,2,27,-19,-11,5,16,-10,-7,-25,-9,-30,22,8,-15,6,4,24
18,-24,28,15,26,11,-23,-30,14,22,-6,-27,29,-9,-4,17,-16,-1,-25,21,-20,-10,7,2,19,-5,12,-3,-13,8
-5,-8,-17,-7,1,20,4,2,-28,-25,16,-22,27,21,-18,-11,3,15,-29,-6,-14,12,30,-26,10,24,-13,9,19,-23
7,5,-14,12,-2,-13,-1,17,24,-16,28,-4,6,3,20,10,-8,23,27,-15,29,-26,-18,-9,-30,22,-19,-11,-21,25
11,8,25,13,-24,-12,29,-2,-10,9,-1,6,-4,-15,14,-22,-23,-27,-20,19,-28,16,17,5,-3,-30,18,21,-7,26
-10,27,17,-26,-19,22,20,-12,28,1,-14,8,-30,11,18,-29,-3,-15,5,-7,24,-6,25,-21,-23,4,-2,-9,16,13
24,-26,14,-13,6,-5,-17,19,10,-9,-23,22,4,-3,-21,-27,7,28,-8,-25,15,-12,11,-1,20,2,16,-18,30,-29
-14,-19,-16,5,-4,23,26,-11,-22,28,8,-13,12,1,-17,3,15,21,2,-30,-18,9,-6,-25,24,-7,-29,-10,27,20
29,30,4,-3,-21,15,22,-28,-27,23,-25,17,-14,13,-6,-24,-12,19,-18,26,5,-7,-10,16,11,-20,9,8,-1,-2
-16,25,-28,-6,-9,4,-14,-10,5,8,-12,11,18,7,29,1,-24,-13,30,-22,23,20,-21,17,-2,27,-26,3,-15,-19
-8,4,-22,-2,12,-29,15,1,-25,-11,-10,-5,-26,-24,7,-23,-30,-28,21,-27,19,3,16,-14,-9,13,-20,18,6,17
-4,-29,21,1,-11,18,-20,-19,-17,-24,5,-25,-15,-16,13,14,9,-6,8,7,-3,28,-26,10,12,23,30,-22,2,-27
25,-5,23,22,2,19,8,-7,-20,-13,14,16,10,-11,-30,-12,27,26,-6,9,-24,-4,-3,21,-1,-18,-17,29,-28,15
3,-25,-1,-19,22,-17,12,-20,16,15,-21,-7,-29,26,-10,-9,6,24,4,8,11,-5,-27,-18,2,-14,23,30,13,-28
-26,9,6,7,28,-3,-4,21,-2,-30,22,-23,24,-29,-27,20,-19,-25,17,-16,-8,-11,12,-13,18,1,15,-5,14,10
-22,-16,27,-21,-8,7,-6,5,-15,18,13,30,-11,-20,9,2,25,-10,-29,14,4,1,26,28,-17,-23,-3,-24,19,-12
23,-27,-9,8,-6,5,10,-4,3,-7,-24,-28,25,-26,21,30,20,29,22,-17,-15,-19,-1,11,-13,14,2,12,-18,-16
-29,13,-11,9,-25,-8,-15,6,-4,-26,3,-19,-2,27,7,-18,-22,16,12,28,30,17,24,-23,5,10,-14,-20,1,-21
28,10,-13,11,29,17,23,9,-8,-2,-4,-24,3,-25,-22,27,-6,20,-30,-18,26,15,-7,12,14,-21,-16,-1,-5,19
-30,-3,2,-27,18,25,-12,-17,22,28,26,7,-16,20,-23,13,8,-5,24,-14,-29,-9,15,-19,6,-11,4,10,21,1
22,16,11,10,25,-15,27,13,29,-4,-3,20,-8,-19,6,-2,-18,17,14,-12,-26,-1,-24,23,-5,21,-7,-30,-9,28
-27,6,-21,19,-13,-2,30,28,-14,-17,15,26,5,9,-11,18,10,-16,-4,23,3,29,-20,25,-24,-12,1,-8,-22,-7
6,-20,-29,-28,-14,-1,16,-11,-24,13,8,-18,-10,5,-25,-7,19,12,-17,2,-23,27,21,9,15,30,-22,4,3,-26
20,12,-19,-23,13,24,-10,-25,18,7,29,-2,-5,30,22,-21,28,-9,3,-1,16,-15,4,-6,8,-27,26,-17,-11,-14
-19,-7,12,14,20,-18,2,-9,8,25,-30,-3,17,-4,24,-26,-13,6,1,-5,-27,23,-22,-15,-10,16,21,-29,28,11
-2,1,7,-17,15,-21,-3,30,-16,-27,23,24,20,18,-5,9,4,-14,-26,-13,6,-28,-11,-12,29,19,10,22,-25,-8
14,-22,-6,-8,-23,3,13,4,-12,-21,-20,9,-7,-1,-19,25,-29,-24,15,11,10,2,5,18,-16,-28,-30,26,17,27
13,21,19,-10,-17,8,-27,-6,20,4,18,14,-1,-12,23,26,5,-11,-3,-9,-2,-30,-15,29,28,-16,7,-25,-24,22
9,-30,-5,6,3,-4,24,-14,-1,-11,10,-29,19,8,-26,-20,21,22,-13,-16,17,-18,28,7,-27,15,25,-23,-12,2
-25,26,-20,18,21,-16,-29,15,-13,19,-27,23,9,-22,-8,6,30,-4,-10,3,-5,14,-12,-28,1,-2,11,24,7,-17
30,-6,24,27,-22,2,-9,-16,7,29,12,-11,-20,28,23,8,-21,25,26,13,-17,5,-15,-3,-18,-19,-4,14,-10,-1
5,19,-8,-9,-1,-30,-26,3,4,-14,-16,21,-18,10,17,11,-15,13,-2,25,-12,-27,-28,-29,-20,7,22,23,24,6
26,20,9,25,14,-23,18,27,-3,12,19,-10,-24,-5,-29,-30,22,-7,-11,-2,28,-17,6,13,-4,-1,-8,-21,15,16
-13,-23,-27,-16,-10,30,14,-18,21,5,-17,15,1,-7,-12,4,11,8,-28,-29,-9,-24,2,22,26,-25,3,19,20,-6
21,24,13,-15,11,-26,-25,20,12,17,-5,-9,-3,-27,4,-28,-10,-23,29,-8,-1,30,18,-2,7,6,14,16,-19,-22
-18,-28,-25,-12,27,-7,6,23,-30,-15,-19,4,-21,17,10,29,-14,1,11,24,13,26,-8,-20,3,-22,-5,2,-16,9
