21,-7,-34,-6,-12,4,2,14,13,-23,28,5,-9,-8,18,-25,-31,-15,35,29,-1,26,10,36,16,-22,33,-11,-20,-32,17,30,-27,3,-19,-24
-36,15,-16,11,19,-26,-18,-29,-12,-34,-4,9,28,27,-2,3,24,7,-5,-21,20,-32,35,-17,31,6,-14,-13,8,-33,-25,22,30,10,-23,1
-35,-7,-30,23,-24,34,2,22,-31,-26,-32,-16,27,29,-33,12,28,20,-36,-18,-25,-8,-4,5,21,10,-13,-17,-14,3,9,11,15,-6,1,19
-8,-4,17,2,24,15,-23,1,27,-21,-36,22,-31,26,-6,-34,-3,-32,28,30,10,-12,7,-5,29,-14,-9,-19,-25,-20,13,18,35,16,-33,11
-29,11,-36,-20,-17,24,-31,28,-21,-35,-2,19,33,-32,30,23,5,-34,-12,4,9,-25,-16,-6,22,27,-26,-8,1,-15,7,14,-13,18,10,3
-6,26,19,13,-33,1,-34,-11,-32,21,8,-14,-4,12,23,29,31,27,-3,30,-10,24,-15,-22,35,-2,-18,-36,-16,-20,-17,9,5,7,-25,28
18,-11,-13,-30,-6,5,-14,32,-33,12,2,-10,3,7,-20,-24,-27,-1,28,15,35,31,-34,16,-26,25,17,-19,-36,4,-22,-8,9,23,-21,29
35,-23,28,-11,-13,15,-36,-24,-12,30,4,9,5,31,-6,-27,22,29,26,-25,33,-17,2,8,20,-19,16,-3,-18,-10,-14,-34,-21,32,-1,7
10,-21,36,-27,23,-29,26,-19,20,-1,24,-14,-33,12,34,-35,-22,-28,8,-9,2,17,-5,-11,-32,-7,4,18,6,31,-30,25,13,-15,16,-3
2,-1,-29,-36,14,24,34,32,-22,11,-10,-25,30,-5,19,-23,18,-17,-15,27,35,9,16,-6,12,-33,-20,31,3,-13,-28,-8,26,-7,-21,4
12,-20,-34,35,-6,5,31,-15,32,-19,17,-1,-30,-21,8,36,-11,-25,10,2,14,-33,-29,26,18,-24,28,-27,23,13,-7,-9,22,3,-4,-16
19,21,15,-13,29,10,16,-20,-31,-6,-26,32,4,24,-3,-7,-30,-36,-1,8,-2,-28,-35,-14,27,11,-25,22,-5,17,9,-12,-34,33,23,18
4,20,23,-1,21,-33,-13,-12,32,-34,25,8,7,19,-35,-29,-27,-31,-14,-2,-5,28,-3,30,-11,-36,17,-22,16,-24,18,-9,6,10,15,26
31,10,-29,25,-18,-9,-32,-20,6,-2,26,-14,-17,12,16,-15,13,5,-24,8,27,30,33,19,-4,-11,-21,34,3,-22,-1,7,-23,-28,-36,35
-31,-10,-30,-16,6,-5,18,21,32,2,12,-11,-17,-23,-33,4,13,-7,27,-26,-8,-24,14,22,-28,20,-19,25,35,3,1,-9,15,36,-29,-34
34,-7,8,-20,31,24,2,-3,-29,-36,16,-15,32,-21,12,-11,-26,35,-33,4,14,-28,-25,-6,23,17,30,22,9,-27,-5,-13,19,-1,-18,10
-19,-15,10,13,-33,36,-8,7,26,-3,20,23,-4,22,2,18,-25,-16,1,-11,-32,-14,-12,27,17,-9,-24,-29,28,35,-34,21,5,31,-30,-6
-27,-30,7,-19,35,10,-3,31,26,-6,32,-15,23,-36,12,-24,33,-29,4,22,25,-20,-13,16,-21,-9,1,-34,18,2,-8,-11,-17,28,-5,14
5,-15,18,-23,-1,-10,36,22,-21,6,-20,-17,27,-32,2,19,12,-3,-16,11,9,-8,4,-30,34,31,-13,-33,-35,24,-26,14,28,-25,29,-7
-28,32,7,24,6,-5,-3,-21,-29,15,-12,11,36,34,-10,-18,-27,16,30,-26,8,25,-35,-4,-22,20,17,1,9,-19,-33,-2,31,-14,23,-13
16,-18,-24,-10,-6,5,-29,14,12,4,27,-9,-15,-8,13,-1,20,2,-32,-17,23,-36,-21,3,-34,-30,-11,35,7,26,33,19,-31,25,-28,22
6,30,-12,-16,36,-1,17,-27,-34,18,-35,3,-25,19,-29,4,-7,-10,-14,24,28,-23,22,-20,13,-31,8,-21,15,-2,26,33,-32,9,11,-5
33,-26,5,-24,-3,-19,35,-21,23,-14,-15,18,16,10,11,-13,25,-12,6,27,8,-31,-9,4,-17,2,-20,36,-30,29,22,-34,-1,32,-7,-28
26,24,21,22,19,31,8,-7,16,-14,20,-28,-29,10,33,-9,-18,17,-5,-11,-3,-4,27,-2,-30,-1,-23,12,13,25,-6,-35,-15,-36,32,34
-22,-11,18,-17,19,27,-16,23,20,-34,2,29,-26,28,-33,7,4,-3,-5,-9,24,1,-8,-21,-35,13,-6,-14,-12,-32,-36,30,15,10,25,31
17,16,-4,3,-31,23,-9,33,7,-35,-29,30,15,20,-13,-2,-1,27,-36,-14,-28,25,-6,-34,-22,-32,-18,21,11,-12,5,26,-8,24,10,19
-26,25,-27,14,-18,-35,-28,-9,8,-24,-16,-30,-32,-4,-17,11,15,5,-22,36,23,19,-21,10,-2,1,3,7,31,12,-29,13,34,-33,6,-20
-31,-8,-21,-7,11,-26,4,2,29,12,-5,-10,-34,27,22,24,25,-36,20,-19,3,-15,32,-16,-17,6,-14,-30,-9,28,1,-23,-35,13,33,18
-29,5,22,15,-2,-30,34,-26,25,-36,23,24,31,18,-4,-28,20,-14,-32,-17,27,-3,-11,-12,-9,8,-21,16,1,6,-13,19,-35,-7,33,10
14,28,-11,-34,-36,-23,24,-33,-10,9,3,-15,32,-1,12,-25,20,-29,35,-17,22,-21,6,-7,16,-31,-30,-2,18,27,26,-13,8,4,-19,5
-21,10,-12,-9,-35,16,17,-14,4,-2,22,3,-34,8,-20,-6,-7,-26,23,15,1,-11,-19,-27,36,18,24,-32,30,-29,33,28,-31,13,5,-25
13,3,-2,-15,30,-20,-14,-16,-17,-33,-29,-21,-1,7,4,8,9,27,24,6,12,31,28,-19,26,-25,-18,-23,11,-5,-22,34,10,-32,36,-35
22,13,-34,-32,7,-18,-5,26,16,-15,27,-33,-2,-28,10,-9,-19,6,17,35,-36,-1,-30,25,-24,-8,-11,14,31,23,-29,4,12,3,-20,21
17,-28,-22,-6,8,4,21,-5,-34,-29,32,-26,31,-18,35,24,-1,14,-30,-33,-7,3,36,-16,-27,12,25,2,10,19,-13,-11,20,9,-15,-23
-16,13,29,33,8,-9,34,-5,6,-17,28,-26,-2,-20,36,1,10,25,-30,14,23,-35,-21,-31,-18,12,32,-11,-3,19,24,-27,-4,-7,22,-15
-4,9,35,1,-14,30,25,32,-2,11,-10,-18,36,5,-26,-23,22,12,27,-33,-34,-17,16,28,-7,15,-19,-24,-31,-6,29,-8,20,21,-3,-13
-13,25,16,-18,26,9,22,-35,-6,30,-12,11,1,-28,33,-3,-19,4,17,-23,29,-7,20,-34,-2,-5,-36,14,-21,-10,-32,31,-15,24,8,27
-10,33,30,26,27,13,12,31,25,1,20,-7,-6,29,18,-21,34,-15,-35,-11,16,-36,32,28,-9,-4,-5,-24,-14,-3,-8,-23,-2,-17,19,22
2,-1,20,24,13,-28,16,-21,36,14,22,-18,-5,-10,35,-7,31,12,-26,-3,8,-11,-33,-4,-29,19,-32,6,25,-34,-17,27,23,30,-15,-9
23,8,31,-10,-12,-33,21,-2,-14,4,18,5,-35,9,-34,17,-16,-11,-30,-25,-7,26,-1,-32,20,-22,29,36,-27,19,-3,24,6,15,13,-28
17,16,13,14,-10,-20,-26,-25,30,5,-31,-21,-3,-4,-22,-2,-1,-35,36,6,12,15,33,27,8,7,-24,34,-32,-9,11,29,-23,-28,18,-19
-29,28,31,6,-14,-4,-22,19,-36,20,25,24,17,5,18,30,-13,-15,-8,-10,-27,7,-34,-12,-11,35,21,-2,1,-16,-3,-33,32,23,-26,9
-30,29,28,35,-7,-18,5,21,-32,-15,-23,-17,-33,16,10,-14,12,6,-36,-24,-8,-25,11,20,22,31,34,-3,-2,1,-26,9,13,-27,-4,19
-28,-21,23,17,30,29,32,-16,-35,-24,25,36,-18,19,-34,8,-4,13,-14,-26,2,33,-3,10,-11,20,-31,1,-6,-5,27,-7,-22,15,9,-12
-35,33,-32,-5,4,-21,27,-34,-28,15,16,26,23,19,-10,-11,18,-17,-14,30,6,-24,-13,22,29,-12,-7,9,-25,-20,-36,3,-2,8,1,31
-24,28,-12,-25,-19,15,-10,-29,27,7,18,3,-14,13,-6,-20,30,-11,5,16,36,31,33,1,4,-34,-9,-2,8,-17,-22,-35,-23,26,32,-21
22,-27,-31,23,19,-9,20,16,6,24,33,-21,-28,36,35,-8,-34,-29,-5,-7,12,-1,-4,-10,30,32,2,13,18,-25,3,-26,-11,17,-15,-14
