27,45,-28,46,-35,-7,6,-32,-13,-18,-22,30,9,36,-40,31,-19,10,17,-37,-24,11,43,21,33,-39,-1,3,-44,-12,-16,8,-25,47,5,-14,20,-41,26,15,38,48,-23,29,-2,-4,-34,-42
-42,30,-47,-13,40,-9,35,45,6,-18,-27,48,4,25,41,19,-24,10,-16,-36,-28,31,-38,17,-14,-32,11,21,-44,-2,-22,26,39,-43,-7,20,-46,23,-33,-5,-15,1,34,29,-8,37,3,-12
-10,23,14,-20,-41,8,40,-6,-11,1,9,-19,-15,-3,13,47,-22,-29,12,4,-43,17,-2,-39,46,31,-45,48,18,-32,-26,30,36,35,-34,-33,-42,44,24,-7,5,37,21,-38,27,-25,-16,-28
-8,-29,-23,-26,-48,-46,-12,1,28,-42,-43,7,30,-36,-37,33,-19,-25,17,-24,-34,-41,3,20,18,4,45,-9,2,-13,-47,39,-16,21,-44,14,15,40,-32,-38,22,10,11,35,-27,6,31,5
-21,-20,-42,48,14,32,27,-35,17,-46,12,-11,-40,-5,29,-44,-9,25,31,2,1,24,37,-22,-18,-36,-7,39,-15,43,-19,-6,41,45,8,26,-23,47,-28,13,-33,3,-30,16,-34,10,-38,-4
18,-33,-48,11,-39,-32,8,-7,-25,-30,-4,17,-40,-46,-34,-21,-12,-1,31,35,16,26,-41,45,9,-22,47,-43,38,10,-19,6,2,15,-20,-37,36,-29,5,13,23,44,28,-42,-24,14,-27,3
2,-1,-4,3,-8,20,-39,5,-40,12,18,-10,-33,-31,-41,-47,29,-11,28,-6,-22,21,44,-42,-36,-27,26,-19,-17,-48,14,45,13,-46,43,25,-38,37,7,9,15,24,-35,-23,-32,34,16,30
48,-14,-37,36,10,-31,27,20,39,-5,-35,15,29,2,-12,-32,-18,17,-28,-8,-46,-34,-38,26,-43,-24,-7,19,-13,-33,6,16,30,22,11,-4,3,23,-9,42,44,-40,25,-41,47,21,-45,-1
-2,1,-9,40,-43,-19,47,32,3,42,21,-26,48,23,29,-37,-39,22,6,-28,-11,-18,-14,30,-44,12,-38,20,-15,-24,-35,-8,-41,45,31,46,16,27,17,-4,33,-10,5,25,-34,-36,-7,-13
-25,7,19,-6,-47,4,-2,-29,36,-28,44,37,46,-15,14,-23,30,31,-3,38,-27,-45,16,26,1,-24,21,10,8,-17,-18,42,43,40,39,-9,-12,-20,-35,-34,48,-32,-33,-11,22,-13,5,-41
