-20,-51,-52,-59,-57,-17,-16,-35,-50,-42,-28,53,-58,29,45,7,6,31,-34,1,-25,-48,60,-30,21,33,-39,11,-14,24,-18,-46,-26,19,8,-41,-49,-56,27,43,36,10,-40,54,-15,32,-55,22,37,9,2,3,-12,-44,47,38,5,13,4,-23
56,5,-18,60,-2,-51,32,-48,-24,35,31,45,-37,17,-34,-44,-14,3,-27,-59,-55,38,25,9,-23,53,19,36,-47,50,-11,-7,-46,15,-10,-28,13,-22,57,-58,43,49,-41,16,-12,33,29,8,-42,-30,6,54,-26,-52,21,-1,-39,40,20,-4
-19,-12,20,-30,-36,-55,-46,-34,29,-52,-44,2,26,-38,-58,23,-39,42,1,-3,22,-21,-16,-60,-40,-13,33,-50,-9,4,37,48,-27,8,57,5,-31,14,17,25,-45,-18,49,11,41,7,-51,-32,-43,28,47,10,-56,59,6,53,-35,15,-54,24
-9,-26,-8,44,27,35,57,3,1,-29,18,-55,24,-23,-21,-17,16,-11,56,58,15,48,14,-13,-30,2,-5,36,10,25,-43,-52,51,46,-6,-28,-49,42,50,-53,-54,-38,31,-4,59,-34,60,-22,37,-39,-33,32,40,41,12,-19,-7,-20,-45,-47
48,55,-33,-22,-50,60,-10,-18,35,7,17,-54,-31,28,-37,57,-11,8,-36,51,58,4,46,53,45,59,-43,-14,56,32,13,-30,3,-41,-9,19,15,-49,44,-47,34,-52,27,-39,-25,-23,40,-1,38,5,-20,42,-24,12,-2,-29,-16,-21,-26,-6
-13,31,-41,-24,50,12,23,53,10,-9,-58,-6,1,17,30,-39,-14,-19,18,34,-46,-25,-7,4,22,-47,42,-57,-45,-15,-2,59,55,-20,-60,37,-36,-48,16,43,3,-27,-40,-52,29,21,26,38,-56,-5,54,44,-8,-51,-33,49,28,11,-32,35
-41,-32,-13,-51,-19,-24,38,-56,11,-55,-9,58,3,-53,-31,-35,-44,-34,5,52,-48,59,40,6,-47,-45,-50,33,-39,-49,15,2,-28,18,16,42,60,-7,29,-23,1,-36,57,17,26,-54,25,21,30,27,4,-20,14,46,10,8,-43,-12,-22,-37
-11,-58,-12,-13,43,29,-22,55,54,-52,1,3,4,-27,-51,26,53,-31,-35,-47,-56,7,-33,44,50,-16,14,-39,-6,-57,18,36,23,-60,19,-32,46,-45,28,42,-49,-40,-5,-24,38,-37,20,-59,41,-25,15,10,-17,-9,-8,21,30,2,48,34
-50,-36,59,19,-14,39,-54,56,-10,9,-16,34,-25,5,-43,11,-33,48,-4,-46,-22,21,37,35,13,-29,53,-49,26,-47,-42,-40,17,-12,-24,2,-23,-41,-6,32,38,31,15,-55,51,20,30,-18,28,1,-45,-58,-27,7,44,-8,-60,52,-3,57
6,7,-43,-42,-23,-1,-2,-22,-24,-57,18,-30,36,-26,-59,-40,-20,-11,34,17,-31,8,5,9,29,14,-32,-37,-25,12,21,27,60,-19,46,-13,28,55,58,16,-50,4,3,56,54,-35,52,-53,51,41,-49,-47,48,-45,-38,-44,10,-39,15,-33
-17,46,-13,-23,-16,19,-14,38,-55,-57,50,-60,3,7,32,5,1,37,-6,-34,51,-45,4,42,36,-43,-28,27,-35,56,47,-15,-41,20,29,-25,-18,-8,58,53,33,-24,26,-48,22,-2,-31,44,59,-11,-21,54,-40,-52,9,-30,10,-39,-49,12
-18,-40,-49,-15,-21,13,27,-43,-22,51,23,-54,-6,17,4,58,-14,1,37,44,5,9,-11,56,-26,25,-7,-29,28,-42,-52,-36,45,53,60,32,-19,-57,-47,2,55,30,8,-20,-33,-48,39,46,3,-59,-10,31,-34,12,-41,-24,38,-16,50,-35
-6,8,-38,53,-51,1,23,-2,21,-58,-48,-13,12,52,55,46,-27,22,54,59,-9,-18,-7,-40,-49,-28,17,26,-33,-31,30,57,29,-60,-47,-37,36,3,-56,24,45,-44,50,42,-41,-16,35,11,25,-43,5,-14,-4,-19,-15,39,-32,10,-20,34
21,3,-2,-16,18,-55,-29,34,12,-19,-25,-9,-24,-40,-60,4,-49,-5,10,-50,-1,33,-26,13,11,23,-38,45,7,36,42,-51,-22,-8,43,-30,-53,27,-57,14,44,-31,-35,-41,-28,52,59,56,17,20,32,-46,37,58,6,-48,39,-54,-47,15
-28,-60,-53,12,-26,-46,-9,-25,7,-30,13,-4,-11,-16,-52,14,54,36,27,-47,-42,-38,29,-49,8,5,-19,1,-23,10,-44,-55,-50,48,43,-18,57,22,-58,-59,-56,21,-35,31,-51,6,20,-34,24,33,45,15,3,-17,32,41,-37,39,40,2
37,6,-20,49,-44,-2,-42,-48,55,47,-13,-57,11,-52,38,31,-39,-41,-51,3,46,43,27,-56,-45,-60,-23,-58,-59,34,-16,-35,-40,-30,32,-54,-1,-15,17,33,18,7,-22,5,25,-21,-10,8,-4,-53,19,14,50,36,-9,24,12,28,29,26
46,28,23,21,-34,35,17,51,40,49,30,-36,-24,-60,33,-55,-7,-43,59,41,-4,-44,-3,13,53,32,54,-2,-57,-11,-45,-26,-15,5,-6,12,39,-58,-37,-9,-20,47,18,22,31,-1,-42,56,-10,52,-8,-50,-25,-27,16,-48,29,38,-19,14
-30,-16,-25,-11,-52,24,-18,51,-55,-44,4,48,47,-42,57,2,-46,7,-43,23,33,-37,-20,-6,3,31,54,50,-36,1,-26,41,-21,-40,45,29,22,58,60,34,-32,14,19,10,-35,17,-13,-12,53,-28,-8,5,-49,-27,9,-59,-15,-38,56,-39
8,25,-59,27,-32,57,-44,-1,-55,58,15,34,48,38,-11,-26,-20,-43,29,17,-24,23,-22,21,-2,16,-4,-60,-19,39,40,5,52,-12,-47,46,45,-14,-30,-31,-50,-53,18,7,-37,-36,35,-13,-54,41,-56,-33,42,49,9,51,-6,-10,3,28
-52,48,20,-7,-9,31,4,-25,5,33,12,-11,58,-19,43,40,45,22,14,-3,39,-18,30,46,8,42,55,-50,-32,-23,-6,29,-10,35,-34,-49,-53,-51,-21,-16,57,-26,-15,54,-17,-24,60,-2,36,28,38,1,37,-44,-27,59,-41,-13,-56,-47
-3,6,1,30,-43,-2,-57,39,58,46,-24,-51,59,47,-54,41,-49,-48,-50,-35,-38,-52,34,11,55,-32,-42,-60,36,-4,37,26,56,-23,20,-29,-31,21,-8,-44,-16,27,5,40,-53,-10,-14,18,17,19,12,22,45,15,-25,-33,7,-9,-13,28
-37,10,6,32,12,-3,-38,-46,36,-2,48,-5,-35,41,-33,18,52,-16,-22,29,-59,19,-54,58,50,-51,-44,42,-20,-60,43,-4,15,47,13,-9,1,7,57,45,-14,-28,-31,27,-40,8,-34,-11,-56,-25,26,-17,55,23,-53,49,-39,-24,21,30
3,53,-1,-34,21,-25,-55,-54,13,-41,-40,-35,-9,-49,-20,-17,16,-38,60,15,-5,-29,-32,-28,6,-39,31,24,22,47,-27,23,50,4,12,-42,51,18,26,11,10,36,-58,-56,46,-45,-30,-57,14,-33,-37,59,-2,8,7,44,48,43,-52,-19
-26,51,55,44,30,47,-57,23,-45,19,31,21,37,-54,28,-39,18,-17,-10,48,-12,-24,-8,22,41,1,-36,-15,-46,-5,-11,50,40,53,-49,27,-13,-58,16,-33,-25,-52,60,-4,9,29,-6,-20,35,-32,-2,42,-34,14,-3,59,7,38,-56,-43
-15,-52,31,-39,6,-5,-38,55,-46,-12,-20,10,43,-54,1,-30,-34,-48,40,11,41,-29,-60,27,42,50,-24,32,22,16,-3,-28,-45,17,58,57,-59,7,4,-19,-21,-25,-13,-47,33,9,44,18,53,-26,56,2,-49,14,-8,-51,-36,-35,37,23
-21,-55,-18,-11,51,31,-45,40,56,35,4,-17,-19,-32,-33,52,12,3,13,34,1,-37,-28,-41,-48,-43,58,23,46,-38,-6,14,15,-20,-10,-57,22,30,-53,-8,24,49,26,-47,7,-29,44,25,-42,-60,-5,-16,39,59,2,-9,36,-27,-54,50
14,54,27,28,43,-41,-47,-50,-37,58,24,-29,-51,-1,-39,17,-16,-38,-48,-60,59,34,40,-11,36,46,-3,-4,12,35,-53,57,-45,-22,-30,-25,9,18,15,-23,6,-55,-5,-56,33,-26,7,19,-52,8,13,49,31,-2,42,44,-32,-10,-21,20
-2,1,-27,48,-7,41,5,-16,51,-59,-21,-25,50,36,34,8,-57,-52,26,58,11,-31,-42,40,12,-19,3,47,39,43,22,35,-60,-15,-32,-14,-44,-49,-29,-24,-6,23,-30,37,55,-53,-28,-4,38,-13,-9,18,46,-56,-45,54,17,-20,10,33
-30,-9,-54,-34,36,-52,-10,58,2,7,-32,-28,31,25,-56,-60,45,-47,50,46,37,-59,49,-35,-14,44,-55,12,57,1,-13,11,-48,4,24,-5,-21,-41,-53,-51,38,43,-42,-26,-17,-20,18,33,-23,-19,40,6,39,3,27,15,-29,-8,22,16
