-5,31,29,-25,1,11,14,-17,-24,19,-6,21,35,-7,-27,-20,8,23,-10,16,-12,-26,-18,9,4,22,15,-36,-3,-33,-2,-34,30,32,-13,28
28,22,-35,-30,26,-14,-15,-21,20,-18,24,-29,-34,6,7,23,-32,10,-33,-9,8,-2,-16,-11,31,-5,-36,-1,12,4,-25,17,19,13,3,27
14,-27,21,-36,6,-5,19,-31,-13,-15,20,-17,9,-1,10,-34,12,30,-7,-11,-3,26,24,-23,28,-22,2,-25,-35,-18,8,-33,32,16,29,4
-8,3,-2,17,-12,34,-23,1,-27,-35,18,5,-14,13,24,-28,-4,-11,36,30,33,25,7,-15,-22,-29,9,16,26,-20,32,-31,-21,-6,10,-19
6,-7,13,-21,8,-1,2,-5,-25,11,-10,22,-3,29,-32,35,-36,-26,23,-27,4,-12,-19,34,9,18,20,31,-14,33,-28,15,-30,-24,-16,17
-31,36,-21,-23,-35,27,15,-34,28,-13,-25,16,10,-33,-7,-12,-18,17,-32,-24,3,29,4,20,11,30,-6,-9,-22,-26,1,19,14,8,5,-2
15,4,-14,-2,-11,18,21,25,36,-28,5,-20,22,3,-1,-31,24,-6,-29,12,-7,-13,34,-17,-8,-33,-35,10,19,-32,16,30,26,-23,27,-9
-35,25,12,26,-30,-15,-10,-13,-14,7,-17,-3,8,9,6,-22,11,24,-36,-31,-23,16,21,-18,-2,-4,32,29,-28,5,20,-27,-34,33,1,19
22,-21,-7,-8,10,26,3,4,13,-5,27,-24,-9,-32,17,31,-15,-36,35,33,2,-1,-25,12,23,-6,-11,34,30,-29,-16,14,-20,-28,-19,18
30,-22,32,-6,9,4,20,-18,-5,35,23,36,34,31,16,-15,-24,8,-26,-7,27,2,-11,17,29,19,-21,-33,-25,-1,-14,-3,28,-13,-10,-12
-19,7,-8,15,28,-33,-2,3,34,23,-35,17,-30,-20,-4,27,-12,-25,1,14,-26,31,-10,-29,18,21,-16,-5,24,13,-22,36,6,-9,11,-32
29,-9,18,28,-27,16,-17,-19,2,26,-31,-15,20,-21,12,-6,7,-3,8,-13,14,-35,33,32,-34,-10,5,-4,-1,-36,11,-24,-23,25,22,30
33,32,-26,-20,15,-28,35,34,16,-11,10,23,-29,19,-5,-9,-30,21,-14,4,-18,36,-12,-31,27,3,-25,6,13,17,24,-2,-1,-8,-7,-22
-23,-35,19,-18,36,-27,-26,14,-29,24,17,-33,28,-8,-25,-21,-11,4,-3,31,16,32,1,-10,15,7,6,-13,9,-34,-20,-22,12,30,2,-5
-3,-34,1,22,-32,19,28,-29,10,-9,-30,-31,23,-15,14,18,21,-16,-6,35,-17,-4,-13,27,-33,36,-24,-7,8,11,12,5,25,2,-20,-26
-21,-19,33,29,11,25,-16,24,-12,-31,-5,9,-36,17,-30,7,-14,34,2,-28,1,27,26,-8,-6,-23,-22,20,-4,15,10,35,-3,-18,-32,13
18,8,-13,-17,-9,-23,-20,-2,5,-19,22,-25,3,-35,28,30,4,-1,10,7,-31,-11,6,-34,12,29,36,-15,-26,-16,21,33,-32,24,14,-27
2,-1,28,31,17,9,26,21,-6,16,-13,18,11,34,24,-10,-5,-12,-27,-35,-8,30,-33,-15,-36,-7,19,-3,32,-22,-4,-29,23,-14,20,25
10,-18,22,34,-26,28,-29,-30,-11,-1,9,-16,-35,-31,19,12,33,2,-15,-21,20,-3,27,36,-32,5,-23,-6,7,8,14,25,-17,-4,13,-24
-12,-20,6,-29,21,-3,11,36,26,-22,-7,1,30,15,-14,-23,35,-32,-31,2,-5,10,16,25,-24,-9,-34,33,4,-13,19,18,-28,27,-17,-8
31,18,-23,-7,-10,8,4,-6,15,5,16,24,14,-13,-9,-11,-33,-2,30,-36,-32,-25,3,-12,22,-28,29,26,-27,-19,-1,21,17,-35,34,20
-36,-29,-33,12,-17,13,-27,-9,8,14,19,-4,-6,-10,22,34,5,32,-11,25,-24,-15,-30,21,-20,31,7,-35,2,23,-26,-18,3,-16,28,1
27,33,20,-24,-19,-26,25,-14,-31,30,-16,-35,18,8,-28,11,23,-13,5,-3,36,34,-17,4,-7,6,-1,15,-32,-10,9,29,-2,-22,12,-21
13,30,-16,19,27,35,18,10,25,-8,-32,-26,-1,28,20,3,-21,-7,-4,-15,17,-24,-34,22,-9,12,-5,-14,-33,-2,36,11,29,23,-6,-31
-30,16,-5,24,3,-29,-25,-28,-35,-20,31,33,27,-19,-23,-2,22,-21,14,10,18,-17,15,-4,7,-34,-13,8,6,1,-11,-36,-12,26,9,32
-14,-15,36,7,-25,23,-4,12,11,21,-9,-8,33,1,2,-30,-29,26,31,-34,-10,-32,-6,35,5,-18,28,-27,17,16,-19,22,-13,20,-24,-3
32,-10,-11,-22,-6,5,24,35,-30,2,3,25,-23,33,-18,19,-26,15,-16,28,-27,4,13,-7,-12,17,21,-20,-31,9,29,-1,-14,-36,-8,34
-34,-8,26,13,-16,14,10,2,18,-7,-28,31,-4,-6,32,5,30,-9,29,22,23,-20,-21,-33,-27,-3,25,11,-19,-17,-12,-15,24,1,36,-35
-26,29,14,25,19,-18,-34,-11,-21,33,8,-22,24,-3,27,36,31,6,-5,23,9,12,-20,-13,-4,1,-15,-32,-2,35,-17,28,-10,7,-30,-16
8,-36,-29,20,35,-34,-21,-1,-10,9,-33,13,-12,16,-19,-14,26,-24,15,-4,7,-31,-32,18,30,-17,-28,27,3,-25,22,23,11,6,-5,2
21,13,10,-33,7,-35,-5,22,32,-3,-15,-23,-2,-27,11,-36,-31,-30,20,-19,-1,-8,12,-28,-29,34,14,24,25,18,17,-9,4,-26,6,16
-4,-28,17,1,-20,21,33,9,-8,31,26,35,-27,-16,18,14,-3,-15,-30,5,-6,24,32,-22,36,-11,13,2,-34,19,-10,-23,-7,29,-12,-25
-27,11,-18,-32,-21,-9,-35,15,6,29,-2,26,31,-30,-8,20,28,3,24,-16,5,-23,22,-19,33,-12,1,-17,-10,14,-13,4,-25,36,7,-34
36,-5,-24,-14,2,22,27,-20,-18,-32,21,30,26,4,-33,28,19,9,-17,8,-11,-6,-35,3,-31,-13,-7,-16,34,-12,25,10,15,-29,23,-1
-25,-4,8,2,16,-36,-30,-3,-19,15,-26,-27,-33,20,-10,-5,-28,-31,9,-14,-22,21,29,-35,1,11,12,17,-23,7,18,34,13,-32,24,6
34,35,-17,10,31,30,-8,7,21,-4,-29,20,32,-25,26,-24,3,19,-18,-12,-9,-27,-28,16,14,-15,22,23,11,-6,-5,-13,36,-1,-2,-33
-29,-16,-28,33,-18,-7,6,27,22,-34,13,-32,-11,23,36,2,20,5,-21,-17,19,-9,-14,-30,-35,-31,-8,3,1,24,26,12,-4,10,25,-15
-22,-26,15,-11,-8,24,13,5,-20,12,4,-10,-7,36,-3,-25,-34,35,28,9,29,1,30,-6,16,2,-32,-19,-21,-23,-33,27,31,17,-18,-14
12,5,11,-10,-2,-22,-28,-24,33,4,-3,-1,-25,-26,-36,-19,32,-27,16,34,-30,6,-29,8,13,14,18,7,23,21,35,-17,-9,-20,-31,15
-13,-32,-27,-15,20,31,-33,-12,-17,36,28,8,1,24,4,29,9,-23,22,-5,-25,-19,18,-14,21,-30,3,-11,-16,26,-6,2,7,35,-34,-10
3,34,-1,6,13,-4,31,30,-23,-24,25,-36,-5,22,-29,17,-16,20,-35,-18,-28,-14,9,10,-11,-32,-33,21,15,-8,-7,26,27,-2,19,12
24,-11,23,-34,-22,-8,17,6,-36,-27,2,-18,-26,-28,-31,-29,-7,12,32,-25,30,5,-3,-1,20,13,10,14,16,-21,15,-19,35,4,-33,9
-9,12,-20,-5,4,15,-13,-32,1,25,-36,-2,7,21,-6,24,34,-19,18,3,-14,-29,28,-16,-10,33,-30,-23,22,27,-35,8,-26,-17,31,11
19,9,-31,11,-14,-13,-18,20,-2,-23,-4,29,6,5,34,26,36,7,-1,-8,32,-30,10,33,-28,-16,35,25,-12,22,3,-21,-24,-15,-27,-17
-32,-33,25,21,29,-20,8,-7,-28,-30,-12,11,-24,-36,-17,-18,15,16,34,6,-4,23,-22,13,-3,-35,-31,9,-5,10,27,1,2,-19,26,14
-11,19,-9,18,22,32,30,23,3,-25,1,-13,12,35,31,21,-27,-4,-2,-29,-16,-5,-8,26,10,-24,17,-34,20,-7,-15,-6,-36,28,-14,33
7,17,-30,-28,18,20,-1,13,23,34,-22,-19,-8,-29,33,25,-2,-5,12,-6,31,11,-9,-36,-16,27,-26,4,14,3,-21,-35,-15,-10,32,24
-6,28,-4,3,-7,1,5,-23,-15,-26,35,32,19,-22,9,-33,25,29,-13,27,24,14,8,-21,-17,10,-20,-2,-18,36,34,-12,16,-31,-11,-30
11,-13,16,36,-28,-32,-12,-25,-26,20,-1,7,2,-34,-35,-3,29,-33,27,-10,22,-21,-24,23,8,9,-19,5,-17,-31,30,6,18,14,15,-4
