8,12,27,-22,-23,44,-25,-1,-33,-43,-30,-2,32,-17,-19,-45,14,-31,15,-28,-41,4,5,-37,7,34,-3,20,-39,11,18,-13,9,-26,47,-46,24,48,29,42,21,-40,10,-6,16,36,-35,-38
-40,-30,-44,-11,38,41,-48,18,-24,28,4,-14,23,12,-36,17,-16,-8,46,-39,-42,-32,-13,9,-31,35,45,-10,43,2,25,22,47,-37,-26,15,34,-5,20,1,-6,21,-29,3,-27,-19,-33,7
14,44,-21,31,16,46,22,-25,-45,12,37,-10,27,-1,33,-5,30,-35,-36,43,3,-7,-41,-29,8,-34,-13,-39,24,-17,-4,40,-15,26,18,19,-11,-47,28,-32,23,-48,-20,-2,9,-6,38,42
33,-26,36,-20,-24,-10,-23,-34,39,6,-28,32,-30,48,16,-15,-45,40,-38,4,-27,-47,7,5,43,2,21,11,46,13,42,-12,-1,8,41,-3,44,19,-9,-18,-35,-31,-25,-37,17,-29,22,-14
21,38,-35,29,15,-12,18,9,-8,-39,-43,6,34,-47,-5,41,-23,-7,-46,40,-1,25,17,26,-22,-24,42,-48,-4,-45,-37,-36,44,-13,3,32,31,-2,10,-20,-16,-27,11,-33,30,19,14,28
-25,-4,45,2,-48,-10,30,-22,31,6,39,33,38,18,-16,15,37,-14,20,-19,32,8,27,-42,1,-46,-23,43,41,-7,-9,-21,-12,-36,-44,34,-17,-13,-11,47,-29,24,-28,35,-3,26,-40,5
2,-1,-47,34,-29,22,-31,28,40,-35,-42,-17,-43,-26,18,-37,12,-15,33,38,-36,-6,-45,-30,39,14,-44,-8,5,24,7,46,-19,-4,10,21,16,-20,-25,-9,48,11,13,27,23,-32,3,-41
26,-34,23,-28,-13,-14,46,21,-39,44,-40,19,5,6,25,-18,-43,16,-12,42,-8,-38,-3,31,-15,-1,-32,4,-45,-41,-24,27,36,2,48,-33,47,22,9,11,30,-20,17,-10,29,-7,-37,-35
-19,10,28,-35,9,34,-14,-39,-5,-2,18,-42,-44,7,-30,-46,33,-11,1,47,45,32,-48,-41,-43,38,36,-3,-31,15,29,-22,-17,-6,4,-27,-40,-26,8,37,24,12,25,13,-21,16,-20,23
6,26,-11,-32,-34,-1,-27,-12,43,29,3,8,20,-19,42,30,24,46,14,-13,37,-48,38,-17,40,-2,7,-36,-10,-16,41,4,39,5,-45,28,-21,-23,-33,-25,-31,-15,-9,-47,35,-18,44,22
-24,-47,-37,13,-9,-42,38,14,5,-22,-20,30,-4,-8,31,-26,-29,-28,-25,11,-44,10,-32,1,19,16,34,18,17,-12,-15,23,-40,-27,36,-35,3,-7,-41,33,39,6,-45,21,43,48,2,-46
10,-5,-38,-17,2,8,-44,-6,-22,-1,-46,-36,-14,13,-45,29,4,33,-48,26,40,9,39,42,-34,-20,-43,37,-16,35,32,-31,-18,25,-30,12,-28,3,-23,-21,-47,-24,27,7,15,11,41,19
-11,41,31,22,14,-46,45,34,20,24,1,-30,36,-5,26,18,25,-16,43,-9,23,-4,-21,-10,-17,-15,-37,42,35,12,-3,47,38,-8,-29,-13,27,-33,48,44,-2,-28,-19,-40,-7,6,-32,-39
30,31,-33,5,-4,-41,-20,-16,15,36,-48,-34,-19,21,-9,8,42,-22,13,7,-14,18,28,39,-47,40,38,-23,44,-1,-2,-45,3,12,-43,-10,46,-27,-24,-26,6,-17,35,-29,32,-37,25,11
-26,-25,-19,16,32,20,-42,40,-11,-27,9,28,29,41,24,-4,-38,36,3,-6,-22,21,-31,-15,2,1,10,-12,-13,37,23,-5,48,-35,34,-18,-30,17,43,-8,-14,7,-39,47,-46,45,-44,-33
-28,43,-6,-42,-25,3,35,45,-40,11,-10,-48,-18,22,21,47,-32,13,-41,37,-15,-14,-24,23,5,-36,-31,1,-34,-46,27,17,-39,29,-7,26,-20,44,33,9,19,4,-2,-38,-8,30,-16,12
