-46,-26,44,9,14,-19,17,-18,-4,-34,20,28,21,-5,36,-22,-7,8,6,-11,-13,16,38,41,43,2,29,-12,-27,-37,40,48,35,10,-33,-15,30,-23,-42,-31,-24,39,-25,-3,-47,1,45,-32
14,17,35,-43,42,-33,-30,-36,25,-13,-45,-21,10,-1,-40,22,-2,-41,-23,28,12,-16,19,-34,-9,38,37,-20,-46,7,47,48,6,24,-3,8,-27,-26,44,15,18,-5,4,-39,11,29,-31,-32
-23,22,32,16,38,29,-12,25,40,-27,26,7,-31,-45,-34,-4,47,-37,-46,-21,20,-2,1,43,-8,-11,10,41,-6,-33,13,-3,30,15,-48,39,18,-5,-36,-9,-28,-44,-24,42,14,19,-17,35
29,-9,-10,24,-42,-46,21,48,2,3,40,14,-20,-12,-32,-22,-30,23,31,13,-7,16,-18,-4,-34,-45,-28,27,-1,17,-19,15,-37,25,43,-39,33,41,36,-11,-38,5,-35,47,26,6,-44,-8
-23,4,-20,-2,47,-38,-10,-42,22,7,36,30,-18,26,46,35,-43,13,-44,3,33,-9,1,-48,-34,-14,39,32,31,-12,-29,-28,-21,25,-16,-11,-45,6,-27,-41,40,8,17,19,37,-15,-5,24
33,-19,20,-24,-23,-31,15,-14,34,29,-13,-43,11,8,-7,36,27,30,2,-3,35,-41,5,4,26,-25,-17,40,-10,-18,6,37,-1,-9,-21,-16,-32,47,-42,-28,22,39,12,-46,48,44,-38,-45
-2,1,24,-23,32,43,-40,38,48,17,26,-31,-28,30,29,27,-10,-21,-34,-41,18,-39,4,-3,33,-11,-16,13,-15,-14,12,-5,-25,19,-42,-37,36,-8,22,7,20,35,-6,-46,47,44,-45,-9
12,-29,-35,17,-37,23,24,48,-30,47,39,-1,40,-32,22,-34,-4,-20,-38,18,25,-15,-6,-7,-21,-44,-28,27,2,9,-45,14,43,16,3,41,5,19,-11,-13,-36,46,-33,26,31,-42,-10,-8
38,7,31,37,-48,-21,-2,-9,8,32,-46,-43,24,-23,34,22,-45,-29,47,-39,6,-16,14,-13,26,-25,40,-44,18,-36,-3,-10,-42,-15,-41,30,-4,-1,20,-27,35,33,12,28,17,11,-19,5
-14,26,-29,-9,28,-27,-40,24,4,-18,-15,32,-22,1,11,-31,-45,10,43,-33,47,13,-35,-8,-41,-2,6,-5,3,-34,16,-12,20,30,23,-38,42,36,48,7,25,-37,-19,-46,17,44,-21,-39
9,-29,-35,25,20,10,48,-12,-1,-6,24,8,-22,-16,39,14,47,45,27,-5,-46,13,33,-11,-4,-41,-19,34,2,38,42,37,-23,-28,3,-44,-32,-30,-15,-43,26,-31,40,36,-18,21,-17,-7
-13,-44,-46,39,24,-11,-8,7,-33,-18,6,-28,1,-15,14,27,34,10,-40,-35,25,37,-36,-5,-21,45,-16,12,30,-29,43,-41,9,-17,20,23,-22,47,-4,19,32,-48,-31,2,-26,3,-38,42
36,-26,-27,48,-43,35,13,30,38,-33,-14,29,-7,11,19,-22,-44,41,-15,25,39,16,24,-23,-20,2,3,-46,-12,-8,-45,37,10,-40,-6,-1,-32,-9,-21,34,-18,-47,5,17,31,28,42,-4
43,-10,-27,-38,30,-42,34,31,-24,2,-35,15,-37,-39,-12,36,-41,-23,33,25,-47,29,18,9,-20,-40,3,-48,-22,-5,-8,-44,-19,-7,11,-16,13,4,14,26,17,6,-1,32,46,-45,21,28
9,-27,-13,7,-34,-48,-4,-46,-1,-16,45,-29,3,24,37,10,-30,-31,32,21,-20,43,-40,-14,-38,-42,2,36,12,17,18,-19,-39,5,41,-28,-15,25,33,23,-35,26,-22,-47,-11,8,44,6
32,7,-35,-11,33,8,-2,-6,-23,25,4,39,-14,13,17,28,-15,47,46,34,-40,-36,9,38,-10,-31,-42,-16,43,45,26,-1,-5,-20,3,22,44,-24,-12,21,-48,27,-29,-37,-30,-19,-18,41
-40,9,38,-15,17,-22,42,31,-2,43,37,44,-35,19,4,25,-5,23,-14,34,-48,6,-18,-41,-16,-29,47,39,26,45,-8,33,-32,-20,13,-46,-11,-3,-28,1,24,-7,-10,-12,-30,36,-27,21
9,35,16,24,-8,-14,-46,5,-1,-37,31,-19,-15,6,13,-3,-18,17,12,28,41,-44,25,-4,-23,-30,-40,-20,43,26,-11,-48,-34,33,-2,39,10,-47,-36,27,-21,-45,-29,22,42,7,38,32
14,35,-16,-27,48,-36,28,44,-21,-41,-19,-24,20,-1,30,3,22,29,11,-13,9,-17,47,12,-33,31,4,-7,-18,-15,-26,37,25,43,-2,6,-32,-40,-42,38,10,39,-34,-8,-46,45,-23,-5
22,-27,-28,-24,-44,-14,-9,17,7,-31,-47,30,36,6,-20,41,-8,-19,18,15,37,-1,-40,4,-32,-42,2,3,-48,-12,10,25,43,-46,45,-13,-21,-39,38,23,-16,26,-33,5,-35,34,11,29
-15,6,30,-41,40,-2,-42,32,23,39,-18,-37,-21,33,1,-45,29,11,-46,47,13,-27,-9,26,-48,-24,22,-43,-17,-3,34,-8,-14,-31,-44,-38,12,36,-10,-5,4,7,28,35,16,19,-20,25
-5,42,-27,-48,1,-36,-24,-35,-26,30,-28,-43,-33,-16,47,14,-39,-44,40,32,-29,-34,-38,7,-37,9,3,11,21,-10,-45,-20,13,22,8,6,25,23,17,-19,-46,-2,12,18,31,41,-15,4
-17,12,30,38,41,-21,-15,42,45,-25,-22,-2,-43,37,7,-32,1,23,-44,36,6,11,-18,31,10,-29,33,35,26,-3,-24,16,-27,48,-28,-20,-14,-4,46,-47,-5,-8,13,19,-9,-39,40,-34
37,19,-31,-44,15,27,-40,45,46,-42,-20,-25,28,-21,-5,24,29,35,-2,11,14,39,-48,-16,12,-30,-6,-13,-17,26,3,-33,32,-38,-18,47,-1,34,-22,7,-43,10,41,4,-8,-9,-36,23
32,-42,-5,41,3,12,-29,-27,47,39,26,-6,25,-23,22,-45,-46,-33,24,40,-35,-15,14,-19,-13,-11,8,-43,7,38,34,-1,18,-31,21,48,44,-30,-10,-20,-4,2,28,-37,16,17,-9,-36
-15,4,-35,-2,19,42,-48,-46,-27,-16,-18,-40,-30,23,1,10,-36,11,-5,-22,-47,20,-14,44,-28,-31,9,25,38,13,26,34,43,-32,3,17,41,-29,45,12,-37,-6,-33,-24,-39,8,21,7
-24,44,45,23,8,28,-31,-5,-36,-47,18,-42,-20,43,-48,-21,-35,-11,-41,13,16,-25,-4,1,22,-30,-46,-6,-39,26,7,37,-38,40,17,9,-32,33,29,-34,19,12,-14,-2,-3,27,10,15
35,12,4,-3,40,-25,-9,46,7,-22,17,-2,28,19,27,32,-11,-45,-14,48,41,10,24,-23,6,30,-15,-13,-33,-26,38,-16,29,-39,-1,-47,-44,-31,34,-5,-21,43,-42,37,18,-8,36,-20
-13,-27,36,-25,-47,-26,11,31,-38,-40,-7,34,1,43,39,-18,-19,16,17,-37,-32,-45,35,29,4,6,2,33,-24,-42,-8,21,-28,-12,-23,-3,20,9,-15,10,46,30,-14,48,22,-41,5,-44
5,10,-9,-13,-1,-44,22,-27,3,-2,-41,23,4,33,42,-46,24,20,32,-18,-38,-7,-12,-17,-45,48,8,-30,-47,28,35,-19,-14,39,-31,37,-36,21,-34,-43,11,-15,40,6,25,16,29,-26
29,-27,-10,36,46,-34,16,-13,-45,3,25,42,8,-21,-37,-7,31,48,30,-23,14,-24,20,22,-11,-43,2,32,-1,-19,-17,-28,44,6,41,-4,15,47,40,-39,-35,-12,26,-33,9,-5,-38,-18
-6,-39,-33,-14,9,1,25,-34,-5,35,-19,-48,17,4,-41,43,-13,-38,11,47,22,-21,-37,-42,-7,-44,36,-29,28,45,46,-40,3,8,-10,-27,23,18,2,32,15,24,-16,26,-30,-31,-20,12
-10,18,-23,-33,-21,48,-12,36,-35,1,-38,7,-25,39,16,-15,37,-2,-32,34,5,31,3,45,13,-47,41,-29,28,43,-22,19,4,-20,9,-8,-17,11,-14,-46,-27,44,-30,-42,-24,40,26,-6
-4,23,16,1,-33,28,-12,41,-14,21,38,7,-40,9,-18,-3,-37,15,22,-45,-10,-19,-2,47,-44,-32,-42,-6,-31,-36,29,26,5,-35,34,30,17,-11,-43,13,-8,27,39,25,20,48,-24,-46
3,22,-1,11,48,-12,-15,-14,-30,-17,-4,6,28,8,7,-42,10,-29,33,-27,-46,-2,47,-32,-37,31,20,-13,18,9,-26,24,-19,-44,-45,-38,25,36,40,-39,43,16,-41,34,35,21,-23,-5
30,47,25,-13,-42,-32,36,31,-41,-23,-44,35,4,38,45,29,19,-21,-17,-22,18,20,10,43,-3,48,33,-34,-16,-1,-8,6,-27,28,-12,-7,39,-14,-37,-46,9,5,-24,11,-15,40,-2,-26
-9,-41,40,-48,-29,35,-24,33,1,-20,37,-44,45,-36,-38,27,-25,26,28,10,-31,-47,43,7,17,-18,-16,-19,5,-42,21,-46,-8,-39,-6,14,-11,15,34,-3,2,30,-23,12,-13,32,22,4
9,48,-7,41,19,8,3,-6,-1,29,-15,-40,-18,42,11,-36,47,13,-5,26,35,25,-24,23,-22,-20,39,30,-10,-28,43,-45,-37,38,-21,16,33,-34,-27,12,-4,-14,-31,-46,32,44,-17,-2
18,-23,-28,-26,-36,11,34,-44,-19,16,-6,-41,35,-24,-30,-10,-37,-1,9,-38,-42,-40,2,14,45,4,-48,3,32,15,-43,-29,-47,-7,-13,5,17,20,-46,22,12,21,31,8,-25,39,33,27
42,-11,-47,-8,-19,32,43,4,44,-46,2,-26,33,-23,39,-41,25,22,5,-30,34,-18,14,45,-17,12,-28,27,-38,20,40,-6,-13,-21,48,37,-36,29,-15,-31,16,-1,-7,-9,-24,10,3,-35
-4,-17,-36,1,-12,40,-37,-41,-48,13,-23,5,-10,30,19,45,2,-38,-15,34,25,26,11,29,-21,-22,39,-33,-24,-14,-44,46,28,-20,-43,3,7,18,-27,-6,8,-47,35,31,-16,-32,42,9
-28,-6,7,45,-14,2,-3,-18,-48,22,25,-37,27,5,-17,29,15,8,24,33,35,-10,-32,-19,-11,-34,-13,1,-16,40,36,23,-20,26,-21,-31,12,-39,38,-30,-46,-43,42,47,-4,41,-44,9
19,-3,2,-5,4,-37,-29,-30,24,-46,-45,-48,-39,-38,-25,-34,23,-35,-1,-43,-36,26,-17,-9,15,-22,32,31,7,8,-28,-27,42,16,18,21,6,14,13,-44,47,-33,20,40,11,10,-41,12
34,21,-14,43,35,39,-25,10,-47,-8,40,27,15,3,-13,-23,-32,-36,-20,19,-2,-31,16,-45,7,42,-12,38,-48,41,22,17,-46,-1,-5,18,44,-28,-6,-11,-30,-26,-4,-37,24,33,9,29
-35,6,-47,29,24,-2,10,38,25,-7,-19,33,40,37,43,-28,-36,46,11,-23,42,41,20,-5,-9,-31,-30,16,-4,27,26,-34,-12,32,1,17,-14,-8,45,-13,-22,-21,-15,48,-39,-18,3,-44
-2,1,23,18,8,21,27,-5,20,16,-33,42,17,48,-19,-10,-13,-4,15,-9,-6,37,-3,-47,-39,-29,-7,35,26,36,-32,31,11,44,-28,-30,-22,45,25,-43,46,-12,40,-34,-38,-41,24,-14
-47,7,-44,43,29,8,-2,-6,37,-21,23,-28,-31,22,-16,15,20,46,40,-17,10,-14,-11,-48,-39,38,33,12,-5,35,13,-36,-27,-45,-30,32,-9,-26,25,-19,42,-41,-4,3,34,-18,1,24
-35,28,13,-20,43,-44,27,45,-15,-29,-18,23,-3,16,9,-14,-42,11,33,4,-41,-48,-12,32,-34,-37,-7,-2,10,47,-38,-24,-19,25,1,40,26,31,46,-36,21,17,-5,6,-8,-39,-30,22
-25,-30,-4,3,-36,21,-31,-16,-44,-33,39,-27,22,-29,48,8,32,-35,37,43,-6,-13,-26,46,1,23,12,-42,14,2,7,-17,10,47,18,5,-19,-45,-11,41,-40,28,-20,9,38,-24,-34,-15
24,32,26,-7,-46,17,4,34,-21,25,45,-36,37,-33,27,41,-6,-19,18,-28,9,-47,-30,-1,-10,-3,-15,20,-40,23,-38,-2,14,-8,43,12,-13,31,48,29,-16,-44,-35,42,-11,5,22,-39
-26,38,-36,5,-4,-9,30,29,6,17,-23,-41,-37,24,-31,-27,-10,47,-39,25,22,-21,11,-14,-20,1,16,-33,-8,-7,15,-43,28,48,-45,3,13,-2,19,42,12,-40,32,46,35,-44,-18,-34
-46,-3,2,35,17,26,11,-14,-28,-20,-7,-41,39,8,16,-15,-5,22,33,10,-31,-18,47,-27,37,-6,24,9,-40,-34,21,-42,-19,30,-4,-44,-25,45,-13,29,12,32,-48,36,-38,1,-23,43
35,-25,-23,-36,-20,48,13,-9,8,-40,-38,-46,-7,-26,-37,18,-32,-16,-34,5,39,44,3,41,2,14,31,45,-42,-33,-27,17,30,19,-1,4,15,11,-21,10,-24,29,-47,-22,-28,12,43,-6
5,-37,44,6,-1,-4,11,22,-41,35,-7,-19,24,-27,-33,-29,-30,25,12,42,31,-8,32,-13,-18,-36,14,-40,16,17,-21,-23,15,38,-10,26,2,-34,46,28,9,-20,45,-3,-43,-39,48,-47
-26,5,-35,31,-2,-27,-46,38,-32,23,12,-11,16,-48,18,-13,19,-15,-17,34,-41,-39,-10,-33,28,1,6,-25,-42,40,-4,9,24,-20,3,43,47,-8,22,-30,21,29,-36,-45,44,7,-37,14
-15,-48,21,47,26,-14,-45,-18,-32,-20,-42,-30,-41,6,1,38,39,8,-31,10,-3,23,-22,33,27,-5,-25,-29,28,12,19,9,-24,-40,-36,35,-43,-16,-17,34,13,11,37,-46,7,44,-4,2
32,17,-4,3,12,46,11,43,14,-16,-7,-5,-35,-9,-18,10,-2,15,22,-21,20,-19,-25,39,23,-31,45,-34,-44,-47,26,-1,42,28,13,38,41,-36,-24,48,-37,-33,-8,29,-27,-6,30,-40
22,-19,47,-6,38,4,45,35,-20,14,-27,-15,-24,-10,12,-40,-39,-34,2,9,-41,-1,-26,13,-48,23,11,-33,-46,-31,30,43,28,18,-8,42,44,-5,17,16,21,-36,-32,-37,-7,29,-3,25
-19,-32,25,16,-31,12,29,33,-30,-26,-20,-6,42,44,-18,-4,-28,15,1,11,35,24,-45,-22,-3,10,43,17,-7,9,5,2,-8,39,-21,41,-46,-48,-34,-47,-36,-13,-27,-14,23,37,40,38
32,27,20,44,-24,43,-18,-33,12,-14,-48,-9,35,10,-47,17,-16,7,-21,-3,19,-40,-34,5,-31,-42,-2,-30,-45,28,25,-1,8,23,-13,-41,38,-37,-46,22,36,26,-6,-4,29,39,15,11
29,-41,17,-28,40,-31,38,-39,-24,15,16,-20,37,-33,-10,-11,-3,-48,-30,12,-26,-32,45,9,-46,21,47,4,-1,19,6,22,14,-42,36,-35,-13,-7,8,-5,2,34,44,-43,-23,25,-27,18
