42,-8,-6,-27,20,3,-21,2,-17,38,-35,-41,-36,25,43,40,9,-28,-37,-5,7,-29,48,31,-14,33,4,18,22,-46,-24,-39,-26,47,11,13,19,-10,32,-16,12,-1,-15,45,-44,30,-34,-23
-37,46,-27,24,-13,20,-47,-43,48,31,16,-28,5,-36,-38,-11,-40,32,-29,-6,30,-34,-33,-4,44,-35,3,12,19,-21,-10,-18,23,22,26,14,1,15,-41,17,39,-45,8,-25,42,-2,7,-9
-32,34,-12,10,-22,45,37,44,-28,-4,23,3,-19,-20,24,39,-47,27,13,14,-31,5,-11,-15,-35,43,-18,9,-36,-48,21,1,-46,-2,25,29,-7,-41,-16,-42,38,40,-26,-8,-6,33,17,30
17,21,26,-16,32,-42,-23,20,-37,-34,15,46,39,-24,-11,4,-1,-19,18,-8,-2,35,7,14,36,-3,41,-48,-30,29,43,-5,-45,10,-22,-25,9,-40,-13,38,-27,6,-31,47,33,-12,-44,28
-15,-14,33,-30,-45,12,-25,-18,16,-40,-42,-6,-21,2,1,-9,20,8,-47,-17,13,-43,-39,32,7,28,-34,-26,-46,4,36,-24,-3,27,44,-31,-38,37,23,10,48,11,22,-35,5,29,19,-41
32,48,17,-29,-18,43,9,38,-7,13,31,39,-10,-26,25,23,-3,5,-35,47,-30,34,-16,-27,-15,14,24,-45,4,21,-11,-1,42,-22,19,37,-36,-8,-12,-46,44,-33,-6,-41,28,40,-20,-2
4,30,-18,-1,15,8,-32,-6,-12,-16,-13,-9,11,-28,-5,-10,-39,3,43,46,24,-25,36,-21,22,-42,33,14,-41,-2,-44,7,-27,38,47,-23,40,-34,17,-37,29,26,-19,31,-48,-20,-35,45
-10,-4,13,2,-6,5,-8,7,-36,1,27,19,-3,23,-39,20,32,-31,-12,-16,29,37,-14,30,-38,45,-11,42,-21,-24,18,-17,-44,-40,-48,9,-22,25,15,34,-46,-28,47,33,-26,41,-43,35
27,-44,-37,-13,25,-7,6,-11,22,-23,8,-18,4,42,-45,24,33,12,28,48,-43,-9,10,-16,-5,36,-1,-19,-31,-34,29,-40,-17,30,-38,-26,3,35,41,32,-39,-14,21,2,15,-47,46,-20
7,12,-43,-19,40,-34,-1,-15,44,17,-33,-2,16,-29,8,-13,-10,-35,4,26,-32,41,46,-48,37,-20,38,31,14,36,-28,21,11,6,18,-30,-25,-27,-42,-5,-22,39,3,-9,47,-23,-45,24
21,23,15,6,-29,-4,28,13,37,-32,-18,43,-8,-46,-3,38,-22,11,-41,-24,-1,17,-2,20,-45,44,-47,-7,5,-35,-39,10,42,-48,30,40,-9,-16,31,-36,19,-33,-12,-26,25,14,27,34
-35,7,47,-42,9,32,-2,25,-5,36,33,-13,12,28,39,-21,31,48,26,-38,16,-44,-46,-41,-8,-19,34,-14,30,-29,-17,-6,-11,-27,1,-10,45,20,-15,43,24,4,-40,22,-37,23,-3,-18
-37,-33,-39,-7,29,-20,4,30,-18,11,-10,-17,-32,-31,-47,-42,12,9,-43,6,41,46,-38,35,28,40,48,-25,-5,-8,14,13,2,36,-24,-34,1,23,3,-26,-21,16,19,-45,44,-22,15,-27
-26,32,-29,36,-25,-16,34,-47,-20,42,-15,-30,-45,-17,11,6,14,-48,-23,9,-37,31,19,38,5,1,-41,40,3,12,-22,-2,-39,-7,-44,-4,21,-24,33,-28,27,-10,-46,35,13,43,8,18
22,-38,5,-8,-3,33,-31,4,23,-48,44,13,-12,30,-36,25,-34,29,-24,-43,-41,-1,-9,19,-16,32,35,37,-18,-14,7,-26,-6,17,-27,15,-28,2,46,45,21,47,20,-11,-40,-39,-42,10
30,27,-35,45,47,-29,42,-10,17,8,-32,31,24,-38,-33,-43,-9,-34,41,37,46,44,-28,-13,48,-36,-2,23,6,-1,-12,11,15,18,3,26,-20,14,-40,39,-19,-7,16,-22,-4,-21,-5,-25
-17,4,16,-2,-35,26,-24,47,-44,-27,40,30,38,-45,-41,-3,1,-23,29,28,-22,21,18,7,-43,-6,10,-20,-19,-12,42,39,-37,-46,5,48,33,-13,-32,-11,15,-31,25,9,14,34,-8,-36
-14,-24,-44,40,19,-11,-42,18,28,26,6,-47,-20,1,36,-21,-31,-8,-5,13,16,-23,22,2,38,-10,46,-9,-45,48,17,-37,-41,43,-39,-15,32,-25,35,-4,33,7,-34,3,29,-27,12,-30
-33,3,-2,25,-26,34,44,32,27,12,-22,-10,-47,-23,30,36,42,46,31,-40,-28,11,14,29,-4,5,-9,21,-24,-15,-19,-8,1,-6,37,-16,-35,45,-43,20,-48,-17,39,-7,-38,-18,13,41
36,-20,-4,3,41,-12,33,-46,-31,-11,10,6,-29,48,-27,45,-30,-40,22,2,47,-19,-32,-25,24,-43,15,38,13,17,9,23,-7,-37,42,-1,34,-28,-44,18,-5,-35,26,39,-16,8,-21,-14
-38,-25,37,-43,21,-33,11,35,29,34,-7,-19,27,18,-16,15,28,-14,12,-31,-5,-36,41,-42,2,-48,-13,-17,-9,45,20,44,6,-10,-8,22,-3,1,-46,-47,-23,24,4,-32,-30,39,40,26
-44,8,11,-48,-30,31,10,-2,-26,-7,-3,23,-22,-39,-21,-38,-41,-46,-42,-33,15,13,-12,27,-47,9,-24,43,-35,5,-6,-45,20,37,29,-40,-34,16,14,36,17,19,-28,1,32,18,25,4
-18,-43,12,8,7,16,-5,-4,-47,-20,28,-3,21,32,48,-6,44,1,35,10,-13,-25,-24,23,22,-33,30,-11,45,-27,34,-14,26,-31,-19,-37,36,39,-38,46,-42,41,2,-17,-29,-40,9,-15
47,38,-48,18,-23,-9,41,11,6,-22,-8,17,46,35,-40,-20,-12,-4,32,16,33,10,5,29,-26,25,43,-37,-24,-44,45,-19,-21,-42,-14,-39,28,-2,36,15,-7,34,-27,30,-31,-13,-1,3
-28,-16,24,-27,44,-21,-15,-25,-46,35,-38,-14,45,12,7,2,29,42,-36,-23,6,-37,20,-3,8,-30,4,1,-17,26,-48,43,40,-39,-10,19,22,11,34,-33,47,-18,-32,-5,-13,9,-41,31
-43,-10,25,29,-11,23,16,-33,13,2,5,-38,-9,41,-17,-7,15,-32,-45,-35,39,-40,-6,-31,-3,-34,-48,46,-4,37,24,18,8,26,20,-47,-30,12,-21,22,-14,-44,1,42,19,-28,36,27
48,36,19,28,43,11,31,26,-12,-25,-6,9,-40,-44,21,-34,47,33,-3,27,-15,-46,-45,42,10,-8,-20,-4,38,35,-7,41,-18,16,-30,-2,39,-29,-37,13,-32,-24,-5,14,23,22,-17,-1
-2,1,-32,34,-33,-19,-43,15,-10,9,12,-11,-16,-41,-8,13,-37,-47,6,39,-26,24,40,-22,-28,21,-36,25,-44,-31,30,3,5,-4,48,27,17,-45,-20,-23,14,46,7,29,38,-42,18,-35
20,44,-42,-17,45,-31,-29,-40,-13,-30,19,26,9,15,-14,-48,4,-33,-11,-1,43,-28,-25,-47,23,-12,32,22,7,10,6,-27,18,39,38,-41,46,-35,-34,8,36,3,-21,-2,-5,-37,24,16
