-12,20,8,-7,-15,9,4,-3,-6,-16,-23,1,-24,-21,5,10,22,19,-18,-2,14,-17,11,13
-17,18,13,8,-16,15,-19,-4,-23,24,22,-14,-3,12,-6,5,1,-2,7,-21,20,-11,9,-10
21,12,6,-17,22,-3,8,-7,23,-11,10,-2,-18,-20,-16,15,4,13,-24,14,-1,-5,-9,19
9,15,-14,22,16,8,19,-6,-1,-23,18,-20,-24,3,-2,-5,21,-11,-7,12,-17,-4,10,13
4,20,24,-1,-15,16,11,14,21,-12,-7,10,17,-8,5,-6,-13,22,-23,-2,-9,-18,19,-3
19,11,-18,6,-12,-4,22,17,23,-16,-2,5,20,-21,24,10,-8,3,-1,-13,14,-7,-9,-15
-4,12,13,1,-11,20,-17,9,-8,-22,5,-2,-3,16,24,-14,7,-23,-21,-6,19,10,18,-15
4,22,5,-1,-3,21,-19,-15,-10,9,12,-11,-16,20,8,13,24,23,7,-14,-6,-2,-18,-17
-10,-22,-5,12,3,-13,-16,24,17,1,14,-4,6,-11,18,7,-9,-15,20,-19,23,2,-21,-8
8,-22,13,-24,-18,19,23,-1,-10,9,12,-11,-3,-20,-17,-21,15,5,-6,14,16,2,-7,4
21,7,-15,23,-10,-20,-2,-17,-19,5,-24,-16,-14,13,3,12,8,-22,9,6,-1,18,-4,11
8,20,-12,11,18,-13,-17,-1,10,-9,-4,3,6,-19,24,21,7,-5,14,-2,-16,-23,22,-15
-18,-24,13,-14,-12,-11,17,10,-16,-8,6,5,-3,4,21,9,-7,1,20,-19,-15,23,-22,2
-18,-21,-12,-11,-9,8,13,-6,5,23,4,3,-7,-19,-24,-17,16,1,14,22,2,-20,-10,15
18,11,19,16,-23,13,9,12,-7,21,-2,-8,-6,-17,-20,-4,14,-1,-3,15,-10,-24,5,22
-6,14,-18,-8,-21,1,-16,4,17,22,13,19,-11,-2,-23,7,-9,3,-12,-24,5,-10,15,20
-11,-9,-21,-17,6,-5,24,-20,2,19,1,-16,-15,-18,13,12,4,14,-10,8,3,23,-22,-7
-15,-14,-6,-21,24,3,9,19,-7,-22,-18,17,23,2,1,20,-12,11,-8,-16,4,10,-13,-5
-13,-18,-15,5,-4,-24,20,-10,-21,8,17,-22,1,-16,3,14,-11,2,-23,-7,9,12,19,6
19,17,-11,-22,10,7,-6,-18,-14,-5,3,21,-15,9,13,23,-2,8,-1,-24,-12,4,-16,20
-11,17,-24,22,-20,15,-21,-23,-14,18,1,-13,12,9,-6,-19,-2,-10,16,5,7,-4,8,3
2,-1,15,-24,11,-19,-9,-13,7,16,-5,-20,8,18,-3,-10,-22,-14,6,12,23,17,-21,4
24,3,-2,-11,-23,-14,12,9,-8,19,4,-7,17,6,16,-15,-13,-20,-10,18,22,-21,5,-1
-9,-19,11,16,12,-8,-20,6,1,-14,-3,-5,-21,10,-18,-4,-24,15,2,7,13,23,-22,17
-5,18,-6,-11,1,3,-19,-17,-20,-22,4,-24,21,-16,-23,14,8,-2,7,9,-13,10,15,12
-22,18,6,15,-10,-3,-16,-14,11,5,-9,21,23,8,-4,7,19,-2,-17,24,-12,1,-13,-20
15,-3,2,13,8,23,-14,-5,-21,-22,-16,18,-4,7,-1,11,19,-12,-17,24,9,10,-6,-20
12,3,-2,-14,-19,23,10,-21,-15,-7,17,-1,22,4,9,18,-11,-16,5,24,8,-13,-6,-20
-23,17,-18,-7,12,14,4,15,-20,-13,22,-5,10,-6,-8,-21,-2,3,-24,9,16,-11,1,19
22,-19,-5,-10,3,12,18,17,-21,4,-15,-6,-14,13,11,-23,-8,-7,2,24,9,-1,16,-20
-22,-24,-9,10,13,23,-15,-20,3,-4,14,-17,-5,-11,7,21,12,19,-18,8,-16,1,-6,2
-7,-11,15,5,-4,-9,1,-14,6,-21,2,-13,12,8,-3,17,-16,22,23,-24,10,-18,-19,20
24,10,16,-21,-22,-23,18,20,-19,-2,14,-17,15,-11,-13,-3,12,-7,9,-8,4,5,6,-1
-22,21,15,19,-16,7,-6,13,-17,-18,20,-23,-8,-24,-3,5,9,10,-4,-11,-2,1,12,14
18,19,-10,8,17,14,-15,-4,-20,3,-22,-21,24,-6,7,-23,-5,-1,-2,9,12,11,16,-13
-7,19,17,-13,-11,-20,1,-15,-14,16,5,-18,4,9,8,-10,-3,12,-2,6,22,-21,24,-23
-20,-11,-17,9,16,12,-22,10,-4,-8,2,-6,-15,-21,13,-5,3,23,-24,1,14,7,-18,19
-14,15,6,21,-22,-3,23,-12,-10,9,-20,8,-19,1,-2,-18,24,16,13,11,-4,5,-7,-17
5,15,-9,23,-1,18,22,-20,3,21,19,14,-16,-12,-2,13,24,-6,-11,8,-10,-7,-4,-17
8,-5,7,17,2,-20,-3,-1,-16,13,-22,23,-10,18,-19,9,-4,-14,15,6,24,11,-12,-21
-23,6,-14,9,-10,-2,-21,17,-4,5,-22,24,19,3,20,-18,-8,16,-13,-15,7,11,1,-12
10,22,24,5,-4,9,-15,-23,-6,-1,12,-11,19,-18,7,21,20,14,-13,-17,-16,-2,8,-3
-20,-21,-14,13,16,-18,-10,-22,11,7,-9,-15,-4,3,12,-5,-23,6,-24,1,2,8,17,19
-5,-18,21,-13,1,19,-9,-10,7,8,-23,16,4,-22,-20,-12,24,2,-6,15,-3,14,11,-17
20,-17,19,13,10,-11,24,-21,18,-5,6,22,-4,-15,14,-23,2,-9,-3,-1,8,-12,16,-7
-14,-18,-4,3,8,10,-13,-5,-21,-6,-17,19,7,1,20,-23,11,2,-12,-15,9,24,16,-22
