-42,-34,-10,-43,16,-19,-21,23,-30,3,33,-14,-38,12,-37,-5,-25,51,6,-53,7,45,-8,50,17,31,48,41,35,9,-26,36,-11,2,-29,-32,15,13,-46,49,-28,1,4,-52,-22,39,54,-27,-40,-24,-18,44,20,-47
8,50,46,30,25,-38,-9,-1,7,51,-26,-48,17,18,-45,-19,-13,-14,16,-34,-35,23,-22,-47,-5,11,52,29,-28,-4,-37,-49,39,20,21,43,31,6,-33,-42,44,40,-36,-41,15,-3,24,12,32,-2,-10,-27,54,-53
51,-47,-42,-11,-39,29,36,9,-8,-17,4,-35,34,46,53,23,10,41,-49,37,-44,-50,-16,30,32,-45,31,-33,-6,-24,-27,-25,28,-13,12,-7,-20,54,5,-43,-18,3,40,21,26,-14,2,-52,19,22,-1,48,-15,-38
40,42,-8,-30,-37,49,-15,3,48,-39,-23,27,51,-18,7,-34,-21,14,-41,26,17,-24,11,22,28,-20,-12,-25,36,4,38,-43,44,16,-54,-29,5,-31,10,-1,19,-2,32,-33,-46,45,-50,-9,-6,47,-13,53,-52,35
-35,14,39,41,-7,33,5,13,20,-31,19,-34,-8,-2,-40,45,49,-32,-11,-9,29,28,46,-43,52,-51,-42,-22,-21,-50,10,18,-6,12,1,47,-44,53,-3,15,-4,27,24,37,-16,-23,-36,54,-17,30,26,-25,-38,-48
21,6,32,9,38,-2,-40,-30,-4,34,-35,-41,-26,27,-22,37,52,43,31,-49,-1,15,-39,42,-48,13,-14,47,-53,8,-19,-3,50,-10,11,46,-16,-5,23,7,12,-24,-18,-45,44,-36,-28,25,20,-33,-54,-17,29,51
-32,-25,-14,-16,39,20,22,-41,-17,31,-46,-43,50,3,19,4,9,42,-15,-6,26,-7,53,-29,2,-21,36,44,24,-51,-10,1,40,45,54,-27,52,48,-5,-33,8,-18,12,-28,-34,11,49,-38,-47,-13,30,-37,-23,-35
-53,-48,15,42,-31,8,13,-6,36,54,-24,51,-7,-52,-3,-50,-30,46,-23,21,-20,-38,19,11,34,41,33,35,47,17,5,-37,-27,-25,-28,-9,32,22,-45,-49,-26,-4,-44,43,39,-18,-29,2,40,16,-12,14,1,-10
16,-27,-51,-53,-33,-50,-42,32,-19,-14,23,-24,39,10,29,-1,37,-21,9,43,18,40,-11,12,-26,25,2,-47,-15,-54,-38,-8,5,-45,41,44,-17,31,-13,-22,-35,7,-20,-36,34,52,28,49,-48,6,3,-46,4,30
17,-4,-22,2,-41,7,-6,14,-34,50,-43,-31,46,-8,24,19,-1,49,-16,-40,-39,3,27,-15,48,53,-23,38,44,-33,12,37,30,9,-42,-47,-32,-28,21,20,5,35,11,-29,-51,-13,36,-25,-18,-10,45,54,-26,-52
23,15,-50,-40,26,31,39,36,-38,28,24,29,22,42,-2,41,21,32,-54,51,-17,-13,-1,-11,-52,-5,53,-10,-12,46,-6,-18,-45,44,37,-8,-35,9,-7,4,-16,-14,47,-34,33,-30,-43,-49,48,3,-20,25,-27,19
-44,-12,45,-23,-9,-52,33,-51,5,25,-31,2,-43,49,42,-39,27,-53,-48,-35,30,54,4,-37,-10,-46,-17,-38,34,-21,11,41,-7,-29,20,40,24,28,16,-36,-32,-15,13,1,-3,26,50,19,-14,-47,8,6,18,-22
-6,-5,-11,38,2,1,-36,-45,31,-19,3,-20,-41,-49,32,-37,-24,34,10,12,39,-25,30,17,22,-53,-29,43,27,-23,-9,-15,42,-18,46,7,16,-4,-21,50,13,-33,-28,48,8,-35,-51,-44,14,-40,47,-54,26,52
-31,44,9,25,-28,51,-20,37,-3,53,41,54,35,-50,-33,-46,-49,-42,-45,7,-23,-30,21,48,-4,39,32,5,-40,22,1,-27,15,-43,-13,-52,-8,47,-26,29,-11,18,34,-2,19,16,-38,-24,17,14,-6,36,-10,-12
-54,-11,-19,-39,41,-16,-50,-53,-10,9,2,22,-17,20,-27,6,13,38,3,-14,-48,-12,-25,-42,23,40,15,-43,-34,-52,-44,-46,-37,29,36,-35,33,-18,4,-26,-5,24,28,31,-47,32,45,21,-51,7,49,30,8,1
43,-28,42,-41,19,17,54,31,53,-40,-12,11,-37,30,-32,29,-6,-27,-5,33,25,47,-45,-26,-21,24,18,2,-16,-14,-8,15,-20,-36,-49,34,13,-48,51,10,4,-3,-1,46,23,-44,-22,38,35,52,-39,-50,-9,-7
28,-30,-49,27,-53,37,47,41,-33,36,-43,-46,45,-17,50,-24,14,-48,26,-22,-52,20,51,16,-40,-19,-4,-1,54,2,39,34,9,-32,44,-10,-6,-42,-31,25,-8,38,11,-35,-13,12,-7,18,3,-15,-23,21,5,-29
-25,31,-5,8,3,-11,-38,-4,19,30,6,-18,28,-54,40,-21,-42,12,-9,45,16,39,34,37,1,-27,26,-13,46,-10,-2,-51,48,-23,-53,50,-24,7,-22,-15,52,17,-47,49,-20,-29,43,-33,-44,-36,32,-41,35,14
-9,-45,8,-47,21,38,-25,-3,1,-16,37,33,24,-39,-30,10,-35,-40,-34,-32,-5,-31,36,-13,7,-49,43,53,42,15,22,20,-12,19,17,-23,-11,-6,14,18,-46,-29,-27,-50,2,41,4,-54,26,44,-52,51,-28,48
45,33,-7,-54,-35,43,3,10,-12,-8,25,9,-39,47,-19,-17,16,20,15,-18,53,30,-50,-49,-11,52,-28,27,-41,-22,32,-31,-2,-48,5,-51,40,42,13,-37,29,-38,-6,-46,-1,44,-14,34,24,23,36,-26,-21,4
-14,-40,54,11,46,31,21,25,-52,37,-4,-39,-27,1,36,-28,47,-33,20,-19,-7,42,-41,38,-8,50,13,16,49,-32,-6,30,18,-53,-48,-15,-10,-24,12,2,23,-22,51,45,-44,-5,-17,35,-29,-26,-43,9,34,-3
27,-53,37,-32,-44,-48,33,-54,24,-15,-16,-25,-30,39,10,11,28,-20,43,18,31,26,-47,-9,12,-22,-1,-17,-35,13,-21,4,-7,52,29,41,-3,-45,-14,-46,-36,50,-19,5,38,40,23,6,-51,-42,49,-34,2,8
-38,27,51,35,7,39,-5,19,30,-20,-45,14,47,-12,-18,-42,-29,15,-8,10,-32,-46,44,31,40,48,-2,37,17,-9,-24,21,54,-49,-4,-53,-28,1,-6,-25,-50,16,-52,-23,11,22,-13,-26,34,41,-3,43,36,-33
-4,45,-54,1,-30,-10,12,33,-48,6,18,-7,20,29,-17,-27,15,-11,49,-13,42,24,-28,-22,-39,-44,16,23,-14,5,47,-35,-8,-41,32,37,-36,-40,25,38,34,-21,-51,26,-2,-52,-31,9,-19,53,43,46,-50,3
10,28,-26,-42,45,40,-23,-38,-21,-1,-30,19,-46,-34,52,-29,-47,-24,-12,53,9,-43,7,18,-33,3,-31,-2,16,11,27,39,25,14,-41,-49,-50,8,-32,-6,35,4,22,54,-5,13,17,-51,36,37,48,-15,-20,-44
-17,-26,4,-3,12,23,31,-36,42,47,43,-5,18,21,-51,20,1,-13,-25,-16,-14,34,-6,41,19,2,50,-45,-52,32,-7,-30,-44,-22,-46,8,53,-49,-48,-54,-24,-9,-11,33,28,35,-10,39,38,-27,15,29,-37,40
-26,54,36,46,27,11,-53,-18,-22,42,-6,47,-29,32,-21,-49,51,8,23,44,15,9,-19,-39,38,1,-5,30,13,-28,-41,-14,-52,-40,-43,-3,45,-25,24,34,31,-10,35,-20,-37,-4,-12,-50,16,48,-17,33,7,-2
-34,11,47,-46,-8,-44,-35,5,16,-50,-2,-40,33,41,25,-9,-20,52,-24,17,54,-51,-42,19,-15,-28,29,-26,-27,-39,49,-48,-13,1,7,-45,-38,37,30,12,-14,23,53,6,36,4,-3,32,-31,10,22,-18,43,-21
