38,6,26,-19,31,-2,-21,-42,-37,45,41,48,33,-43,29,25,20,32,4,-17,7,23,-22,-39,-16,-3,36,-47,-15,-44,-5,-18,-13,46,40,-27,9,-1,24,-35,-11,8,14,30,-10,-34,28,-12
-16,-13,-37,47,22,29,17,30,-23,15,14,31,2,-11,-10,1,-7,-33,-41,42,-28,-5,9,32,-26,25,-34,21,-6,-8,-12,-24,18,27,-43,48,3,45,-46,44,19,-20,35,-40,-38,39,-4,-36
-48,-29,25,-17,15,-33,-44,-43,20,34,-38,-24,-39,-35,-5,-32,4,-40,-42,-9,-22,21,41,12,-3,36,47,-30,2,28,46,16,6,-10,14,-26,-45,11,13,18,-23,19,8,7,37,-31,-27,1
-21,11,20,24,-22,-30,43,-48,-29,-23,-2,37,19,40,39,38,34,36,-13,-3,1,5,10,-4,44,33,-35,47,9,6,-45,42,-26,-17,27,-18,-12,-16,-15,-14,-46,-32,-7,-25,31,41,-28,8
14,39,-36,26,48,27,-10,18,-13,7,-30,-47,9,-1,-20,-24,-28,-8,35,15,23,-33,-21,16,40,-4,-6,17,-41,11,43,44,22,45,-19,3,-38,37,-2,-25,29,46,-31,-32,-34,-42,12,-5
-43,-24,40,9,-25,-45,15,-11,-4,-37,8,38,23,21,-7,20,-33,-29,-46,-16,-14,-36,-13,2,5,30,31,32,18,-26,-27,-28,17,41,-48,22,10,-12,42,-3,-34,-39,1,47,6,19,-44,35
17,-46,39,-15,-9,-42,35,24,5,16,34,-21,-31,32,4,-10,-1,44,28,-27,12,26,-29,-8,-38,-22,20,-19,23,37,13,-14,-40,-11,-7,-41,-30,25,-3,33,36,6,-47,-18,48,2,43,-45
30,25,-17,21,7,-20,-5,48,11,-32,-9,-18,46,22,28,27,3,12,34,6,-4,-14,39,-41,-2,-45,-16,-15,33,-1,-37,10,-29,-19,36,-35,31,-47,-23,-42,24,40,-44,43,26,-13,38,-8
-9,15,-42,-48,-17,22,14,-28,1,39,-24,35,-27,-7,-2,-41,5,-31,23,-25,-36,-6,-19,11,20,29,13,8,-26,32,18,-30,-38,47,-12,21,-44,33,-10,45,16,3,46,37,-40,-43,-34,4
-35,28,-44,-43,-45,-29,12,31,-39,42,32,-7,15,16,-13,-14,-38,47,-21,48,19,25,40,36,-22,34,-33,-2,6,41,-8,-11,27,-26,1,-24,-46,17,9,-23,-30,-10,4,3,5,37,-18,-20
-15,-47,42,-27,38,23,11,-29,44,-35,-7,19,22,20,1,48,-32,-21,-12,-14,18,-13,-6,-25,24,28,4,-26,8,46,36,17,-39,40,10,-31,43,-5,33,-34,-45,-3,-37,-9,41,-30,2,-16
2,-1,-13,6,35,-4,9,43,-7,19,45,41,3,47,-16,15,26,23,-10,36,32,39,-18,30,-31,-17,-42,34,-46,-24,25,-21,37,-28,-5,-20,-33,40,-22,-38,-12,27,-8,-48,-11,29,-14,44
