-6,-5,-9,8,2,1,10,-4,3,-7,12,-11
8,11,-5,7,3,10,-4,-1,12,-6,-2,-9
2,-1,12,-7,8,-9,4,-5,6,-11,10,-3
-6,-4,-11,2,12,1,8,-7,10,-9,3,-5
4,3,-2,-1,-10,12,-9,11,7,5,-8,-6
11,8,6,-10,12,-3,-9,-2,7,4,-1,-5
-10,-5,4,-3,2,-9,-11,-12,6,1,7,8
-7,10,-12,-8,11,9,1,4,-6,-2,-5,3
11,12,7,-9,8,10,-3,-5,4,-6,-1,-2
-11,12,4,-3,10,-7,6,9,-8,-5,1,-2
-3,-9,1,6,10,-4,12,-11,2,-5,8,-7
10,-6,5,12,-3,2,-9,11,7,-1,-8,-4
2,-1,-4,3,10,-9,-11,12,6,-5,7,-8
-10,9,5,-8,-3,-12,-11,4,-2,1,7,6
3,6,-1,-12,11,-2,-10,-9,8,7,-5,4
2,-1,-7,8,-11,-12,3,-4,10,-9,5,6
-7,9,-8,10,-11,-12,1,3,-2,-4,5,6
5,-12,10,-8,-1,11,-9,4,7,-3,-6,2
-6,12,7,8,-10,1,-3,-4,-11,5,9,-2
-10,-8,6,11,-9,-3,-12,2,5,1,-4,7
-8,4,11,-2,-9,10,12,1,5,-6,-3,-7
5,6,12,10,-1,-2,-8,7,-11,-4,9,-3
