4,9,-10,-1,-11,12,8,-7,-2,3,5,-6
12,-7,-9,10,-8,-11,2,5,3,-4,6,-1
-9,-11,12,8,7,-10,-5,-4,1,6,2,-3
-3,-7,1,9,-8,-12,2,5,-4,-11,10,6
-2,1,-5,10,3,8,11,-6,12,-4,-7,-9
-2,1,12,10,11,7,-6,9,-8,-4,-5,-3
6,-11,9,-12,-7,-1,5,-10,-3,8,2,4
5,6,7,-11,-1,-2,-3,-10,12,8,4,-9
-2,1,-9,-11,-10,12,-8,7,3,5,4,-6
-8,9,11,-6,10,4,12,1,-2,-5,-3,-7
7,8,-12,-11,9,10,-1,-2,-5,-6,4,3
-11,-8,-7,6,12,-4,3,2,-10,9,1,-5
12,-10,5,-9,-3,11,8,-7,4,2,-6,-1
12,5,-6,-8,-2,3,-11,4,10,-9,7,-1
-3,5,1,-9,-2,8,-10,-6,4,7,-12,11
-7,9,-10,5,-4,8,1,-6,-2,3,-12,11
8,-4,-5,2,3,12,10,-1,11,-7,-9,-6
-12,7,4,-3,10,9,-2,-11,-6,-5,8,1
5,-7,-9,-12,-1,8,2,-6,3,11,-10,4
-9,-6,-5,-10,3,2,-12,11,1,4,-8,7
-2,1,11,5,-4,-8,12,6,-10,9,-3,-7
-11,4,12,-2,7,-10,-5,-9,8,6,1,-3
