4,5,-12,-1,-2,10,9,11,-7,-6,-8,3
-7,3,-2,-6,-12,4,1,10,-11,-8,9,5
8,-7,4,-3,11,-9,2,-1,6,12,-5,-10
11,10,-8,5,-4,-12,-9,3,7,-2,-1,6
10,6,12,-9,8,-2,11,-5,4,-1,-7,-3
-4,-8,-7,1,-11,12,3,2,-10,9,5,-6
-11,-12,-6,9,10,3,-8,7,-4,-5,1,2
9,7,8,-5,4,-10,-2,-3,-1,6,-12,11
-2,1,-4,3,-9,11,12,-10,5,8,-6,-7
5,-6,11,-7,-1,2,4,-12,10,-9,-3,8
-8,-11,9,10,12,-7,6,1,-3,-4,2,-5
3,9,-1,6,-10,-4,-11,12,-2,5,7,-8
-10,4,5,-2,-3,-8,-12,6,11,1,-9,7
-6,-5,-10,11,2,1,8,-7,-12,3,-4,9
2,-1,-11,8,9,7,-6,-4,-5,-12,3,10
-3,-10,1,7,-8,9,-4,5,-6,2,12,-11
-9,8,6,-12,-7,-3,5,-2,1,11,-10,4
12,-9,-5,-8,3,-11,-10,4,2,7,6,-1
7,12,10,-11,6,-5,-1,9,-8,-3,4,-2
-5,11,-9,12,1,8,10,-6,3,-7,-2,-4
-12,-4,7,2,-6,5,-3,-9,8,-11,10,1
6,-3,2,-10,7,-1,-5,-11,12,4,8,-9
