-7,9,10,11,6,-5,1,12,-2,-3,-4,-8
7,-11,10,9,12,-8,-1,6,-4,-3,2,-5
-11,-12,-8,-7,-6,5,4,3,-10,9,1,2
-3,7,1,8,-10,-9,-2,-4,6,5,-12,11
10,6,4,-3,8,-2,9,-5,-7,-1,-12,11
3,-12,-1,-10,-9,-7,6,11,5,4,-8,2
-7,12,-6,10,11,3,1,-9,8,-4,-5,-2
-5,6,9,11,1,-2,-8,7,-3,-12,-4,10
5,-12,-7,9,-1,11,3,-10,-4,8,-6,2
-11,8,-4,3,-12,-7,6,-2,10,-9,1,5
-7,-5,-8,-11,2,12,1,3,-10,9,4,-6
-7,-4,-11,2,8,-12,1,-5,10,-9,3,6
12,10,-6,11,8,3,-9,-5,7,-2,-4,-1
10,-9,-4,3,-8,11,12,5,2,-1,-6,-7
-6,5,-8,-9,-2,1,-12,3,4,-11,10,7
3,10,-1,12,11,-9,8,-7,6,-2,-5,-4
-2,1,-5,-10,3,8,9,-6,-7,4,-12,11
2,-1,-11,9,12,-10,8,-7,-4,6,3,-5
-6,4,11,-2,10,1,8,-7,12,-5,-3,-9
5,8,9,-12,-1,-10,11,-2,-3,6,-7,4
-8,9,11,10,-12,7,-6,1,-2,-4,-3,5
5,-9,-10,-11,-1,-8,-12,6,2,3,4,7
