4,7,10,-1,-8,12,-2,5,11,-3,-9,-6
-3,9,1,8,10,-11,12,-4,-2,-5,6,-7
8,-5,9,6,2,-4,10,-1,-3,-7,-12,11
-10,-7,-11,-9,6,-5,2,12,4,1,3,-8
-4,8,5,1,-3,11,-9,-2,7,-12,-6,10
-8,-10,11,-5,4,-7,6,1,12,2,-3,-9
7,12,-8,-11,-10,9,-1,3,-6,5,4,-2
-6,-4,7,2,-11,1,-3,-9,8,12,5,-10
-7,3,-2,-8,-12,10,1,4,-11,-6,9,5
-9,6,-10,-12,8,-2,11,-5,1,3,-7,4
5,-3,2,-6,-1,4,8,-7,10,-9,12,-11
11,-12,-4,3,9,-8,-10,6,-5,7,-1,2
-2,1,-6,-10,12,3,9,11,-7,4,-8,-5
10,-8,12,9,11,7,-6,2,-4,-1,-5,-3
-11,-9,-7,5,-4,-10,3,-12,2,6,1,8
6,4,-5,-2,3,-1,-8,7,-12,-11,10,9
3,11,-1,7,-9,-12,-4,-10,5,8,-2,6
2,-1,8,12,-6,5,-11,-3,-10,9,7,-4
-12,10,4,-3,-7,-9,5,-11,6,-2,8,1
-5,-6,-9,11,1,2,-12,10,3,-8,-4,7
9,-11,-12,10,7,8,-5,-6,-1,-4,2,3
12,5,6,-7,-2,-3,4,9,-8,11,-10,-1
