11,-13,-5,10,3,-33,-38,32,31,-4,-1,-22,2,29,28,-24,-18,17,-23,37,-26,12,19,16,35,21,-34,-15,-14,-39,-9,-8,6,27,-25,41,-20,7,30,-42,-36,40
10,29,-42,19,-14,9,37,-20,-6,-1,33,31,18,5,-39,35,-32,-13,-4,8,36,26,38,-41,-40,-22,-28,27,-2,-34,-12,17,-11,30,-16,-21,-7,-23,15,25,24,3
25,38,32,-35,28,-41,-10,-27,42,7,-19,-20,-16,34,29,13,-30,21,11,12,-18,-33,39,37,-1,-31,8,-5,-15,17,26,-3,22,-14,4,40,-24,-2,-23,-36,6,-9
-39,-37,42,-40,20,15,-16,38,32,-27,14,41,19,-11,-6,7,24,-33,-13,-5,-34,23,-22,-17,36,35,10,-30,31,28,-29,-9,18,21,-26,-25,2,-8,1,4,-12,-3
-27,16,-28,11,-23,10,24,-17,-12,-6,-4,9,-22,-41,33,-2,8,-21,-30,25,18,13,5,-7,-20,-34,1,3,-42,19,36,-38,-15,26,37,-31,-35,32,40,-39,14,29
5,28,20,27,-1,29,8,-7,38,33,-36,-13,12,21,42,-41,-25,30,37,-3,-14,-23,22,26,17,-24,-4,-2,-6,-18,39,40,-10,35,-34,11,-19,-9,-31,-32,16,-15
-20,-23,28,39,35,-10,-42,13,41,6,-17,14,-8,-12,-27,31,11,19,-18,1,29,38,2,32,34,-37,15,-3,-21,-40,-16,-24,36,-25,-5,-33,26,-22,-4,30,-9,7
-14,-3,2,-10,17,20,-26,-37,-40,4,-27,-32,30,1,-35,-34,-5,-25,41,-6,22,-21,-38,-42,18,7,11,-36,-31,-13,29,12,-39,16,15,28,8,23,33,9,-19,24
-13,-35,-15,-7,-21,34,4,19,-20,-24,22,-17,1,23,3,-31,12,33,-8,9,5,-11,-14,10,-36,-28,38,26,37,40,16,42,-18,-6,2,25,-29,-27,-41,-30,39,-32
4,32,-14,-1,-16,37,-39,41,-19,42,-33,-36,-15,3,13,5,22,-20,9,18,-24,-17,28,21,-31,27,-26,-23,-34,35,25,-2,11,29,-30,12,-6,40,7,-38,-8,-10
