5,25,-41,15,-1,-13,-34,17,-28,-40,-33,38,6,18,-4,-37,-8,-14,-27,-42,24,35,-26,-21,-2,23,19,9,-39,32,36,-30,11,7,-22,-31,16,-12,29,10,3,20
-13,16,42,-28,10,30,-38,19,-27,-5,37,34,1,-26,-20,-2,-21,22,-8,15,17,-18,29,-33,36,14,9,4,-23,-6,35,-41,24,-12,-31,-25,-11,7,-40,39,32,-3
-12,26,-22,19,8,25,32,-5,21,24,27,1,16,37,40,-13,-23,39,-4,-33,-9,3,17,-10,-6,-2,-11,31,42,38,-28,-7,20,-36,-41,34,-14,-30,-18,-15,35,-29
-12,-38,18,10,-9,27,-32,-23,5,-4,34,1,-19,-22,36,25,42,-3,13,-37,-31,14,8,-29,-16,-35,-6,-30,24,28,21,7,-41,-11,26,-15,20,2,-40,39,33,-17
-8,32,18,-39,21,26,-10,1,-12,7,29,9,20,22,17,30,-15,-3,-38,-13,-5,-14,42,-37,-36,-6,-31,33,-11,-16,27,-2,-28,41,40,25,24,19,4,-35,-34,-23
7,28,11,6,-8,-4,-1,5,26,-18,-3,13,-12,40,-33,36,-34,10,31,-41,24,-30,35,-21,-27,-9,25,-2,37,22,-19,38,15,17,-23,-16,-29,-32,42,-14,20,-39
16,-41,4,-3,-22,-38,-20,-17,32,-23,-36,13,-12,27,-24,-1,8,34,-33,7,30,5,10,15,42,28,-14,-26,-39,-21,-35,-9,19,-18,31,11,-40,6,29,37,2,-25
-8,-41,28,30,-32,7,-6,1,17,-20,-14,31,16,11,24,-13,-9,-38,-33,10,39,-23,22,-15,42,35,-37,-3,-40,-4,-12,5,19,36,-26,-34,27,18,-21,29,2,-25
13,-29,-7,-6,-21,4,3,-15,33,26,-19,-36,-1,28,8,40,27,35,11,-42,5,-39,41,-38,31,-10,-17,-14,2,-34,-25,-37,-9,30,-18,12,32,24,22,-16,-23,20
-21,38,17,13,-33,32,40,-39,27,-22,-18,31,-4,35,-26,36,-3,11,-41,-28,1,10,-30,-34,29,15,-9,20,-25,23,-12,-6,5,24,-14,-16,-42,-2,8,-7,19,37
-25,33,8,-35,-32,-7,6,-3,12,28,34,-9,41,31,-36,-19,22,-37,16,23,27,-17,-20,29,1,-38,-21,-10,-24,42,-14,5,-2,-11,4,15,18,26,-40,39,-13,-30
-16,-21,10,-18,-38,7,-6,-39,-31,-3,42,-30,20,-29,-40,1,41,4,-35,-13,2,-27,-25,34,23,-36,22,33,14,12,9,-37,-28,-24,19,26,32,5,8,15,-17,-11
18,-38,-41,-25,26,19,-8,7,-13,-32,-15,-23,9,-39,11,31,35,-1,-6,-36,-34,-24,12,22,4,-5,37,-30,33,28,-16,10,-29,21,-17,20,-27,2,14,42,3,-40
-31,34,14,-39,23,-32,-18,9,-8,30,25,-41,33,-3,27,-28,40,7,38,-42,29,-37,-5,-26,-11,24,-15,16,-21,-10,1,6,-13,-2,36,-35,22,-19,4,-17,12,20
36,32,-9,-27,-19,-35,34,-10,3,8,-17,14,-20,-12,-28,-25,11,42,5,13,-37,41,-26,40,16,23,4,15,-33,-31,30,-2,29,-7,6,-1,21,-39,38,-24,-22,-18
-27,-42,22,25,11,-20,21,9,-8,28,-5,33,-17,-15,14,-36,13,-37,40,6,-7,-3,-24,23,-4,29,1,-10,-26,-41,35,34,-12,-32,-31,16,18,39,-38,-19,30,2
30,42,22,40,25,14,-17,-15,12,41,-33,-9,23,-6,8,34,7,-32,31,-37,29,-3,-13,-28,-5,-38,-35,24,-21,-1,-19,18,11,-16,27,39,20,26,-36,-4,-10,-2
-13,12,29,8,-34,-39,35,-4,32,-21,-31,-2,1,26,22,25,20,42,24,-17,10,-15,37,-19,-16,-14,-41,-33,-3,-36,11,-9,28,5,-7,30,-23,-40,6,38,27,-18
30,24,23,22,11,-31,12,-33,40,29,-5,-7,-18,20,42,-27,-25,13,-41,-14,-39,-4,-3,-2,17,-34,16,-32,-10,-1,6,28,8,26,36,-35,38,-37,21,-9,19,-15
-39,-33,-41,-37,-6,5,-31,-38,-10,9,-22,42,-36,16,-35,-14,34,-26,27,-28,-32,11,25,40,-23,18,-19,20,30,-29,7,21,2,-17,15,13,4,8,1,-24,3,-12
-14,-8,6,-38,-34,-3,-24,2,-16,17,30,18,22,1,40,9,-10,-12,-32,26,-29,-13,39,7,28,-20,36,-25,21,-11,37,19,-41,5,-42,-27,-31,4,-23,-15,33,35
-36,-20,-31,-11,17,41,12,21,23,-22,4,-7,32,30,-16,15,-5,38,-24,2,-8,10,-9,19,39,-29,35,-37,26,-14,3,-13,-34,33,-27,1,28,-18,-25,42,-6,-40
-10,31,-6,-26,14,3,-39,40,-13,1,-25,-34,9,-5,-32,17,-16,-24,23,-29,38,-41,-19,18,11,4,35,37,20,33,-2,15,-30,12,-27,42,-28,-21,7,-8,22,-36
-4,19,-13,1,35,-21,22,-33,34,24,-20,17,3,37,-25,29,-12,-39,-2,11,6,-7,-26,-10,15,23,-40,38,-16,31,-30,-42,8,-9,-5,-41,-14,-28,18,27,36,32
30,17,39,18,11,-14,-32,38,15,26,-5,36,42,6,-9,41,-2,-4,-21,-31,19,27,33,-35,-37,-10,-22,29,-28,-1,20,7,-23,-40,24,-12,25,-8,-3,34,-16,-13
41,17,-40,-18,-15,37,31,-34,-22,27,-19,-13,12,39,5,24,-2,4,11,30,-32,9,-29,-16,42,38,-10,35,23,-20,-7,21,-36,8,-28,33,-6,-26,-14,3,-1,-25
32,26,-16,-7,-8,-11,4,5,-34,-22,6,-37,20,-25,40,3,-36,38,31,-13,-24,10,-33,21,14,-2,41,35,-42,39,-19,-1,23,9,-28,17,12,-18,-30,-15,-27,29
28,17,-15,-35,-33,39,41,-18,-38,37,24,-34,-27,-36,3,26,-2,8,23,-22,-40,20,-19,-11,42,-16,13,-1,-32,-31,30,29,5,12,4,14,-10,9,-6,21,-7,-25
9,-11,-10,-36,-38,-21,39,22,-1,3,2,-31,17,-32,16,-15,-13,24,35,28,6,-8,-41,-18,-30,33,-37,-20,-34,25,12,14,-26,29,-19,4,27,5,-7,-42,23,40
-24,40,13,33,15,14,-25,42,27,34,37,32,-3,-6,-5,18,-28,-16,26,23,-30,-35,-20,1,7,-19,-9,17,36,21,-39,-12,-4,-10,22,-29,-11,41,31,-2,-38,-8
