60,-31,57,-20,-9,26,-29,48,5,11,-10,44,-24,56,-42,-32,58,19,-18,4,-30,46,-43,13,-50,-6,55,-38,7,21,2,16,39,51,-59,41,54,28,-33,-45,-36,15,23,-12,40,-22,-53,-8,52,25,-34,-49,47,-37,-27,-14,-3,-17,35,-1
-11,-52,19,7,51,-40,-4,-44,43,21,1,-24,-35,-32,29,-36,-27,-47,-3,-46,-10,-48,-50,12,30,59,17,-49,-15,-25,-41,14,-45,54,13,16,60,-55,-56,6,31,53,-9,8,33,20,18,22,28,23,-5,2,-42,-34,38,39,-58,57,-26,-37
47,-53,46,-24,29,-55,32,-9,-8,-44,27,-35,34,-26,41,57,49,22,-36,30,-33,-18,-54,4,-52,14,-11,43,-5,-20,-51,-7,21,-13,12,-19,-48,59,40,-39,-15,-58,-28,10,-50,-3,-1,37,-17,45,31,25,2,23,-6,60,16,42,-38,-56
-8,5,-39,48,-2,42,41,1,-34,-40,44,47,15,45,-13,-59,-43,57,-30,-26,24,-36,51,-21,33,20,58,-31,-54,19,28,46,-25,9,-60,22,-53,56,3,10,-7,-6,17,-11,-14,-32,-12,-4,55,-52,-23,50,37,29,-49,-38,-18,-27,16,35
48,47,56,36,-32,15,-10,49,18,7,-13,26,11,-58,-6,-43,30,-9,33,-45,34,38,40,-39,-59,-12,-29,57,27,-17,51,5,-19,-21,37,-4,-35,-22,24,-23,53,-46,16,52,20,42,-2,-1,-8,-55,-31,-44,-41,60,50,-3,-28,14,25,-54
-54,16,60,5,-4,17,11,-41,-26,-14,-7,-47,-37,10,32,-2,-6,-57,-53,35,-44,-45,-59,-34,-42,9,30,46,-36,-27,-33,-15,31,24,-20,29,13,55,-40,39,8,25,-52,21,22,-28,12,-50,-58,48,-56,43,19,1,-38,51,18,49,23,-3
-48,-10,40,-46,58,-19,59,36,-39,2,22,-33,56,-42,-55,32,-23,-26,6,53,49,-11,17,28,44,18,-31,-24,-52,54,27,-16,12,60,-51,-8,50,45,9,-3,-47,14,-57,-25,-38,4,41,1,-21,-37,35,29,-20,-30,15,-13,43,-5,-7,-34
-55,38,-20,6,34,-4,-8,7,26,-51,-17,25,24,-18,-36,47,11,14,-57,3,59,-41,-40,-13,-12,-9,-30,-42,-56,27,33,-49,-31,-5,48,15,52,-2,-54,23,22,28,44,-43,53,-58,-16,-35,32,-60,10,-37,-45,39,1,29,19,46,-21,50
22,14,-19,9,-53,30,31,35,-4,-43,-29,-59,-21,-2,16,-15,40,-38,3,-32,13,-1,39,55,-28,51,-49,25,11,-6,-7,20,-41,-45,-8,-46,-50,18,-23,-17,33,-60,10,-47,34,36,44,-54,27,37,-26,57,5,48,-24,-58,-52,56,12,42
40,34,-10,36,21,60,-56,-13,19,3,51,-48,8,55,50,-45,59,29,9,54,-5,26,-33,-30,31,-22,42,-52,-18,24,25,-44,23,-2,53,4,-47,-41,58,-1,38,-27,57,32,16,49,-37,12,-46,-15,-11,28,-35,-20,-14,7,-43,-39,-17,-6
