5,-53,-26,-52,-1,27,-41,-47,54,11,-10,51,-23,-36,-49,37,20,31,60,-17,22,-21,13,-32,28,3,-6,-25,43,55,-18,24,40,59,-44,14,-16,-57,46,-33,7,-50,-29,35,48,-39,8,-45,15,42,-12,4,2,-9,-30,58,38,-56,-34,-19
-19,60,-44,-31,18,35,-23,-22,57,-26,-56,51,54,-38,43,36,-47,-5,1,39,42,8,7,48,-45,10,29,53,-27,-55,4,-49,37,-40,-6,-16,-33,14,-20,34,52,-21,-15,3,25,50,17,-24,32,-46,-12,-41,-28,-13,30,11,-9,59,-58,-2
4,12,8,-1,33,-55,49,-3,-20,-11,10,-2,-42,-39,-18,47,53,15,-35,9,-58,27,56,52,-28,59,-22,25,54,-57,40,-46,-5,60,19,45,-43,-41,14,-31,38,13,37,-51,-36,32,-16,-50,-7,48,44,-24,-17,-29,6,-23,30,21,-26,-34
49,-27,53,50,-58,13,-48,11,-44,29,-8,15,-6,-22,-12,-47,34,59,41,-51,23,14,-21,-54,26,-25,2,-55,-10,60,42,-56,-45,-17,-52,40,39,43,-37,-36,-19,-31,-38,9,33,-57,16,7,-1,-4,20,35,-3,24,28,32,46,5,-18,-30
34,59,10,60,12,-37,18,-52,-27,-3,-29,-5,36,49,44,-48,21,-7,33,55,-17,-57,56,-28,53,-46,9,24,11,-50,-51,58,-19,-1,54,-13,6,-45,-40,39,43,47,-41,-15,38,26,-42,16,-14,30,31,8,-25,-35,-20,-23,22,-32,-2,-4
48,-36,-12,32,-15,21,44,-51,29,33,60,3,54,19,5,-52,-58,-24,-14,49,-6,-28,43,18,47,59,31,22,-9,53,-27,-4,-10,41,57,2,39,55,-37,45,-34,50,-23,-7,-40,-56,-25,-1,-20,-42,8,16,-30,-13,-38,46,-35,17,-26,-11
16,-57,-38,12,-30,-60,-26,18,31,-54,52,-4,43,21,19,-1,-48,-8,-15,-55,-14,40,-34,53,42,7,47,-41,37,5,-9,50,-44,23,-46,49,-29,3,-58,-22,28,-25,-13,33,-56,35,-27,17,-36,-32,-59,-11,-24,10,20,45,2,39,51,6
39,-12,29,-60,-54,-10,42,58,22,6,-13,2,11,-48,56,31,-38,35,20,-19,43,-9,25,-34,-23,-52,44,-50,-3,40,-16,-53,-51,24,-18,-57,-45,17,-1,-30,-55,-7,-21,-27,37,59,-49,14,47,28,33,26,32,5,41,-15,36,-8,-46,4
60,15,7,16,21,30,-3,17,-52,35,12,-11,-50,-31,-2,-4,-8,58,22,27,-5,-19,-32,-40,-57,-49,-20,-41,39,-6,14,23,54,46,-10,-45,56,-55,-29,24,28,-53,44,-43,36,-34,48,-47,26,13,59,9,42,-33,38,-37,25,-18,-51,-1
-17,47,-26,-46,-22,-37,-15,-23,-35,-21,57,-38,29,-27,7,50,1,-41,48,-36,10,5,8,56,51,3,14,-32,-13,-43,44,28,55,52,9,20,6,12,-40,39,18,-54,30,-31,-60,4,-2,-19,58,-16,-25,-34,-59,42,-33,-24,-11,-49,53,45
