24,-22,-5,9,3,19,20,11,-4,14,-8,18,-16,-10,23,13,21,-12,-6,-7,-17,2,-15,-1
-15,-12,23,-20,11,16,24,-14,-18,-22,-5,2,17,8,1,-6,-13,9,21,4,-19,10,-3,-7
22,10,-24,7,-12,9,-4,18,-6,-2,-15,5,-14,13,11,-21,-23,-8,-20,19,16,-1,17,3
-23,18,-19,-8,6,-5,14,4,12,-11,10,-9,21,-7,-16,15,-22,-2,3,24,-13,17,1,-20
-17,-10,4,-3,12,22,13,23,16,2,21,-5,-7,20,18,-9,1,-15,24,-14,-11,-6,-8,-19
2,-1,7,20,-21,-24,-3,-16,-13,22,-23,17,9,-18,19,8,-12,14,-15,-4,5,-10,11,6
23,-6,-17,15,8,2,-22,-5,21,13,-14,-19,-10,11,-4,-24,3,-20,12,18,-9,7,-1,16
6,16,8,-17,-13,-1,-23,-3,19,-14,24,20,5,10,-22,-2,4,-21,-9,-12,18,15,7,-11
-19,23,-7,-18,-14,24,3,13,-15,20,-21,16,-8,5,9,-12,22,4,1,-10,11,-17,-2,-6
-11,-9,-22,23,10,-15,-12,19,2,-5,1,7,18,-16,6,14,-24,-13,-8,21,-20,3,-4,17
22,12,18,-10,-11,-21,15,20,-24,4,5,-2,14,-13,-7,23,19,-3,17,8,6,1,-16,-9
-9,-11,-14,-6,17,4,8,-7,1,-18,2,-16,20,3,22,12,-5,10,-23,-13,-24,-15,19,21
21,13,16,-14,18,23,19,15,-10,9,-17,-20,-2,4,-8,-3,11,-5,-7,12,-1,24,-6,-22
-12,8,14,18,-19,-13,-20,-2,11,-16,-9,1,6,-3,-17,10,15,-4,5,7,24,23,-22,-21
9,-16,-15,-23,-18,21,17,-12,-1,11,-10,8,22,-24,3,2,-7,5,20,-19,-6,-13,4,14
-3,15,1,16,-9,-18,12,14,5,-17,23,-7,-19,-8,-2,-4,10,6,13,-21,20,-24,-11,22
-13,-20,-11,-12,19,15,-9,10,7,-8,3,4,1,22,-6,24,18,-17,-5,2,-23,-14,21,-16
-7,17,-18,-24,-20,-9,1,-22,6,19,-16,23,-15,-21,13,11,-2,3,-10,5,14,8,-12,4
18,-19,21,14,23,11,-15,20,-17,16,-6,-24,-22,-4,7,-10,9,-1,2,-8,-3,13,-5,12
-2,1,-13,-11,-17,-8,10,6,22,-7,4,21,3,-23,20,-19,5,-24,16,-15,-12,-9,14,18
19,5,-20,13,-2,-14,-18,21,-16,17,22,15,-4,6,-12,9,-10,7,-1,3,-8,-11,24,-23
7,-13,24,-19,15,8,-1,-6,-22,-12,14,10,2,-11,-5,-20,-21,-23,-4,16,17,9,-18,-3
-20,-14,-21,-15,16,-23,9,-24,-7,18,-13,-17,11,2,4,-5,12,-10,-22,1,3,19,6,8
-16,-5,17,11,2,-22,-8,7,20,-19,-4,24,23,15,-14,1,-3,21,10,-9,-18,6,-13,-12
-14,6,-23,-15,-10,-2,-17,-18,-11,5,9,-21,-20,1,4,22,7,8,-24,13,12,-16,3,19
13,-4,9,2,14,12,11,-10,-3,8,-7,-6,-1,-5,-20,17,-16,24,23,15,22,-21,-19,-18
17,20,-19,-5,4,13,-21,16,24,-15,-12,11,-6,-22,-10,-8,-1,-23,-3,-2,-7,14,18,9
20,22,10,-21,-8,7,-6,5,-19,-3,15,-13,12,24,-11,-18,23,16,9,-1,4,-2,-17,-14
-21,4,-12,-2,9,-10,23,-11,-5,6,8,3,16,18,24,-13,19,-14,-17,22,1,-20,-7,-15
15,-24,22,21,-16,-19,-14,-9,8,-13,-18,-23,10,7,-1,5,20,11,6,-17,-4,-3,12,2
-24,-3,2,12,-22,10,18,17,14,-6,13,-4,-11,-9,21,19,-8,-7,-16,-23,-15,5,20,1
10,11,6,-9,13,-3,-24,-21,4,-1,-2,-18,-5,17,-23,20,-14,12,22,-16,8,-19,15,7
-18,24,-10,8,22,-17,-19,-4,-21,3,16,13,-12,-15,14,-11,6,1,7,23,9,-5,-20,-2
-4,7,11,1,20,-16,-2,-23,18,-24,-3,-14,19,12,17,6,-15,-9,-13,-5,-22,21,8,10
14,-17,12,5,-4,20,16,9,-8,-21,19,-3,24,-1,-18,-7,2,15,-11,-6,10,-23,22,-13
-10,21,13,-19,-24,17,22,-15,-20,1,18,14,-3,-12,8,-23,-6,-11,4,9,-2,-7,16,5
11,19,-8,-16,7,-12,-5,3,15,23,-1,6,-24,21,-9,4,-20,-22,-2,17,-14,18,-10,13
4,-22,5,-1,-3,-7,6,-13,-23,-20,12,-11,8,-17,-24,21,14,19,-18,10,-16,2,9,15
-5,-21,-16,17,1,18,-13,22,-12,24,20,9,7,23,-19,3,-4,-6,15,-11,2,-8,-14,-10
8,-7,20,6,-15,-4,2,-1,23,21,-24,19,-17,16,5,-14,13,22,-12,-3,-10,-18,-9,11
5,14,-9,-7,-1,-20,4,24,3,-23,-19,-22,-18,-2,-21,-17,16,13,11,6,15,12,10,-8
16,9,-6,24,21,3,-10,12,-2,7,17,-8,15,19,-13,-1,-11,23,-14,-22,-5,20,-18,-4
-8,-23,15,10,24,14,-16,1,17,-4,-20,22,-21,-6,-3,7,-9,-19,18,11,13,-12,2,-5
3,-18,-1,-13,-7,-11,5,-17,10,-9,6,-15,4,-20,12,-22,8,2,-21,14,19,16,-24,23
12,3,-2,-22,-6,5,-11,-19,-14,15,7,-1,-23,9,-10,18,24,-16,8,-21,20,4,13,-17
-6,-8,-4,3,-23,1,21,2,13,12,-22,-10,-9,-19,16,-15,-18,17,14,-24,-7,11,5,20
