-9,10,-14,-17,8,-12,-15,-5,1,-2,13,6,-11,3,7,-18,4,16
14,9,5,8,-3,-16,11,-4,-2,12,-7,-10,-18,-1,-17,6,15,13
-4,-11,17,1,-10,16,18,-15,13,5,2,-14,-9,12,8,-6,-3,-7
14,-13,10,-7,17,-9,4,-16,6,-3,-18,-15,2,-1,12,8,-5,11
11,13,-7,-10,-15,-17,3,-14,18,4,-1,16,-2,8,5,-12,6,-9
-6,-3,2,-5,4,1,14,-13,11,-18,-9,15,8,-7,-12,17,-16,10
15,18,17,12,16,-9,14,-13,6,-11,10,-4,8,-7,-1,-5,-3,-2
17,6,7,8,11,-2,-3,-4,12,16,-5,-9,18,-15,14,-10,-1,-13
-4,-5,8,1,2,18,12,-3,14,-17,16,-7,-15,-9,13,-11,10,-6
-16,-15,-7,-13,-8,18,3,5,10,-9,17,14,4,-12,2,1,-11,-6
-8,-17,-15,-5,4,10,16,1,-11,-6,9,-14,18,12,3,-7,2,-13
-10,12,-16,-15,17,13,-14,-11,-18,1,8,-2,-6,7,4,3,-5,9
13,17,-12,-5,4,7,-6,15,-16,-18,-14,3,-1,11,-8,9,-2,10
8,13,10,16,-14,7,-6,-1,17,-3,18,15,-2,5,-12,-4,-9,-11
14,-7,12,8,6,-5,2,-4,-10,9,-16,-3,18,-1,17,11,-15,-13
8,-18,4,-3,15,-7,6,-1,12,-17,-13,-9,11,16,-5,-14,10,2
-10,12,5,-18,-3,16,-13,17,-14,1,-15,-2,7,9,11,-6,-8,4
2,-1,-16,-9,-10,-18,-15,-14,4,5,17,-13,12,8,7,3,-11,6
-7,-6,13,-17,14,2,1,11,12,-18,-8,-9,-3,-5,16,-15,4,10
-8,17,18,-13,-16,12,-10,1,-11,7,9,-6,4,15,-14,5,-2,-3
3,-18,-1,16,-9,-10,8,-7,5,6,15,14,17,-12,-11,-4,-13,2
2,-1,5,-8,-3,17,-9,4,7,18,12,-11,14,-13,-16,15,-6,-10
8,16,-17,-18,15,9,-13,-1,-6,14,-12,11,7,-10,-5,-2,3,4
2,-1,11,-9,17,-7,6,13,4,12,-3,-10,-8,-15,14,-18,-5,16
11,12,-10,8,15,-16,13,-4,17,3,-1,-2,-7,18,-5,6,-9,-14
-10,-14,-16,-12,9,-18,15,11,-5,1,-8,4,17,2,-7,3,-13,6
3,13,-1,-17,-14,12,-10,15,11,7,-9,-6,-2,5,-8,-18,4,16
2,-1,-9,17,-15,11,-14,18,3,-12,-6,10,16,7,5,-13,-4,-8
-13,-14,16,8,-11,-17,-9,-4,7,-18,5,-15,1,2,12,-3,6,10
-6,12,-16,-10,15,1,14,-9,8,4,17,-2,18,-7,-5,3,-11,-13
4,12,13,-1,7,-16,-5,-11,17,18,8,-2,-3,15,-14,6,-9,-10
12,14,-8,17,15,16,13,3,-11,-18,9,-1,-7,-2,-5,-6,-4,10
6,15,-16,10,-12,-1,-11,18,14,-4,7,5,-17,-9,-2,3,13,-8
-7,-14,-16,13,-17,12,1,10,11,-8,-9,-6,-4,2,18,3,5,-15
