-28,-8,-29,23,9,19,-21,2,-5,-12,-20,10,17,-26,-27,-18,-13,16,-6,11,7,-30,-4,-25,24,14,15,1,3,22
11,12,18,6,-19,-4,13,-10,15,8,-1,-2,-7,-25,-9,-17,16,-3,5,-24,-29,27,30,20,14,28,-22,-26,21,-23
-30,-14,28,-17,10,26,20,21,-24,-5,19,-23,18,2,-25,-22,4,-13,-11,-7,-8,16,12,9,15,-6,-29,-3,27,1
5,-19,-6,7,-1,3,-4,10,-22,-8,29,-28,-17,-15,14,25,13,20,2,-18,23,9,-21,-26,-16,24,30,12,-11,-27
-23,8,-27,-12,13,22,21,-2,14,15,16,4,-5,-9,-10,-11,-24,19,-18,28,-7,-6,1,17,30,-29,3,-20,26,-25
24,-9,6,27,-22,-3,18,29,2,11,-10,-20,19,25,17,26,-15,-7,-13,12,-30,5,28,-1,-14,-16,-4,-23,-8,21
-16,-23,11,-15,-20,7,-6,25,27,24,-3,19,28,-18,4,1,22,14,-12,5,26,-17,2,-10,-8,-21,-9,-13,30,-29
-17,15,-30,8,25,13,-19,-4,-16,-29,21,-27,-6,23,-2,9,1,-22,7,-26,-11,18,-14,-28,-5,20,12,24,10,3
-22,-21,20,-25,26,-12,15,-27,17,30,13,6,-11,-19,-7,-24,-9,28,14,-3,2,1,29,16,4,-5,8,-18,-23,-10
18,-13,-16,-11,14,-30,-10,-23,28,7,4,-19,2,-5,22,3,21,-1,12,25,-17,-15,8,29,-20,27,-26,-9,-24,6
-4,30,15,1,-21,-29,12,24,-14,19,-28,-7,22,9,-3,17,-16,-20,-10,18,5,-13,27,-8,-26,25,-23,11,6,-2
29,3,-2,26,12,8,-18,-6,10,-9,25,-5,30,-27,23,20,-22,7,21,-16,-19,17,-15,28,-11,-4,14,-24,-1,-13
-6,11,-28,-30,18,1,24,-22,-17,-25,-2,14,-15,-12,13,-21,9,-5,29,-23,16,8,20,-7,10,-27,26,3,-19,4
17,-6,16,11,19,2,-20,-30,23,22,-4,-26,25,21,-28,-3,-1,-29,-5,7,-14,-10,-9,27,-13,12,-24,15,18,8
-19,7,-12,-26,-14,-23,-2,18,-28,16,-25,3,15,5,-13,-10,20,-8,1,-17,30,-24,6,22,11,4,29,9,-27,-21
26,-16,27,20,-7,-9,5,19,6,14,22,-17,-29,-10,-18,2,12,15,-8,-4,-23,-11,21,25,-24,-1,-3,-30,13,28
-14,-3,2,24,-27,29,-28,-16,-23,-18,30,-22,-19,1,21,8,-25,10,13,26,-15,12,9,-4,17,-20,5,7,-6,-11
9,-17,-25,-21,24,-10,-14,23,-1,6,-12,11,29,7,18,22,2,-15,28,27,4,-16,-8,-5,3,30,-20,-19,-13,-26
