-8,-24,-23,21,-10,19,-27,1,14,5,-26,-13,12,-9,28,-30,18,-17,-6,-22,-4,20,3,2,-29,11,7,-15,25,16
30,23,-17,7,6,-5,-4,-9,8,15,-26,24,22,-21,-10,25,3,29,-20,19,14,-13,-2,-12,-16,11,28,-27,-18,-1
-20,-16,13,-23,22,30,-29,-11,12,-19,8,-9,-3,28,-18,2,-21,15,10,1,17,-5,4,27,26,-25,-24,-14,7,-6
-16,-6,-22,26,-10,2,-28,19,-20,5,-21,17,25,-27,29,1,-12,24,-8,9,11,3,30,-18,-13,-4,14,7,-15,-23
27,-23,14,9,-20,26,-29,22,-4,16,17,-18,-24,-3,30,-10,-11,12,28,5,-25,-8,2,13,21,-6,-1,-19,7,-15
20,14,19,12,26,-30,25,-23,-29,13,24,-4,-10,-2,-17,21,15,22,-3,-1,-16,-18,8,-11,-7,-5,28,-27,9,6
-30,-22,26,13,-18,15,17,-11,16,29,8,21,-4,19,-6,-9,-7,5,-14,28,-12,2,-24,23,-27,-3,25,-20,-10,1
21,24,-10,-12,9,-28,30,17,-5,3,-27,4,-20,25,22,23,-8,29,26,13,-1,-15,-16,-2,-14,-19,11,6,-18,-7
4,-23,12,-1,17,-21,19,-15,14,-27,18,-3,29,-9,8,-22,-5,-11,-7,25,6,16,2,-28,-20,-30,10,24,-13,26
6,19,5,16,-3,-1,9,-29,-7,-17,-23,-15,-26,-21,12,-4,10,25,-2,-27,14,28,11,-30,-18,13,20,-22,8,24
-13,7,-12,29,-26,-10,-2,-22,-16,6,-24,3,1,23,28,9,-25,27,20,-19,-30,8,-14,11,17,5,-18,-15,-4,21
30,-6,18,-15,7,2,-5,16,-12,-13,-20,9,10,-22,4,-8,-25,-3,29,11,28,14,-26,27,17,23,-24,-21,-19,-1
-15,14,30,-19,13,-25,-8,7,22,-18,12,-11,-5,-2,1,-29,-20,10,4,17,24,-9,-26,-21,6,23,-28,27,16,-3
22,10,6,-20,-9,-3,-15,13,5,-2,12,-11,-8,-24,7,25,21,-28,23,4,-17,-1,-19,14,-16,-30,-29,18,27,26
-15,-22,9,-11,8,-7,6,-5,-3,20,4,21,-26,29,1,17,-16,-23,-24,-10,-12,2,18,19,-28,13,30,25,-14,-27
7,6,-22,5,-4,-2,-1,-14,-13,-29,-15,-21,9,8,11,-19,-25,20,16,-18,12,3,27,-30,17,-28,-23,26,10,24
