-11,-12,4,-3,-17,14,-16,-18,-10,9,1,2,15,-6,-13,7,5,8
18,-3,2,-16,8,-13,-17,-5,-11,-14,9,-15,6,10,12,4,7,-1
-6,-10,-15,-9,-16,1,8,-7,4,2,13,18,-11,17,3,5,-14,-12
7,11,6,13,10,-3,-1,17,16,-5,-2,14,-4,-12,-18,-9,-8,15
3,-17,-1,-12,-9,-8,-13,6,5,11,-10,4,7,15,-14,18,2,-16
16,18,12,-15,17,9,-10,-13,-6,7,14,-3,8,-11,4,-1,-5,-2
-8,5,-17,16,-2,12,11,1,-15,-13,-7,-6,10,-18,9,-4,3,14
-14,-7,-18,-11,6,-5,2,16,10,-9,4,15,-17,1,-12,-8,13,3
9,13,8,14,-15,11,-12,-3,-1,-16,-6,7,-2,-4,5,10,18,-17
-7,-4,5,2,-3,15,1,-10,17,8,-18,-13,12,16,-6,-14,-9,11
-10,6,13,17,-14,-2,-8,7,-12,1,-16,9,-3,5,18,11,-4,-15
-5,12,-9,-18,1,13,-11,10,3,-8,7,-2,-6,-16,17,14,-15,4
14,-8,16,-5,4,-17,15,2,12,-11,10,-9,-18,-1,-7,-3,6,13
6,17,-7,15,-12,-1,3,-16,-13,14,18,5,9,-10,-4,8,-2,-11
2,-1,-5,7,3,10,-4,-14,15,-6,-17,13,-12,8,-9,-18,11,16
-4,-5,18,1,2,-9,17,12,6,13,-14,-8,-10,11,16,-15,-7,-3
15,-13,17,-10,7,18,-5,11,14,4,-8,-16,2,-9,-1,12,-3,-6
4,9,-8,-1,-11,-15,-18,3,-2,-17,5,-14,-16,12,6,13,10,7
8,-18,-10,11,15,17,9,-1,-7,3,-4,16,14,-13,-5,-12,-6,2
-9,4,-14,-2,-8,-18,13,5,1,16,15,17,-7,3,-11,-10,-12,6
-12,7,9,10,16,-11,-2,-17,-3,-4,6,1,-15,18,13,-5,8,-14
10,-15,-11,-14,12,-7,6,-9,8,-1,3,-5,18,4,2,17,-16,-13
-3,14,1,-6,18,4,-15,13,-16,17,-12,11,-8,-2,7,9,-10,-5
-17,-11,-4,3,-13,-16,12,15,-14,-18,2,-7,5,9,-8,6,1,10
11,8,15,9,-7,-14,5,-2,-4,-12,-1,10,16,6,-3,-13,-18,17
-2,1,-12,-8,13,-10,18,4,11,6,-9,3,-5,-15,14,-17,16,-7
-18,3,-2,-13,9,8,-14,-6,-5,15,16,-17,4,7,-10,-11,12,1
-16,-9,10,8,14,7,-6,-4,2,-3,-13,-18,11,-5,-17,1,15,12
13,-14,-16,18,-6,5,-9,-15,7,12,17,-10,-1,2,8,3,-11,-4
-15,-16,11,-7,-10,-12,4,18,13,5,-3,6,-9,-17,1,2,14,-8
-13,15,14,-17,-18,16,10,9,-8,-7,12,-11,1,-3,-2,-6,4,5
17,16,7,6,11,-4,-3,-12,18,-15,-5,8,-14,13,10,-2,-1,-9
5,-6,-13,12,-1,2,14,-11,-17,18,8,-4,3,-7,-16,15,9,-10
12,10,-6,5,-4,3,16,14,-18,-2,-15,-1,17,-8,11,-7,-13,9
