-3,8,1,5,-4,-7,6,-2,11,12,-9,-10
-8,-4,9,2,10,11,-12,1,-3,-5,-6,7
11,-5,-10,-6,2,4,-9,-12,7,3,-1,8
-8,-4,5,2,-3,-9,-12,1,6,-11,10,7
-6,4,10,-2,9,1,12,-11,-5,-3,8,-7
11,-4,8,2,-9,12,-10,-3,5,7,-1,-6
8,-7,-9,-12,10,11,2,-1,3,-5,-6,4
-7,3,-2,-10,12,-11,1,-9,8,4,6,-5
2,-1,-12,-10,11,-7,6,9,-8,4,-5,3
-3,12,1,10,-9,-8,-11,6,5,-4,7,-2
-7,4,6,-2,12,-3,1,9,-8,-11,10,-5
9,10,5,-12,-3,11,8,-7,-1,-2,-6,4
-2,1,-12,-9,7,10,-5,11,4,-6,-8,3
8,-5,12,9,2,-11,10,-1,-4,-7,6,-3
-2,1,-9,12,-10,-11,-8,7,3,5,6,-4
6,-4,7,2,-12,-1,-3,11,-10,9,-8,5
6,-12,-8,11,-10,-1,-9,3,7,5,-4,2
-2,1,11,8,6,-5,12,-4,-10,9,-3,-7
7,11,-6,-9,12,3,-1,-10,4,8,-2,-5
12,-5,-6,-11,2,3,9,10,-7,-8,4,-1
5,9,12,-7,-1,-8,4,6,-2,-11,10,-3
5,6,4,-3,-1,-2,12,-10,-11,8,9,-7
