-9,-8,6,5,-4,-3,-10,2,1,7,12,-11
-12,-10,-4,3,11,7,-6,9,-8,2,-5,1
8,9,-11,-6,12,4,10,-1,-2,-7,3,-5
-11,-3,2,-8,-10,-9,12,4,6,5,1,-7
5,7,9,-10,-1,11,-2,-12,-3,4,-6,8
2,-1,-6,9,7,3,-5,-11,-4,12,8,-10
-6,11,10,-5,4,1,-12,-9,8,-3,-2,7
-8,3,-2,11,-12,-7,6,1,10,-9,-4,5
12,-4,-5,2,3,-8,-9,6,7,-11,10,-1
-3,-12,1,7,6,-5,-4,11,-10,9,-8,2
10,8,5,-12,-3,9,11,-2,-6,-1,-7,4
-2,1,-8,-7,-6,5,4,3,-11,-12,9,10
-4,6,7,1,-11,-2,-3,-10,12,8,5,-9
9,-7,4,-3,8,-12,2,-5,-1,11,-10,6
6,12,-10,-11,-9,-1,8,-7,5,3,4,-2
3,-6,-1,10,-8,2,9,5,-7,-4,-12,11
-5,-9,8,12,1,-10,-11,-3,2,6,7,-4
-7,4,12,-2,9,-11,1,10,-5,-8,6,-3
-10,5,11,6,-2,-4,-8,7,-12,1,-3,9
7,-11,-12,-9,10,8,-1,-6,4,-5,2,3
4,-5,-7,-1,2,10,3,12,11,-6,-9,-8
11,10,-9,8,-7,12,5,-4,3,-2,-1,-6
