-10,7,11,5,-4,-12,-2,-9,8,1,-3,6
8,9,10,-12,11,-7,6,-1,-2,-3,-5,4
-3,8,1,11,-10,9,-12,-2,-6,5,-4,7
-6,-3,2,8,10,1,-12,-4,11,-5,-9,7
-12,10,9,5,-4,8,-11,-6,-3,-2,7,1
12,-10,5,-8,-3,-7,6,4,-11,2,9,-1
9,4,-8,-2,-6,5,11,3,-1,12,-7,-10
7,8,9,10,11,-12,-1,-2,-3,-4,-5,6
8,3,-2,7,-11,-9,-4,-1,6,12,5,-10
8,-9,-5,12,3,11,-10,-1,2,7,-6,-4
-4,-6,7,1,11,2,-3,-9,8,12,-5,-10
9,-11,10,8,-7,-12,5,-4,-1,-3,2,6
-9,8,-11,-7,-6,5,4,-2,1,-12,3,10
-3,-11,1,7,9,-8,-4,6,-5,-12,2,10
8,6,-7,-5,4,-2,3,-1,-12,-11,10,9
3,4,-1,-2,-10,11,-8,7,12,5,-6,-9
-9,-3,2,10,12,11,8,-7,1,-4,-6,-5
6,-11,9,5,-4,-1,8,-7,-3,-12,2,10
7,8,-10,9,6,-5,-1,-2,-4,3,-12,11
2,-1,9,11,6,-5,-8,7,-3,-12,-4,10
-5,7,9,-6,1,4,-2,11,-3,12,-8,-10
-7,-10,8,9,-11,-12,1,-3,-4,2,5,6
