-18,21,8,36,-26,-27,-28,-3,-13,-17,-30,-23,9,35,-29,24,10,1,33,-31,-2,32,12,-16,-34,5,6,7,15,11,20,-22,-19,25,-14,-4
34,27,28,-10,20,12,19,-30,-18,4,25,-6,33,31,-26,32,-36,9,-7,-5,-35,-29,24,-23,-11,15,-2,-3,22,8,-14,-16,-13,-1,21,17
-10,4,35,-2,-31,-20,17,24,26,1,-12,11,-29,32,-16,15,-7,21,23,6,-18,25,-19,-8,-22,-9,-36,30,13,-28,5,-14,34,-33,-3,27
18,13,9,-5,4,-29,33,14,-3,22,28,35,-2,-8,23,-34,27,-1,36,-25,-32,-10,-15,26,20,-24,-17,-11,6,-31,30,21,-7,16,-12,-19
-30,20,-22,-16,24,8,18,-6,34,21,-13,33,11,-25,19,4,36,-7,-15,-2,-10,3,-32,-5,14,-27,26,-31,35,1,28,23,-12,-9,-29,-17
-29,-14,-13,11,-22,30,26,-18,27,15,-4,-28,3,2,-10,-20,25,8,36,16,35,5,32,-33,-17,-7,-9,12,1,-6,34,-23,24,-31,-21,-19
33,-12,-32,-14,21,-26,19,23,-16,11,-10,2,-25,4,-18,9,-24,15,-7,35,-5,34,-8,17,13,6,-30,29,-28,27,-36,3,-1,-22,-20,31
-4,6,35,1,-12,-2,33,10,30,-8,23,5,18,-22,36,-19,31,-13,16,34,-27,14,-11,25,-24,32,21,29,-28,-9,-17,-26,-7,-20,-3,-15
7,8,26,31,-30,-21,-1,-2,-15,-34,-12,11,20,29,9,-25,22,-23,36,-13,6,-17,18,28,16,-3,33,-24,-14,5,-4,-35,-27,10,32,-19
-23,-13,16,18,-7,-20,5,-12,-27,19,-22,8,2,-26,-31,-3,-25,-4,-10,6,33,11,1,-35,17,14,9,32,-34,-36,15,-28,-21,29,24,30
33,-35,18,24,-14,27,-11,-26,25,-31,7,28,21,5,-16,15,23,-3,-22,34,-13,19,-17,-4,-9,8,-6,-12,-30,29,10,36,-1,-20,2,-32
-27,-13,19,21,14,15,34,-28,-25,-11,10,31,2,-5,-6,-23,-22,-20,-3,18,-4,17,16,-33,9,32,1,8,35,-36,-12,-26,24,-7,-29,30
-7,-15,11,32,-36,18,1,16,22,35,-3,-33,-17,27,2,-8,13,-6,-28,-29,24,-9,30,-21,-34,31,-14,19,20,-23,-26,-4,12,25,-10,5
-16,22,33,-15,-25,20,-14,-18,24,27,36,-13,12,7,4,1,-29,8,34,-6,-30,-2,28,-9,5,35,-10,-23,17,21,-32,31,-3,-19,-26,-11
15,34,-10,-30,-35,-8,-36,6,-31,3,-22,-26,-24,19,-1,20,-27,29,-14,-16,-32,11,25,13,-23,12,17,33,-18,4,9,21,-28,-2,5,7
30,17,22,19,28,-7,6,23,-10,9,14,13,-12,-11,34,35,-2,-29,-4,31,32,-3,-8,36,-26,25,33,-5,18,-1,-20,-21,-27,-15,-16,-24
