-22,17,-37,16,-23,42,-18,-34,-15,36,28,19,33,-20,9,-4,-2,7,-12,14,31,1,5,41,35,-27,26,-11,-32,38,-21,29,-13,8,-25,-10,3,-30,-40,39,-24,-6
-23,-37,20,9,18,15,27,12,-4,25,35,-8,34,26,-6,41,-42,-5,-32,-3,28,-30,1,38,-10,-14,-7,-21,40,22,33,19,-31,-13,-11,39,2,-24,-36,-29,-16,17
2,-1,41,29,17,37,32,-28,-34,-33,-26,-42,14,-13,38,40,-5,27,24,-35,25,-39,-30,-19,-21,11,-18,8,-4,23,-36,-7,10,9,20,31,-6,-15,22,-16,-3,12
-41,31,18,-32,-26,-8,27,6,-36,35,-12,11,-39,29,-30,-17,16,-3,22,33,23,-19,-21,-40,38,5,-7,-34,-14,15,-2,4,-20,28,-10,9,-42,-25,13,24,1,37
37,5,-15,23,-2,26,8,-7,-10,9,13,36,-11,-42,3,39,-38,-28,33,40,27,41,-4,35,34,-6,-21,18,-30,29,-32,31,-19,-25,-24,-12,-1,17,-16,-20,-22,14
11,-31,-10,-28,-18,30,16,-14,-20,3,-1,-38,-34,8,23,-7,-19,5,17,9,29,-24,-15,22,39,-41,-36,4,-21,-6,2,-37,-40,13,-42,27,32,12,-25,33,26,35
-18,27,-36,19,13,40,14,32,23,-35,-37,-34,-5,-7,-17,28,15,1,-4,-24,-26,-33,-9,20,38,21,-2,-16,-31,39,29,-8,22,12,10,3,11,-25,-30,-6,42,-41
-15,4,6,-2,11,-3,21,-31,-17,22,-5,20,18,-19,1,29,9,-13,14,-12,-7,-10,36,35,27,-30,-25,-34,-16,26,8,-33,32,28,-24,-23,41,39,-38,-42,-37,40
-15,38,6,-27,40,-3,13,10,28,-8,30,-26,-7,23,1,19,-18,17,-16,34,-24,-32,-14,21,-35,12,4,-9,42,-11,-41,22,-39,-20,25,-37,36,-2,33,-5,31,-29
31,15,-22,-5,4,32,36,14,-42,-41,21,-40,28,-8,-2,38,-34,-27,39,-25,-11,3,30,-33,20,29,18,-13,-26,-23,-1,-6,24,17,37,-7,-35,-16,-19,12,10,9
32,-27,-15,-39,14,-25,28,-9,8,-20,-19,-18,33,-5,3,-31,-34,12,11,10,40,37,38,-36,6,42,2,-7,-35,41,16,-1,-13,17,29,24,-22,-23,4,-21,-30,-26
28,30,21,41,19,-10,16,25,18,6,33,22,-26,36,-29,-7,-32,-9,-5,-42,-3,-12,-40,38,-8,13,-31,-1,15,-2,27,17,-11,37,-39,-14,-34,-24,35,23,-4,20
17,30,-37,-11,38,39,-29,-40,10,-9,4,-36,-25,28,-18,27,-1,15,23,-35,31,-34,-19,26,13,-24,-16,-14,7,-2,-21,33,-32,22,20,12,3,-5,-6,8,42,-41
7,-34,-21,6,-36,-4,-1,29,-22,14,19,-17,-33,-10,-20,28,12,-39,-11,15,3,9,32,-30,31,41,37,-16,-8,24,-25,-23,13,2,40,5,-27,-42,18,-35,-26,38
-15,32,-29,6,19,-4,26,-21,30,22,13,33,-11,34,1,-38,-18,17,-5,-36,8,-10,35,-27,28,-7,24,-25,3,-9,37,-2,-12,-14,-23,20,-31,16,-40,39,-42,41
-16,18,-40,15,-24,22,39,-13,-34,-33,12,-11,8,42,-4,1,29,-2,35,25,-30,-6,-27,5,-20,36,23,32,-17,21,-37,-28,10,9,-19,-26,31,-41,-7,3,38,-14
8,37,26,20,-39,-18,-27,-1,33,-19,-40,-13,12,-36,-29,38,28,6,10,-4,-24,31,-32,21,-30,-3,7,-17,15,25,-22,23,-9,-41,42,14,-2,-16,5,11,34,-35
-6,-19,-11,-22,16,1,37,9,-8,34,3,28,26,25,-32,-5,40,36,2,31,-30,4,-24,23,-14,-13,42,-12,-33,21,-20,15,29,-10,-38,-18,-7,35,41,-17,-39,-27
-14,4,36,-2,8,32,30,-5,11,-35,-9,17,-27,1,-40,34,-12,-29,28,-38,23,-26,-21,-31,-39,22,13,-19,18,-7,24,-6,-37,-16,10,-3,33,20,25,15,42,-41
34,32,28,35,22,7,-6,-21,30,-24,-27,-18,-36,17,-31,37,-14,12,39,26,8,-5,25,10,-23,-20,11,-3,33,-9,15,-2,-29,-1,-4,13,-16,-40,-19,38,-42,41
9,-31,-15,-7,-35,-38,4,27,-1,41,30,28,33,17,3,37,-14,-42,-40,34,-25,36,32,39,21,-29,-8,-12,26,-11,2,-23,-13,-20,5,-22,-16,6,-24,19,-10,18
-19,20,-15,29,14,-32,38,11,-21,12,-8,-10,-16,-5,3,13,-39,-27,1,-2,9,-36,42,-26,-33,24,18,-41,-4,34,37,6,25,-30,-40,22,-31,-7,17,35,28,-23
-12,-21,-27,26,-25,16,-42,9,-8,22,-32,1,-29,-18,-30,-6,38,14,-39,-24,2,-10,-31,20,5,-4,3,37,13,15,23,11,-40,35,-34,41,-28,-17,19,33,-36,7
12,21,-32,6,31,-4,29,-16,33,15,34,-1,-27,20,-10,8,-18,17,-35,-14,-2,-25,42,-30,22,-38,13,-37,-7,24,-5,3,-9,-11,19,39,28,26,-36,-41,40,-23
-35,-26,-28,34,22,-31,23,-15,25,-32,-27,-37,-17,-21,8,-20,13,40,30,16,14,-5,-7,33,-9,2,11,3,-39,-19,6,10,-24,-4,1,-41,12,42,29,-18,36,-38
4,15,24,-1,-39,-13,-31,25,-38,-20,-16,29,6,28,-2,11,36,23,-41,10,33,35,-18,-3,-8,27,-26,-14,-12,-42,7,-37,-21,-40,-22,-17,32,9,5,34,19,30
-15,9,27,8,41,-14,29,-4,-2,-19,23,-13,12,6,1,-42,35,-33,10,-39,32,36,-11,-28,-40,-34,-3,24,-7,-31,30,-21,18,26,-17,-22,-38,37,20,25,-5,16
19,30,7,41,-17,34,-3,-10,37,8,12,-11,35,24,38,-31,5,-36,-1,42,39,-26,28,-14,40,22,-33,-23,32,-2,16,-29,27,-6,-13,18,-9,-15,-21,-25,-4,-20
41,-12,38,11,25,13,19,28,-16,23,-4,2,-6,-24,-33,9,-26,36,-7,30,22,-21,-10,14,-5,17,-42,-8,35,-20,39,37,15,40,-29,-18,-32,-3,-31,-34,-1,27
26,29,-27,-7,-36,-33,4,-42,-21,-18,14,-40,16,-11,-25,-13,-30,10,-31,-35,9,-38,28,-34,15,-1,3,-23,-2,17,19,-39,6,24,20,5,41,22,32,12,-37,8
-27,-17,23,-10,-35,-7,6,-24,-13,4,-12,11,9,-36,-38,-40,2,20,-25,-18,-31,39,-3,8,19,42,1,-41,-32,37,21,29,-34,33,5,14,-30,15,-22,16,28,-26
21,26,36,-6,29,4,34,-12,25,-13,-40,8,10,31,-38,32,-37,30,-24,-28,-1,33,27,19,-9,-2,-23,20,-5,-18,-14,-16,-22,-7,-42,-3,17,15,-41,11,39,35
24,30,-7,20,-18,19,3,11,23,42,-8,-15,-33,39,12,-31,-27,5,-6,-4,-34,35,-9,-1,-29,40,17,-37,25,-2,16,38,13,21,-22,41,28,-32,-14,-26,-36,-10
41,-27,37,12,39,17,-32,15,38,-42,19,-4,28,-22,-8,26,-6,-36,-11,-35,-34,14,-24,23,-40,-16,2,-13,30,-29,-33,7,31,21,20,18,-3,-9,-5,25,-1,10
-9,-25,30,17,-37,20,38,10,1,-8,-36,14,39,-12,-35,-18,-4,16,22,-6,-40,-19,33,-32,2,27,-26,42,34,-3,-41,24,-23,-29,15,11,5,-7,-13,21,31,-28
5,18,-30,-23,-1,-13,36,-38,-28,-40,29,37,6,16,-26,-14,-39,-2,-20,19,-22,21,4,33,-32,15,35,9,-11,3,34,25,-24,-31,-27,-7,-12,8,17,10,-42,41
-30,34,11,16,33,-20,36,13,23,22,-3,-24,-8,-19,-21,-4,31,-28,14,6,15,-10,-9,12,-27,-38,25,18,32,1,-17,-29,-5,-2,-40,-7,42,26,41,35,-39,-37
