-16,10,-9,18,-14,-15,13,11,3,-2,-8,17,-7,5,6,1,-12,-4
-13,-4,-18,2,16,8,-11,-6,12,14,7,-9,1,-10,-17,-5,15,3
10,8,-11,-13,-15,12,14,-2,-17,-1,3,-6,4,-7,5,-18,9,16
-5,-10,9,6,1,-4,15,13,-3,2,-16,18,-8,-17,-7,11,14,-12
-8,7,5,-14,-3,11,-2,1,17,15,-6,16,-18,4,-10,-12,-9,13
11,-6,13,-9,15,2,12,18,4,-14,-1,-7,-3,10,-5,17,-16,-8
4,-7,-17,-1,-13,-12,2,-16,-11,-15,9,6,5,18,10,8,3,-14
-12,14,18,16,11,10,-15,9,-8,-6,-5,1,17,-2,7,-4,-13,-3
15,3,-2,7,-6,5,-4,-14,-16,13,17,-18,-10,8,-1,9,-11,12
16,13,12,-11,-8,-10,-17,5,14,6,4,-3,-2,-9,18,-1,7,-15
14,-18,-7,-5,4,17,3,15,16,-12,13,10,-11,-1,-8,-9,-6,2
-3,-8,1,11,-12,15,-16,2,-13,18,-4,5,9,17,-6,7,-14,-10
-6,16,11,5,-4,1,-9,-18,7,-13,-3,-14,10,12,17,-2,-15,8
18,-11,15,-12,13,-16,8,-7,-14,-17,2,4,-5,9,-3,6,10,-1
5,-9,-13,-7,-1,-18,4,17,2,16,14,15,3,-11,-12,-10,-8,6
-4,-13,14,1,10,-7,6,-15,11,-5,-9,-16,2,-3,8,12,-18,17
-18,5,-12,17,-2,9,-14,10,-6,-8,16,3,-15,7,13,-11,-4,1
3,-14,-1,-15,-16,7,-6,-9,8,12,-13,-10,11,2,4,5,18,-17
-7,15,-5,-17,3,14,1,12,18,-11,10,-8,-16,-6,-2,13,4,-9
-2,1,6,14,-17,-3,-18,-10,13,8,-12,11,-9,-4,-16,15,5,7
-15,17,8,13,6,-5,-12,-3,-10,9,-18,7,-4,16,1,-14,-2,11
17,-5,16,12,2,18,10,-11,15,-7,8,-4,14,-13,-9,-3,-1,-6
-11,12,-8,-10,18,13,9,3,-7,4,1,-2,-6,15,-14,-17,16,-5
9,4,-15,-2,-10,-17,-8,7,-1,5,12,-11,-14,13,3,18,6,-16
-10,-12,4,-3,14,-9,11,16,6,1,-7,2,-17,-5,-18,-8,13,15
7,6,17,8,-11,-2,-1,-4,10,-9,5,14,18,-12,16,-15,-3,-13
13,9,-16,-6,-18,4,-10,-17,-2,7,-14,-15,-1,11,12,3,8,5
-17,-15,-14,-8,9,-11,18,4,-5,-16,6,-13,12,3,2,10,1,-7
12,-17,-4,3,-7,-8,5,6,-18,11,-10,-1,15,-16,-13,14,2,9
-9,18,7,10,17,-14,-3,-12,1,-4,15,8,16,6,-11,-13,-5,-2
2,-1,-6,15,-9,3,16,14,5,17,18,13,-12,-8,-4,-7,-10,-11
-14,11,10,-18,7,16,-5,-13,-15,-3,-2,-17,8,1,9,-6,12,4
6,-3,2,-16,8,-1,-13,-5,-12,-18,-17,9,7,-15,14,4,11,10
8,-16,-10,9,12,-13,17,-1,-4,3,-15,-5,6,-18,11,2,-7,14
