-3,-4,1,2,-18,-10,-11,12,-15,6,7,-8,14,-13,9,17,-16,5
8,18,16,6,11,-4,14,-1,12,13,-5,-9,-10,-7,-17,-3,15,-2
14,-5,6,16,2,-3,-11,15,13,-12,7,10,-9,-1,-8,-4,18,-17
11,-5,-13,15,2,-10,16,-9,8,6,-1,18,3,-17,-4,-7,14,-12
-16,-9,-14,-18,-13,-15,-8,7,2,17,-12,11,5,3,6,1,-10,4
14,5,7,-16,-2,18,-3,17,15,-13,12,-11,10,-1,-9,4,-8,-6
-4,-7,-12,1,17,14,2,-9,8,15,16,3,-18,-6,-10,-11,-5,13
-9,-13,5,18,-3,15,-8,7,1,17,-12,11,2,16,-6,-14,-10,-4
18,5,4,-3,-2,7,-6,-14,13,12,16,-10,-9,8,-17,-11,15,-1
11,-13,6,18,15,-3,-12,16,10,-9,-1,7,2,17,-5,-8,-14,-4
8,14,-4,3,-11,12,-16,-1,-13,-17,5,-6,9,-2,18,7,10,-15
18,-3,2,16,-9,-15,17,-12,5,-14,-13,8,11,10,6,-4,-7,-1
-9,6,-13,-10,11,-2,15,-18,1,4,-5,-17,3,16,-7,-14,12,8
-8,14,5,18,-3,9,15,1,-6,-13,-16,-17,10,-2,-7,11,12,-4
-18,-11,-7,8,-15,-13,3,-4,12,-14,2,-9,6,10,5,-17,16,1
-12,6,17,15,13,-2,-14,16,18,11,-10,1,-5,7,-4,-8,-3,-9
13,18,-6,14,16,3,15,17,-11,12,9,-10,-1,-4,-7,-5,-8,-2
5,18,-7,15,-1,9,3,10,-6,-8,12,-11,17,16,-4,-14,-13,-2
-14,17,15,-8,16,-7,6,4,-18,-11,10,13,-12,1,-3,-5,-2,9
8,-10,4,-3,-17,-11,-12,-1,-13,2,6,7,9,-15,14,18,5,-16
7,13,4,-3,11,-18,-1,10,12,-8,-5,-9,-2,16,-17,-14,15,6
6,16,-10,11,-8,-1,14,5,13,3,-4,-17,-9,-7,18,-2,12,-15
-6,-13,11,17,8,1,15,-5,16,-18,-3,-14,2,12,-7,-9,-4,10
11,-15,6,16,-12,-3,-17,-9,8,13,-1,5,-10,18,2,-4,7,-14
18,5,-6,-15,-2,3,17,12,13,14,-16,-8,-9,-10,4,11,-7,-1
-9,-5,18,-10,2,-11,13,-12,1,4,6,8,-7,15,-14,17,-16,-3
3,-13,-1,8,9,-11,16,-4,-5,-18,6,-14,2,12,17,-7,-15,10
-3,8,1,-16,18,-17,-10,-2,-14,7,15,-13,12,9,-11,4,6,-5
7,13,11,-17,16,-10,-1,12,-18,6,-3,-8,-2,-15,14,-5,4,9
-5,-18,-6,-17,1,3,15,-14,11,16,-9,13,-12,8,-7,-10,4,2
15,9,14,-5,4,-7,6,-17,-2,-18,16,-13,12,-3,-1,-11,8,10
-15,-9,12,-18,14,-16,-11,-10,2,8,7,-3,-17,-5,1,6,13,4
-3,-17,1,15,8,14,-16,-5,-12,-13,-18,9,10,-6,-4,7,2,11
5,12,10,-13,-1,-7,6,18,14,-3,17,-2,4,-9,16,-15,-11,-8
