-22,23,-5,18,3,-24,-12,16,13,-11,10,7,-9,20,-17,-8,15,-4,21,-14,-19,1,-2,6
17,15,-24,-14,11,-21,-19,-18,22,-23,-5,-13,12,4,-2,20,-1,8,7,-16,6,-9,10,3
-17,-13,-14,7,-11,24,-4,-22,21,-12,5,10,2,3,18,23,1,-15,-20,19,-9,8,-16,-6
19,14,-21,6,16,-4,-8,7,15,22,18,24,-23,-2,-9,-5,20,-11,-1,-17,3,-10,13,-12
22,4,-21,-2,-12,-15,-9,-13,7,16,14,5,8,-11,6,-10,-24,20,23,-18,3,-1,-19,17
10,7,9,17,-22,-24,-2,-11,-3,-1,8,-20,16,-18,23,-13,-4,14,21,12,-19,5,-15,6
20,8,23,-9,-7,-18,5,-2,4,-13,-15,21,10,-22,11,-24,19,6,-17,-1,-12,14,-3,16
-20,-16,-7,-19,14,-12,3,17,-13,-15,-23,6,9,-5,10,2,-8,-22,4,1,-24,18,11,21
-17,22,-18,-13,-16,-12,-19,-24,-20,14,-23,6,4,-10,21,5,1,3,7,9,-15,-2,11,8
-20,-8,21,-13,-16,10,14,2,15,-6,19,23,4,-7,-9,5,-18,17,-11,1,-3,-24,-12,22
2,-1,-8,11,-7,-21,5,3,19,-14,-4,-18,-20,10,24,-22,-23,12,-9,13,6,16,17,-15
20,-17,14,-6,-21,4,-16,23,11,18,-9,-22,19,-3,-24,7,2,-10,-13,-1,5,12,-8,15
16,22,18,14,24,9,-11,-21,-6,15,7,17,19,-4,-10,-1,-12,-3,-13,23,8,-2,-20,-5
-14,-17,24,19,-9,-11,21,13,5,20,6,-22,-8,1,-16,15,2,23,-4,-10,-7,12,-18,-3
-5,-17,23,21,1,-13,-16,-14,-11,24,9,-19,6,8,20,7,2,22,12,-15,-4,-18,-3,-10
-23,16,-6,19,-10,3,18,-12,17,5,24,8,15,-22,-13,-2,-9,-7,-4,-21,20,14,1,-11
3,-11,-1,-12,-18,23,13,-17,21,-14,2,4,-7,10,-20,19,8,5,-16,15,-9,-24,-6,22
24,14,11,15,10,-7,6,20,16,-5,-3,22,-23,-2,-4,-9,21,19,-18,-8,-17,-12,13,-1
14,-15,18,-12,-16,-10,23,11,22,6,-8,4,19,-1,2,5,20,-3,-13,-17,24,-9,-7,-21
-13,-16,-11,-6,22,4,9,12,-7,21,3,-8,1,24,17,2,-15,-20,23,18,-10,-5,-19,-14
-12,-19,16,8,22,-11,10,-4,17,-7,6,1,-21,-20,-18,-3,-9,15,2,14,13,-5,24,-23
15,-10,4,-3,-22,-20,-17,-21,12,2,-19,-9,18,-24,-1,-23,7,-13,11,6,8,5,16,14
-18,-19,15,11,-17,14,23,-9,8,20,-4,16,-21,-6,-3,-12,5,1,2,-10,13,24,-7,-22
13,21,-6,-14,-15,3,17,19,-12,24,16,9,-1,4,5,-11,-7,-23,-8,22,-2,-20,18,-10
17,-16,-14,7,21,19,-4,-24,-23,11,-10,15,-22,3,-12,2,-1,20,-6,-18,-5,13,9,8
-21,19,-10,17,-11,-7,6,15,12,3,5,-9,23,24,-8,20,-4,22,-2,-16,1,-18,-13,-14
-15,9,19,10,6,-5,-13,22,-2,-4,23,17,7,16,1,-14,-12,21,-3,24,-18,-8,-11,-20
-23,-22,-14,20,-9,24,13,-11,5,-15,8,-16,-7,3,10,12,-21,-19,18,-4,17,2,1,-6
-20,7,22,19,16,24,-2,-18,13,11,-10,23,-9,-21,17,-5,-15,8,-4,1,14,-3,-12,-6
21,12,11,-22,-7,16,5,9,-8,14,-3,-2,-15,-10,13,-6,20,19,-18,-17,-1,4,-24,23
12,-3,2,18,15,22,9,-16,-7,-14,13,-1,-11,10,-5,8,20,-4,24,-17,23,-6,-21,-19
5,11,-15,-18,-1,-13,-16,10,-14,-8,-2,23,6,9,3,7,-19,4,17,21,-20,-24,-12,22
-24,-3,2,16,-20,13,-17,15,12,-11,10,-9,-6,-19,-8,-4,7,21,14,5,-18,-23,22,1
-23,-6,5,-16,-3,2,-20,-13,-18,14,15,21,8,-10,-11,4,-22,9,24,7,-12,17,1,-19
2,-1,-12,-14,-20,13,23,21,24,11,-10,3,-6,4,-19,-18,-22,16,15,5,-8,17,-7,-9
23,19,10,-18,9,-22,-16,-11,-5,-3,8,-24,-14,13,17,7,-15,4,-2,-21,20,6,-1,12
18,-14,20,19,-23,10,-24,-22,-11,-6,9,-16,15,2,-13,12,21,-1,-4,-3,-17,8,5,7
11,-12,5,23,-3,13,20,-15,-19,18,-1,2,-6,-22,8,24,-21,-10,9,-7,17,14,-4,-16
5,-20,-9,-14,-1,16,-11,17,3,18,7,15,-22,4,-12,-6,-8,-10,21,2,-19,13,-24,23
-8,7,23,-22,19,15,-2,1,17,18,-13,20,11,16,-6,-14,-9,-10,-5,-12,-24,4,-3,21
-15,11,5,16,-3,-19,-20,9,-8,-21,-2,24,23,18,1,-4,-22,-14,6,7,10,17,-13,-12
-12,7,-10,22,24,-16,-2,11,13,3,-8,1,-9,-18,-17,6,15,14,23,-21,20,-4,-19,-5
11,20,-16,6,-19,-4,-10,-12,24,7,-1,8,-17,-22,23,3,13,-21,5,-2,18,14,-15,-9
-23,12,10,-7,22,-21,4,14,17,-3,24,-2,15,-8,-13,20,-9,-19,18,-16,6,-5,1,-11
23,-8,-11,17,-12,16,15,2,-19,21,3,5,-22,-24,-7,-6,-4,-20,9,18,-10,13,-1,14
14,10,-11,22,-9,-15,-13,-18,5,-2,3,-17,7,-1,6,23,12,8,-20,19,-24,-4,-16,21
