25,4,32,-2,42,22,23,-16,20,-37,-48,21,-17,-53,-50,8,13,31,-27,-9,-12,-6,-7,30,-1,-44,19,35,40,-24,-18,-3,-54,-43,-28,-49,10,-39,38,-29,-52,-5,34,26,-46,45,51,11,36,15,-47,41,14,33
22,-24,-37,-44,-31,-42,-14,54,-25,-16,-19,26,53,7,-51,10,-34,32,11,39,35,-1,49,2,9,-12,-38,29,-28,50,5,-18,48,17,-21,-41,3,27,-20,46,36,6,52,4,47,-40,-45,-33,-23,-30,15,-43,-13,-8
-39,9,20,21,-7,-51,5,-31,-2,28,33,16,-44,38,43,-12,-18,17,-30,-3,-4,-45,-27,37,-49,54,23,-10,42,19,8,-46,-11,48,-50,47,-24,-14,1,-52,-53,-29,-15,13,22,32,-36,-34,25,35,6,40,41,-26
-35,-31,7,-17,15,-53,-3,25,-47,12,-38,-10,-46,18,-5,-40,4,-14,44,-54,48,49,-51,-43,-8,-41,-29,34,27,-52,2,42,36,-28,1,-33,50,11,-45,-16,26,-32,24,-19,39,13,9,21,-22,-37,23,30,6,20
-27,-26,22,33,-36,15,52,-9,8,-21,37,32,-23,-47,-6,34,29,51,40,42,10,-3,13,41,-39,2,1,-49,-17,-48,-50,-12,-4,-16,-46,5,-11,-54,25,-19,-24,-20,45,53,-43,35,14,30,28,31,-18,-7,-44,38
40,-48,-30,-35,-28,31,-10,18,11,7,-9,-24,19,50,47,-44,-21,-8,-13,-34,17,-23,22,12,54,27,-26,5,-49,3,-6,33,-32,20,4,-37,36,-53,46,-1,-51,43,-42,16,52,-39,-15,2,29,-14,41,-45,38,-25
-36,47,-4,3,53,-51,18,41,-43,14,15,-52,29,-10,-11,48,-31,-7,-33,32,-22,21,-54,39,49,-46,-34,-50,-13,-35,17,-20,19,27,30,1,42,45,-24,44,-8,-37,9,-40,-38,26,-2,-16,-25,28,6,12,-5,23
-16,-27,-29,38,-14,-47,-17,-18,-48,-49,-32,-19,-37,5,-34,1,7,8,12,-42,-43,-28,-40,-44,-41,35,2,22,3,52,50,11,45,15,-26,-53,13,-4,51,23,25,20,21,24,-33,-54,6,9,10,-31,-39,-30,36,46
49,17,14,40,28,24,-39,32,-22,-31,34,36,50,-3,-35,-45,-2,-21,-25,-29,18,9,46,-6,19,44,48,-5,20,-51,10,-8,41,-11,15,-12,-38,37,7,-4,-33,-43,42,-26,16,-23,53,-27,-1,-13,30,-54,-47,52
-13,31,-49,-51,23,-7,6,-52,54,-40,-20,-37,1,-50,34,-24,39,-25,-35,11,41,27,-5,16,18,-29,-22,33,26,43,-2,48,-28,-15,19,42,12,53,-17,10,-21,-36,-30,45,-44,47,-46,-32,3,14,4,8,-38,-9
41,-39,-53,47,8,36,51,-5,-37,38,-26,-13,12,21,-28,-23,-46,34,32,33,-14,-49,16,-52,27,11,-25,15,-30,29,40,-19,-20,-18,-43,-6,9,-10,2,-31,-1,-48,35,54,-50,17,-4,42,22,45,-7,24,3,-44
