-41,8,42,31,17,-14,49,-2,19,-27,30,43,35,6,53,51,-5,38,-9,-36,-25,48,52,32,21,44,10,54,34,-11,-4,-24,39,-29,-13,20,-50,-18,-33,45,1,-3,-12,-26,-40,-47,46,-22,-7,37,-16,-23,-15,-28
-31,20,50,13,27,26,-29,-45,12,15,28,-9,-4,-41,-10,-34,-52,33,-35,-2,-48,-53,38,-44,-49,-6,-5,-11,7,-46,1,39,-18,16,19,42,40,-23,-32,-37,14,-36,-47,24,8,30,43,21,25,-3,-54,17,22,51
-41,7,25,-37,19,-43,-2,14,-52,13,28,-29,-10,-8,20,-38,-31,-54,-5,-15,-36,-53,46,49,-3,40,44,-11,12,33,17,47,-30,45,-48,21,4,16,-50,-26,1,-51,6,-27,-34,-23,-32,35,-24,39,42,9,22,18
44,16,31,-22,33,-9,-29,-36,6,-32,-38,-26,-15,-41,13,-2,45,-48,23,30,52,4,-19,-27,54,12,24,-42,7,-20,-3,10,-5,-50,-46,8,43,11,-49,-51,14,28,-37,-1,-17,35,-53,18,39,34,40,-21,47,-25
-31,-30,34,-8,15,18,-22,4,39,-33,-40,-44,-14,13,-5,43,50,-6,-54,32,46,7,52,41,-49,28,53,-26,-37,2,1,-20,10,-3,47,38,29,-36,-9,11,-24,-45,-16,12,42,-21,-35,51,25,-17,-48,-23,-27,19
27,-41,20,-17,32,-46,-31,37,-10,9,-44,21,53,49,47,-33,4,-19,18,-3,-12,35,28,34,26,-25,-1,-23,-38,-54,7,-5,16,-24,-22,-42,-8,29,-50,51,2,36,48,11,52,6,-15,-43,-14,39,-40,-45,-13,30
15,-17,42,-36,-52,-31,28,-34,14,-48,53,-33,-44,-9,-1,-29,2,-23,20,-19,27,50,18,-45,-39,-47,-21,-7,16,-49,6,-54,12,8,51,4,38,-37,25,-43,46,-3,40,13,24,-41,26,10,30,-22,-35,5,-11,32
-16,-36,-47,48,9,44,35,-39,-5,34,20,-32,-17,-18,-33,1,13,14,-24,-11,-25,-49,-29,19,21,28,-38,-26,23,40,-41,12,15,-10,-7,2,-46,27,8,-30,31,51,-53,-6,-50,37,3,-4,22,45,-42,54,43,-52
45,-9,-44,48,51,42,-15,21,2,38,36,16,25,-27,7,-12,-46,-35,-52,-29,-8,41,50,31,-13,39,14,30,20,-28,-24,-49,43,-54,18,-11,47,-10,-26,-53,-22,-6,-33,3,-1,17,-37,-4,32,-23,-5,19,40,34
-47,31,-45,-15,-52,-16,27,-48,-54,-21,-23,-43,22,25,4,6,-33,49,37,53,10,-13,11,42,-14,44,-7,32,-41,-39,-2,-28,17,35,-34,38,-19,-36,30,50,29,-24,12,-26,3,-51,1,8,-18,-40,46,5,-20,9
