-16,3,-2,-9,-14,-19,15,17,4,13,-24,18,-10,5,-7,1,-8,-12,6,23,22,-21,-20,11
-7,-8,11,17,-15,12,1,2,23,14,-3,-6,21,-10,5,20,-4,-24,-22,-16,-13,19,-9,18
10,-19,-18,-7,-9,24,4,16,5,-1,17,-13,12,20,-21,-8,-11,3,2,-14,15,23,-22,-6
10,-6,4,-3,9,2,-19,20,-5,-1,-23,24,-18,-22,-21,17,-16,13,7,-8,15,14,11,-12
-24,8,14,-18,-7,16,5,-2,19,22,-21,17,-23,-3,-20,-6,-12,4,-9,15,11,-10,13,1
-3,-8,1,-24,9,10,22,2,-5,-6,-23,14,19,-12,-20,-18,21,16,-13,15,-17,-7,11,4
-8,11,20,-7,10,-13,4,1,-12,-5,-2,9,6,17,-16,15,-14,24,22,-3,23,-19,-21,-18
-4,15,23,1,-22,20,-17,21,-18,16,-24,-14,-19,12,-2,-10,7,9,13,-6,-8,5,-3,11
-6,-24,23,11,-16,1,-10,21,17,7,-4,-13,12,-22,20,5,-9,19,-18,-15,-8,14,-3,2
23,19,24,7,12,13,-4,-11,-21,17,8,-5,-6,16,20,-14,-10,22,-2,-15,9,-18,-1,-3
19,-20,-4,3,-18,17,-21,-23,16,-11,10,13,-12,-24,-22,-9,-6,5,-1,2,7,15,8,14
-11,12,14,-21,13,17,8,-7,-22,-18,1,-2,-5,-3,-20,-23,-6,10,24,15,4,9,16,-19
-24,-21,-8,-18,15,13,-22,3,10,-9,16,-14,-6,12,-5,-11,19,4,-17,-23,2,7,20,1
7,6,24,-16,18,-2,-1,11,-19,13,-8,15,-10,21,-12,4,23,-5,9,22,-14,-20,-17,-3
-10,-13,14,5,-4,-17,15,21,-20,1,12,-11,2,-3,-7,-24,6,-22,-23,9,-8,18,19,16
10,6,-19,-8,15,-2,-14,4,-20,-1,17,13,-12,7,-5,-23,-11,-21,3,9,18,24,16,-22
3,23,-1,-24,-20,-8,13,6,-21,12,-19,-10,-7,15,-14,-18,-22,16,11,5,9,17,-2,4
14,19,24,-20,-16,-9,-21,11,6,17,-8,18,-22,-1,-23,5,-10,-12,-2,4,7,13,15,-3
-6,-21,-5,15,3,1,14,17,-19,-22,16,-23,-20,-7,-4,-11,-8,24,9,13,2,10,12,-18
-10,-5,-19,23,2,14,12,16,22,1,-15,-7,21,-6,11,-8,24,20,3,-18,-13,-9,-4,-17
-3,14,1,16,15,19,-10,21,20,7,18,-22,-17,-2,-5,-4,13,-11,-6,-9,-8,12,-24,23
-5,21,-18,16,1,-10,9,-13,-7,6,-20,-14,8,12,17,-4,-15,3,-22,11,-2,19,24,-23
-18,-20,5,-17,-3,-14,22,-12,19,23,-16,8,-24,6,-21,11,4,1,-9,2,15,-7,-10,13
4,8,-10,-1,21,-14,-15,-2,-19,3,12,-11,-20,6,7,-22,23,-24,9,13,-5,16,-17,18
-22,17,11,-9,14,-10,-18,-13,4,6,-3,16,8,-5,-24,-12,-2,7,20,-19,-23,1,21,15
22,-21,15,7,-8,-18,-4,5,-14,-16,13,-23,-11,9,-3,10,-20,6,24,17,2,-1,12,-19
10,14,9,11,7,12,-5,-24,-3,-1,-4,-6,-15,-2,13,17,-16,-20,23,18,22,-21,-19,8
14,-16,-11,10,24,-12,-23,-13,19,-4,3,6,8,-1,-17,2,15,21,-9,-22,-18,20,7,-5
8,-20,11,-23,17,-13,18,-1,19,-21,-3,-24,6,22,-16,15,-5,-7,-9,2,10,-14,4,12
22,-11,19,12,6,-5,-21,-13,-16,15,2,-4,8,18,-10,9,23,-14,-3,-24,7,-1,-17,20
-24,20,-17,-22,8,-18,-12,-5,14,23,13,7,-11,-9,19,21,3,6,-15,-2,-16,4,-10,1
12,7,6,-14,-22,-3,-2,10,-19,-8,-16,-1,-18,4,-17,11,15,13,9,-24,23,5,-21,20
14,5,9,11,-2,-21,-20,13,-3,24,-4,-19,-8,-1,-17,18,15,-16,12,7,6,-23,22,-10
6,-24,-14,19,-8,-1,17,5,-22,-20,-12,11,-16,3,18,13,-7,-15,-4,10,23,9,-21,2
8,-4,24,2,-19,12,-14,-1,11,22,-9,-6,17,7,21,-20,-13,23,5,16,-15,-10,-18,-3
9,15,16,-23,7,21,-5,-24,-1,13,-19,20,-10,-17,-2,-3,14,22,11,-12,-6,-18,4,8
-15,-20,-4,3,-21,16,14,-10,17,8,-22,23,18,-7,1,-6,-9,-13,-24,2,5,11,-12,19
-18,10,9,-16,23,-17,-13,-21,-3,-2,-24,15,7,-20,-12,4,6,1,-22,14,8,19,-5,11
4,12,5,-1,-3,-7,6,16,19,-15,-23,-2,-17,-24,10,-8,13,-21,-9,22,18,-20,11,14
7,12,21,-10,-20,14,-1,24,18,4,19,-2,-15,-6,13,-22,-23,-9,-11,5,-3,16,17,-8
-16,-9,18,24,-15,17,14,20,2,-21,13,19,-11,-7,5,1,-6,-3,-12,-8,10,-23,22,-4
8,-21,-20,13,-17,19,11,-1,-12,-14,-7,9,-4,10,18,22,5,-15,-6,3,2,-16,24,-23
-13,16,22,23,7,11,-5,18,-21,-12,-6,10,1,-19,-20,-2,-24,-8,14,15,9,-3,-4,17
-14,20,17,-24,-9,-21,-19,-15,5,-18,16,-23,22,1,8,-11,-3,10,7,-2,6,-13,12,4
-24,8,19,6,-22,-4,9,-2,-7,17,20,-23,-16,-18,21,13,-10,14,-3,-11,-15,5,12,1
-13,10,-7,11,20,23,3,-15,-19,-2,-4,18,1,16,8,-14,21,-12,9,-5,-17,-24,-6,22
