-9,4,10,-2,12,11,8,-7,1,-3,-6,-5
7,5,-12,10,-2,8,-1,-6,-11,-4,9,3
-6,-7,-10,-9,-11,1,2,12,4,3,5,-8
9,-5,6,11,2,-3,-12,-10,-1,8,-4,7
11,7,-8,-5,4,12,-2,3,-10,9,-1,-6
-2,1,12,6,10,-4,-9,11,7,-5,-8,-3
6,-4,-11,2,-9,-1,10,-12,5,-7,3,8
-8,-10,-6,9,-7,3,5,1,-4,2,12,-11
4,8,-5,-1,3,9,11,-2,-6,-12,-7,10
2,-1,11,7,-12,-10,-4,-9,8,6,-3,5
-3,9,1,12,11,-8,-10,6,-2,7,-5,-4
8,-11,4,-3,9,7,-6,-1,-5,12,2,-10
-4,6,-9,1,-8,-2,12,5,3,-11,10,-7
-11,3,-2,-8,7,10,-5,4,-12,-6,1,9
12,-8,5,-10,-3,-7,6,2,11,4,-9,-1
10,-12,-7,5,-4,-9,3,-11,6,-1,8,2
5,10,8,-6,-1,4,9,-3,-7,-2,-12,11
-10,11,7,8,6,-5,-3,-4,12,1,-2,-9
-7,-3,2,-11,-10,-12,1,9,-8,5,4,6
3,-9,-1,-12,-6,5,-8,7,2,11,-10,4
-12,-6,-4,3,8,2,-11,-5,10,-9,7,1
-5,12,9,-7,1,-11,4,10,-3,-8,6,-2
