9,3,-2,10,7,11,-5,-12,-1,-4,-6,8
-12,-11,9,5,-4,7,-6,10,-3,-8,2,1
-3,12,1,-7,8,9,4,-5,-6,-11,10,-2
3,7,-1,9,-10,-11,-2,-12,-4,5,6,8
8,-7,9,-12,-11,-10,2,-1,-3,6,5,4
7,6,5,11,-3,-2,-1,-10,12,8,-4,-9
-5,3,-2,7,1,11,-4,-9,8,12,-6,-10
-9,12,-8,5,-4,-10,-11,3,1,6,7,-2
7,12,4,-3,10,11,-1,9,-8,-5,-6,-2
-6,3,-2,-8,10,1,12,4,-11,-5,9,-7
-8,4,-6,-2,-12,3,11,1,-10,9,-7,5
-5,-4,10,2,1,-7,6,11,-12,-3,-8,9
12,5,6,-10,-2,-3,11,9,-8,4,-7,-1
-6,-7,5,9,-3,1,2,-12,-4,-11,10,8
-7,3,-2,-6,-12,4,1,-10,-11,8,9,5
11,-4,-7,2,-6,5,3,10,-12,-8,-1,9
-8,-12,10,-11,9,-7,6,1,-5,-3,4,2
9,-10,11,5,-4,-8,-12,6,-1,2,-3,7
7,5,10,-9,-2,8,-1,-6,4,-3,12,-11
-8,-3,2,11,6,-5,9,1,-7,-12,-4,10
12,-4,6,2,10,-3,-8,7,-11,-5,9,-1
8,-12,-9,-11,-10,-7,6,-1,3,5,4,2
