12,-10,-6,8,-9,3,11,-4,5,2,-7,-1
3,11,-1,-9,8,7,-6,-5,4,-12,-2,10
-6,5,-7,10,-2,1,3,-12,-11,-4,9,8
-8,-11,10,6,9,-4,12,1,-5,-3,2,-7
-5,-6,-9,11,1,2,-8,7,3,12,-4,-10
4,-3,2,-1,6,-5,10,9,-8,-7,12,-11
-9,6,5,-12,-3,-2,-11,-10,1,8,7,4
-10,3,-2,-7,11,9,4,12,-6,1,-5,-8
6,-4,8,2,-10,-1,9,-3,-7,5,-12,11
7,-12,-11,-6,-8,4,-1,5,10,-9,3,2
-11,4,9,-2,12,-7,6,10,-3,-8,1,-5
8,7,-10,-5,4,-11,-2,-1,-12,3,6,9
11,-9,-8,12,-6,5,-10,3,2,7,-1,-4
-3,10,1,7,-11,-12,-4,-9,8,-2,5,6
-4,-7,12,1,10,-8,2,6,11,-5,-9,-3
5,12,7,-8,-1,11,-3,4,-10,9,-6,-2
2,-1,-12,9,7,10,-5,-11,-4,-6,8,3
9,-5,4,-3,2,12,8,-7,-1,11,-10,-6
-12,-8,11,-10,-7,-9,5,2,6,4,-3,1
-2,1,-4,3,-12,-10,-9,11,7,6,-8,5
-7,8,6,5,-4,-3,1,-2,12,-11,10,-9
10,9,-5,-11,3,8,-12,-6,-2,-1,4,7
