4,-11,-6,-1,-9,3,10,12,5,-7,2,-8
-7,-9,-4,3,-12,8,1,-6,2,11,-10,5
11,12,5,-9,-3,10,-8,7,4,-6,-1,-2
-5,-3,2,-12,1,-7,6,11,-10,9,-8,4
-11,8,-12,-10,-7,9,5,-2,-6,4,1,3
-6,-4,11,2,8,1,9,-5,-7,12,-3,-10
7,10,-9,8,-11,-12,-1,-4,3,-2,5,6
-3,-5,1,10,2,-8,12,6,-11,-4,9,-7
-10,7,9,-6,-8,4,-2,5,-3,1,12,-11
3,-12,-1,5,-4,11,-9,10,7,-8,-6,2
-4,9,10,1,6,-5,-12,-11,-2,-3,8,7
2,-1,6,-8,-10,-3,11,4,12,5,-7,-9
12,4,7,-2,-6,5,-3,-9,8,-11,10,-1
9,3,-2,-5,4,-10,8,-7,-1,6,-12,11
-8,-10,12,11,9,7,-6,1,-5,2,-4,-3
10,-6,-5,9,3,2,-11,-12,-4,-1,7,8
5,-7,-8,6,-1,-4,2,3,11,-12,-9,10
6,11,4,-3,7,-1,-5,-10,-12,8,-2,9
-2,1,8,-7,12,-11,4,-3,10,-9,6,-5
-9,-8,-7,-11,10,12,3,2,1,-5,4,-6
8,5,-11,12,-2,-9,-10,-1,6,7,3,-4
-12,6,-10,7,11,-2,-4,9,-8,3,-5,1
