-2,1,-12,7,10,8,-4,-6,-11,-5,9,3
6,9,11,-7,-10,-1,4,-12,-2,5,-3,8
-3,-9,1,-8,12,-7,6,4,2,-11,10,-5
10,-7,6,9,-11,-3,2,12,-4,-1,5,-8
7,-11,8,-5,4,10,-1,-3,-12,-6,2,9
3,-12,-1,-7,9,-10,4,11,-5,6,-8,2
-7,8,4,-3,12,10,1,-2,-11,-6,9,-5
-2,1,12,8,-10,-11,-9,-4,7,5,6,-3
9,-10,11,-7,12,-8,4,6,-1,2,-3,-5
12,-6,-10,-7,9,2,4,-11,-5,3,8,-1
-3,10,1,-7,12,8,4,-6,11,-2,-9,-5
6,-8,-9,-10,-12,-1,11,2,3,4,-7,5
3,4,-1,-2,11,12,10,9,-8,-7,-5,-6
-11,-8,-10,-5,4,12,-9,2,7,3,1,-6
3,-10,-1,6,12,-4,9,-11,-7,2,8,-5
-6,-11,9,-8,12,1,10,4,-3,-7,2,-5
-11,-5,-4,3,2,7,-6,-9,8,12,1,-10
-4,-10,-5,1,3,-11,8,-7,12,2,6,-9
-11,-8,9,10,-7,12,5,2,-3,-4,1,-6
2,-1,-8,-7,-10,-9,4,3,6,5,-12,11
-5,-6,11,8,1,2,-9,-4,7,-12,-3,10
12,11,-8,-7,-6,5,4,3,10,-9,-2,-1
