10,-9,11,8,-12,7,-6,-4,2,-1,-3,5
12,11,-5,7,3,-9,-4,10,6,-8,-2,-1
-12,9,5,10,-3,-7,6,-11,-2,-4,8,1
11,-4,-6,2,7,3,-5,10,-12,-8,-1,9
-9,3,-2,11,12,7,-6,10,1,-8,-4,-5
6,12,7,10,8,-1,-3,-5,11,-4,-9,-2
-11,6,12,-7,-9,-2,4,10,5,-8,1,-3
12,7,-9,-5,4,8,-2,-6,3,-11,10,-1
8,9,-5,6,3,-4,10,-1,-2,-7,12,-11
-7,8,-5,12,3,11,1,-2,10,-9,-6,-4
10,5,4,-3,-2,9,-8,7,-6,-1,12,-11
6,-9,-4,3,11,-1,-8,7,2,12,-5,-10
-9,-7,5,-10,-3,12,2,-11,1,4,8,-6
12,-8,7,6,-10,-4,-3,2,11,5,-9,-1
-7,-5,-11,12,2,10,1,9,-8,-6,3,-4
-10,-11,-4,3,-8,12,-9,5,7,1,2,-6
-8,6,5,10,-3,-2,12,1,11,-4,-9,-7
3,-8,-1,7,10,-12,-4,2,-11,-5,9,6
-8,-12,-10,-6,7,4,-5,1,11,3,-9,2
6,-10,-11,-8,-9,-1,12,4,5,2,3,-7
9,-11,10,6,12,-4,8,-7,-1,-3,2,-5
6,12,-4,3,10,-1,-11,-9,8,-5,7,-2
