33,38,-10,-42,-41,27,14,30,17,3,22,19,29,-7,-32,35,-9,28,-12,-39,26,-11,25,-40,-23,-21,-6,-18,-13,-8,-36,15,-1,-37,-16,31,34,-2,20,24,5,4
-2,1,12,22,-23,-24,-21,42,32,-11,10,-3,35,16,20,-14,-33,38,-31,-15,7,-4,5,6,36,34,29,41,-27,37,19,-9,17,-26,-13,-25,-30,-18,40,-39,-28,-8
3,-35,-1,-28,9,18,11,-31,-5,-29,-7,36,15,42,-13,19,-37,-6,-16,39,-34,40,-27,33,-38,-32,23,4,10,-41,8,26,-24,21,2,-12,17,25,-20,-22,30,-14
22,24,-14,5,-4,-40,-26,16,-11,18,9,-41,-36,3,38,-8,23,-10,30,27,-35,-1,-17,-2,-34,7,-20,-42,32,-19,-39,-29,37,25,21,13,-33,-15,31,6,12,28
-32,-40,22,7,15,19,-4,11,38,-21,-8,30,34,-25,-5,-33,-24,37,-6,-42,10,-3,29,17,14,-31,41,-36,-23,-12,26,1,16,-13,39,28,-18,-9,-35,2,-27,20
-30,31,14,-11,-16,15,-36,25,24,38,4,32,-19,-3,-6,5,28,-23,13,-27,37,-33,18,-9,-8,-29,20,-17,26,1,-2,-12,22,35,-34,7,-21,-10,41,-42,-39,40
26,-15,-29,-41,-38,-12,18,-24,34,-37,-22,6,36,-35,2,-39,40,-7,33,-31,23,11,-21,8,27,-1,-25,42,3,-32,20,30,-19,-9,14,-13,10,5,16,-17,4,-28
39,-20,41,24,-22,11,-40,-14,-17,-28,-6,-27,38,8,-23,-37,9,30,-26,2,-25,5,15,-4,21,19,12,10,36,-18,33,-35,-31,-42,32,-29,16,-13,-1,7,-3,34
-22,40,24,-14,41,-19,27,29,-33,23,17,38,-16,4,37,13,-11,20,6,-18,28,1,-10,-3,32,-39,-7,-21,-8,42,34,-25,9,-31,36,-35,-15,-12,26,-2,-5,-30
-17,32,-36,-9,-14,-11,-18,12,4,21,6,-8,-28,5,-27,25,1,7,38,30,-10,-41,39,-26,-16,24,15,13,-37,-20,-33,-2,31,42,-40,3,29,-19,-23,35,22,-34
2,-1,-26,23,-37,30,-20,-38,-31,14,-24,42,-29,-10,22,41,-21,-34,28,7,17,-15,-4,11,35,3,-36,-19,13,-6,9,33,-32,18,-25,27,5,8,-40,39,-16,-12
28,37,27,-21,-33,7,-6,18,-42,-39,-20,-13,12,29,34,-38,-26,-8,-24,11,4,-23,22,19,-32,17,-3,-1,-14,40,35,25,5,-15,-31,-41,-2,16,10,-30,36,9
-5,19,-22,16,1,-31,32,20,14,15,40,-37,-30,-9,-10,-4,21,-28,-2,-8,-17,3,-29,-35,33,-42,-39,18,23,13,6,-7,-25,41,24,38,12,-36,27,-11,-34,26
-25,15,36,-8,28,17,39,4,-10,9,-23,41,37,21,-2,30,-6,34,-33,26,-14,-38,11,-29,1,-20,42,-5,24,-16,-40,35,19,-18,-32,-3,-13,22,-7,31,-12,-27
