-8,24,6,20,11,-3,-9,1,7,17,-5,25,-16,-23,-27,13,-10,30,-22,-4,-26,19,14,-2,-12,21,15,-29,28,-18
2,-1,28,-18,-7,29,5,13,-21,14,20,27,-8,-10,23,22,-19,4,17,-11,9,-16,-15,-26,-30,24,-12,-3,-6,25
-24,27,-13,-6,18,4,21,15,-11,19,9,-14,3,12,-8,-30,-29,-5,-10,23,-7,26,-20,1,28,-22,-2,-25,17,16
-20,9,24,8,23,-11,-26,-4,-2,-13,6,19,10,-22,30,25,21,-28,-12,1,-17,14,-5,-3,-16,7,-29,18,27,-15
30,-21,-9,-26,-27,-19,-14,16,3,-20,-17,-25,-24,7,28,-8,11,-23,6,10,2,-29,18,13,12,4,5,-15,22,-1
9,-30,20,-7,16,-17,4,-19,-1,21,12,-11,-22,23,-18,-5,6,15,8,-3,-10,13,-14,26,-28,-24,29,25,-27,2
-30,5,-7,27,-2,20,3,17,18,15,-16,23,29,-25,-10,11,-8,-9,-24,-6,22,-21,-12,19,14,28,-4,-26,-13,1
-25,-29,-21,-28,6,-5,-17,10,23,-8,24,-18,-15,-20,13,30,7,12,-27,14,3,-26,-9,-11,1,22,19,4,2,-16
29,12,8,-24,17,16,27,-3,-28,-23,21,-2,26,-19,25,-6,-5,-22,14,30,-11,18,10,4,-15,-13,-7,9,-1,-20
-6,25,-16,18,-26,1,-15,-10,24,8,-14,17,-20,11,7,3,-12,-4,-28,13,27,23,-22,-9,-2,5,-21,19,30,-29
8,28,5,-12,-3,-7,6,-1,13,-21,-18,4,-9,26,-30,-23,19,11,-17,-29,10,-27,16,-25,24,-14,22,-2,20,15
-19,-4,-27,2,25,-13,-8,7,-14,-30,16,-28,6,9,21,-11,18,-17,1,-22,-15,20,26,29,-5,-23,3,12,-24,10
14,21,-18,-20,7,-16,-5,-28,-29,23,22,24,-27,-1,17,6,-15,3,-30,4,-2,-11,-10,-12,-26,25,13,8,9,19
5,-25,11,10,-1,27,30,12,-22,-4,-3,-8,-14,13,-19,-18,-23,16,15,-21,20,9,17,-28,2,29,-6,24,-26,-7
-21,10,14,-19,-12,-15,-11,-13,29,-2,7,5,8,-3,6,26,-25,-24,4,28,1,-23,22,18,17,-16,30,-20,-9,-27
23,11,-20,6,-8,-4,9,5,-7,25,-2,-22,-19,-24,27,-29,26,21,13,3,-18,12,-1,14,-10,-17,-15,30,16,-28
11,-10,18,-22,19,17,-24,-16,14,2,-1,-29,21,-9,-26,8,-6,-3,-5,-30,-13,4,-25,7,23,15,28,-27,12,20
-22,16,-5,7,3,8,-4,-6,-13,-12,-27,10,9,15,-14,-2,-30,-25,20,-19,24,1,-28,-21,18,-29,11,23,26,17
-15,-20,22,-11,13,-18,10,21,27,-7,4,26,-5,-28,1,24,25,6,30,2,-8,-3,29,-16,-17,-12,-9,14,-23,-19
27,-19,30,16,-22,25,8,-7,12,-24,-15,-9,-23,-29,11,-4,-21,20,2,-18,17,5,13,10,-6,-28,-1,26,14,-3
-7,29,15,19,-13,-12,1,-14,-16,22,-26,6,5,8,-3,9,-20,-30,-4,17,-25,-10,-27,28,21,11,23,-24,-2,18
-13,-6,-23,21,9,2,-10,20,-5,7,-12,11,1,-26,-24,-25,-28,22,27,-8,-4,-18,3,15,16,14,-19,17,-30,29
22,-11,7,-29,-30,-26,-3,-27,-17,24,2,-23,-21,28,18,20,9,-15,25,-16,13,-1,12,-10,-19,6,8,-14,4,5
