-13,18,-48,-43,-50,35,-32,40,-25,-26,19,36,1,52,-22,-53,46,-2,-11,-38,39,15,33,-31,9,10,44,47,-41,51,24,7,-23,37,-6,-12,-34,20,-21,-8,29,49,4,-27,-54,-17,-28,3,-42,5,-30,-14,16,45
27,-50,49,14,-33,19,38,26,-53,-20,48,43,-42,-4,-44,-54,-35,-41,-6,10,29,36,45,-39,28,-8,-1,-25,-21,-37,40,34,5,-32,17,-22,30,-7,24,-31,18,13,-12,15,-23,51,52,-11,-3,2,-46,-47,9,16
-37,30,4,-3,13,-47,-49,-40,-32,-18,45,24,-5,-19,43,52,-27,10,14,31,-28,-25,-50,-12,22,-34,17,21,-54,-2,-20,9,-53,26,-44,-38,1,36,42,8,48,-39,-15,35,-11,-51,6,-41,7,23,46,-16,33,29
-32,-10,-42,-21,-26,31,54,25,-14,2,-44,-22,48,9,-29,-51,19,-47,-17,-49,4,12,-35,36,-8,5,40,-43,15,-34,-6,1,39,30,23,-24,41,50,-33,-27,-37,3,28,11,53,52,18,-13,20,-38,16,-46,-45,-7
-50,30,-11,-22,43,-42,-38,44,-28,-34,3,-21,-46,29,-54,-23,47,-33,-27,-37,12,4,16,-51,-35,49,19,9,-14,-2,32,-31,18,10,25,39,20,7,-36,41,-40,6,-5,-8,53,13,-17,-52,-26,1,24,48,-45,15
-34,14,44,54,-20,13,-38,-33,-43,53,-49,-26,-6,-2,-39,40,-50,41,-51,5,42,-47,-25,-31,23,12,-32,-30,46,28,24,27,8,1,36,-35,45,7,15,-16,-18,-21,9,-3,-37,-29,22,52,11,17,19,-48,-10,-4
-50,8,44,-31,49,-54,51,-2,-46,-11,10,-18,30,20,-22,19,34,12,-16,-14,28,15,27,40,-39,-29,-23,-21,26,-13,4,-35,53,-17,32,45,-41,43,25,-24,37,-48,-38,-3,-36,9,-52,42,-5,1,-7,47,-33,6
48,-8,-32,-40,9,-34,14,2,-5,-31,39,27,-41,-7,-46,28,21,37,-20,19,-17,-49,-47,-53,50,-30,-12,-16,33,26,10,3,-29,6,-42,38,-18,-36,-11,4,13,35,45,-52,-43,15,23,-1,22,-25,54,44,24,-51
39,-44,53,-24,-42,46,37,-19,38,32,-12,11,50,52,-28,31,-41,27,8,48,43,-45,-30,4,-35,33,-18,15,-51,23,-16,-10,-26,49,25,-40,-7,-9,-1,36,17,5,-21,2,22,-6,-54,-20,-34,-13,29,-14,-3,47
-32,27,48,13,-44,-45,-33,42,-23,-14,-38,-51,-4,10,47,17,-16,-31,-46,-39,-26,43,9,40,-34,21,-2,29,-28,41,18,1,7,25,36,-35,52,11,20,-24,-30,-8,-22,5,6,19,-15,-3,53,-54,12,-37,-49,50
47,22,-41,-30,-18,-8,21,6,26,15,29,-13,12,-53,-10,40,20,5,-37,-17,-7,-2,-39,-45,-32,-9,36,-51,-11,4,-34,25,-35,31,33,-27,19,43,23,-16,3,46,-38,48,24,-42,-1,-44,54,-52,28,50,14,-49
