-12,-11,4,-3,-7,9,5,-10,-6,8,2,1
9,-3,2,5,-4,-12,10,11,-1,-7,-8,6
4,10,-12,-1,8,-9,-11,-5,6,-2,7,3
-7,-5,-6,12,2,3,1,10,11,-8,-9,-4
-2,1,11,-9,-10,12,-8,7,4,5,-3,-6
8,7,9,11,6,-5,-2,-1,-3,-12,-4,10
-4,8,-7,1,12,-10,3,-2,-11,6,9,-5
5,-6,-11,8,-1,2,-10,-4,-12,7,3,9
10,12,-8,-6,11,4,-9,3,7,-1,-5,-2
-8,11,10,-5,4,7,-6,1,12,-3,-2,-9
-3,-7,1,10,-12,-11,2,-9,8,-4,6,5
2,-1,6,-11,-8,-3,-12,5,-10,9,4,7
3,5,-1,-7,-2,11,4,9,-8,12,-6,-10
-10,-12,8,6,9,-4,11,-3,-5,1,-7,2
-9,3,-2,7,-11,10,-4,12,1,-6,5,-8
-5,-9,-10,-8,1,-7,6,4,2,3,-12,11
11,6,7,9,10,-2,-3,-12,-4,-5,-1,8
7,4,5,-2,-3,8,-1,-6,10,-9,12,-11
-6,-8,-4,3,-9,1,12,2,5,11,-10,-7
-11,-10,-5,-12,3,-8,9,6,-7,2,1,4
6,9,12,-10,7,-1,-5,-11,-2,4,8,-3
12,-4,-9,2,-6,5,8,-7,3,-11,10,-1
