-2,1,8,-11,9,7,-6,-3,-5,-12,4,10
10,9,-4,3,7,-11,-5,-12,-2,1,-6,8
6,4,-12,-2,-10,-1,8,-7,11,5,-9,3
2,-1,-8,-7,11,9,4,3,-6,12,-5,-10
-9,3,2,-10,8,-12,-11,-5,1,-4,7,6
-7,8,12,9,6,-5,1,-2,-4,-11,10,-3
-10,6,-9,7,-11,2,-4,12,3,-1,5,-8
11,-12,7,8,-9,-10,-3,-4,5,6,-1,2
12,-5,-6,-9,2,3,11,-10,4,8,-7,-1
-3,7,1,11,-12,10,-2,9,-8,-6,-4,5
-11,-8,-5,10,3,12,9,2,7,4,1,-6
8,-10,11,-5,4,-9,-12,-1,6,2,-3,7
-6,5,-10,-12,-2,1,-9,11,7,3,-8,4
9,6,-7,5,-4,-2,3,10,-1,-8,12,-11
4,-7,5,-1,-3,8,2,-6,12,11,-10,-9
3,-11,-1,6,12,-4,-8,7,10,-9,2,-5
-8,-10,4,-3,-7,11,5,1,-12,-2,6,9
-4,12,9,1,-6,5,-10,-11,-3,7,8,-2
5,11,10,-6,-1,4,12,-9,8,-3,-2,-7
-12,-9,-11,-8,10,-7,6,4,2,-5,3,1
7,-4,6,2,-8,-3,-1,5,-10,9,-12,11
-5,-3,2,12,1,-8,10,6,-11,-7,9,-4
