-12,10,-6,-5,4,3,9,-11,-7,-2,8,1
9,-8,4,-3,-6,5,-11,2,-1,12,7,-10
7,6,9,10,-8,-2,-1,5,-3,-4,12,-11
-9,12,-5,-7,3,11,4,-10,1,8,-6,-2
-11,-4,7,2,-12,8,-3,-6,-10,9,1,5
-8,7,-9,12,-11,-10,-2,1,3,6,5,-4
10,-3,2,-6,-9,4,11,-12,5,-1,-7,8
-4,-5,-10,1,2,-8,-9,6,7,3,-12,11
5,9,8,-11,-1,12,-10,-3,-2,7,4,-6
3,4,-1,-2,6,-5,12,10,11,-8,-9,-7
11,3,-2,-12,-10,7,-6,9,-8,5,-1,4
-6,-7,12,9,8,1,2,-5,-4,-11,10,-3
12,11,5,6,-3,-4,-8,7,10,-9,-2,-1
-3,-9,1,8,7,-12,-5,-4,2,11,-10,6
-5,-6,-7,-10,1,2,3,11,12,4,-8,-9
4,-11,6,-1,9,-3,8,-7,-5,-12,2,10
6,5,-4,3,-2,-1,10,12,-11,-7,9,-8
8,-10,-11,5,-4,-9,-12,-1,6,2,3,7
-2,1,-8,11,-7,10,5,3,-12,-6,-4,9
-7,-12,10,-8,11,9,1,4,-6,-3,-5,2
-10,8,11,-9,12,-7,6,-2,4,1,-3,-5
2,-1,-12,7,10,-11,-4,-9,8,-5,6,3
