2,-1,-9,-6,-12,4,-8,7,3,-11,10,5
8,4,-12,-2,-10,-11,9,-1,-7,5,6,3
-7,12,8,11,6,-5,1,-3,-10,9,-4,-2
-9,-6,-10,7,8,2,-4,-5,1,3,12,-11
5,-8,11,10,-1,-7,6,2,12,-4,-3,-9
-10,7,-5,-12,3,9,-2,-11,-6,1,8,4
4,11,7,-1,-6,5,-3,9,-8,12,-2,-10
-2,1,6,-10,11,-3,8,-7,-12,4,-5,9
-6,-3,2,12,-8,1,10,5,11,-7,-9,-4
12,-5,-6,-9,2,3,-11,10,4,-8,7,-1
-5,9,-11,-7,1,-10,4,12,-2,-6,3,8
-3,6,1,8,9,-2,-12,-4,-5,11,-10,7
10,-11,-8,5,-4,12,-9,3,7,-1,2,-6
-4,10,9,1,-11,8,12,-6,-3,-2,5,-7
9,-12,-7,-8,10,11,3,4,-1,-5,-6,2
-11,-9,-4,3,12,-8,-10,6,2,7,1,-5
7,8,10,6,-9,-4,-1,-2,5,-3,-12,11
3,-4,-1,2,-7,10,5,-12,-11,6,9,-8
-8,5,4,-3,-2,-12,11,1,10,-9,-7,6
-12,3,-2,-11,7,-9,-5,-10,6,8,4,1
11,-10,12,-5,4,7,-6,-9,8,2,-1,-3
6,-7,5,9,-3,-1,2,11,-4,-12,-8,10
