-12,7,10,9,8,-11,-2,-5,-4,-3,6,1
-6,-5,11,10,2,1,8,-7,12,-4,-3,-9
5,-9,-7,8,-1,11,3,-4,2,-12,-6,10
7,-8,9,10,-12,11,-1,2,-3,-4,-6,5
9,-6,7,-10,8,2,-3,-5,-1,4,-12,11
4,-11,-7,-1,8,9,3,-5,-6,-12,2,10
-10,9,5,8,-3,-7,6,-4,-2,1,12,-11
3,-11,-1,7,-6,5,-4,12,-10,9,2,-8
-11,8,-9,-7,10,12,4,-2,3,-5,1,-6
11,-4,10,2,-8,12,9,5,-7,-3,-1,-6
2,-1,12,10,7,9,-5,11,-6,-4,-8,-3
-8,9,-12,7,10,-11,-4,1,-2,-5,6,3
7,-8,12,-10,-11,-9,-1,2,6,4,5,-3
7,-10,-9,11,-6,5,-1,-12,3,2,-4,8
-7,-3,2,-9,11,-8,1,6,4,-12,-5,10
-4,6,-7,1,-11,-2,3,9,-8,12,5,-10
-2,1,7,-12,6,-5,-3,11,10,-9,-8,4
5,-4,10,2,-1,9,-8,7,-6,-3,-12,11
2,-1,-10,-9,7,-11,-5,-12,4,3,6,8
-12,4,8,-2,-7,-11,5,-3,-10,9,6,1
11,-8,6,10,7,-3,-5,2,12,-4,-1,-9
7,12,-9,-5,4,-8,-1,6,3,-11,10,-2
