2,-1,11,12,10,-9,-8,7,6,-5,-3,-4
9,12,-5,8,3,7,-6,-4,-1,-11,10,-2
-10,5,9,7,-2,12,-4,-11,-3,1,8,-6
6,-12,-7,-10,-8,-1,3,5,11,4,-9,2
-5,-11,8,6,1,-4,-12,-3,10,-9,2,7
12,8,-4,3,9,11,-10,-2,-5,7,-6,-1
8,-7,-9,-11,-6,5,2,-1,3,12,4,-10
-6,-3,2,-12,-11,1,10,9,-8,-7,5,4
3,-10,-1,5,-4,-11,9,12,-7,2,6,-8
-2,1,4,-3,7,10,-5,-9,8,-6,-12,11
-12,-5,-6,-9,2,3,11,10,4,-8,-7,1
5,6,-10,-7,-1,-2,4,-12,-11,3,9,8
11,7,12,9,-10,8,-2,-6,-4,5,-1,-3
-9,11,7,-8,6,-5,-3,4,1,-12,-2,10
7,-8,-11,10,-9,-12,-1,2,5,-4,3,6
-11,3,-2,-5,4,-10,8,-7,-12,6,1,9
-4,-6,5,1,-3,2,12,11,-10,9,-8,-7
10,4,-8,-2,-12,9,-11,3,-6,-1,7,5
-3,10,1,-6,8,4,-9,-5,7,-2,12,-11
4,-9,-12,-1,-7,-8,5,6,2,11,-10,3
-8,-4,10,2,11,-7,6,1,12,-3,-5,-9
-7,9,6,11,12,-3,1,-10,-2,8,-4,-5
