7,3,-2,6,8,-4,-1,-5,-10,9,12,-11
-9,3,-2,11,-10,12,-8,7,1,5,-4,-6
-12,-6,7,-5,4,2,-3,9,-8,11,-10,1
-9,12,-5,-10,3,-8,-11,6,1,4,7,-2
-8,-10,11,9,7,-12,-5,1,-4,2,-3,6
8,-12,9,-7,-10,11,4,-1,-3,5,-6,2
6,10,-5,8,3,-1,12,-4,-11,-2,9,-7
-9,5,-4,3,-2,-8,12,6,1,11,-10,-7
5,3,-2,9,-1,12,-11,10,-4,-8,7,-6
-2,1,11,10,8,-9,12,-5,6,-4,-3,-7
-6,-3,2,7,-10,1,-4,-11,-12,5,8,9
-11,-9,7,12,10,8,-3,-6,2,-5,1,-4
12,5,-6,-7,-2,3,4,-10,11,8,-9,-1
3,-7,-1,-9,8,-12,2,-5,4,11,-10,6
4,-12,5,-1,-3,11,-9,10,7,-8,-6,2
-8,-6,-7,10,12,2,3,1,11,-4,-9,-5
7,10,-11,-5,4,12,-1,-9,8,-2,3,-6
-9,-3,2,10,7,-12,-5,11,1,-4,-8,6
4,10,-11,-1,-8,12,-9,5,7,-2,3,-6
10,-7,6,8,11,-3,2,-4,-12,-1,-5,9
9,-12,7,-5,4,10,-3,11,-1,-6,-8,2
-5,-4,7,2,1,12,-3,10,-11,-8,9,-6
