11,-8,-6,-9,-12,3,10,2,4,-7,-1,5
7,11,8,-12,6,-5,-1,-3,-10,9,-2,4
-4,10,5,1,-3,-11,8,-7,12,-2,6,-9
-3,-6,1,-8,11,2,9,4,-7,12,-5,-10
9,-7,-12,-5,4,11,2,10,-1,-8,-6,3
-10,-3,2,8,-11,-12,-9,-4,7,1,5,6
4,12,10,-1,-9,8,-11,-6,5,-3,7,-2
-8,-11,12,-10,7,9,-5,1,-6,4,2,-3
-7,-5,-9,6,2,-4,1,12,3,11,-10,-8
6,3,-2,5,-4,-1,11,9,-8,-12,-7,10
10,8,11,9,-6,5,12,-2,-4,-1,-3,-7
-6,5,7,-11,-2,1,-3,-12,10,-9,4,8
3,-4,-1,2,9,-10,-12,11,-5,6,-8,7
-2,1,-11,10,12,-7,6,-9,8,-4,3,-5
-11,-12,9,-6,-7,4,5,-10,-3,8,1,2
8,7,-5,11,3,10,-2,-1,-12,-6,-4,9
2,-1,-4,3,-8,-9,-10,5,6,7,12,-11
5,9,-10,-7,-1,12,4,-11,-2,3,8,-6
-12,6,4,-3,-10,-2,-8,7,11,5,-9,1
-5,-9,-8,12,1,7,-6,3,2,-11,10,-4
-9,-10,6,7,8,-3,-4,-5,1,2,-12,11
12,4,-7,-2,10,-8,3,6,-11,-5,9,-1
