-12,4,6,-2,-7,-3,5,-9,8,11,-10,1
3,12,-1,8,-10,9,-11,-4,-6,5,7,-2
-7,-3,2,-5,4,-8,1,6,12,-11,10,-9
-2,1,9,-10,-6,5,11,12,-3,4,-7,-8
4,7,-8,-1,-12,11,-2,3,10,-9,-6,5
8,-11,7,10,9,12,-3,-1,-5,-4,2,-6
-10,6,-12,-7,-8,-2,4,5,-11,1,9,3
-6,9,11,5,-4,1,-12,-10,-2,8,-3,7
-11,5,-7,-8,-2,-9,3,4,6,12,1,-10
10,-7,-11,12,6,-5,2,9,-8,-1,3,-4
9,-8,-4,3,11,7,-6,2,-1,-12,-5,10
-4,-5,12,1,2,8,-10,-6,11,7,-9,-3
7,10,4,-3,-9,-11,-1,-12,5,-2,6,8
2,-1,-5,-11,3,-10,8,-7,-12,6,4,9
-8,-6,-10,-9,-11,2,12,1,4,3,5,-7
12,11,8,6,10,-4,-9,-3,7,-5,-2,-1
6,-4,-9,2,12,-1,10,11,3,-7,-8,-5
-3,8,1,11,7,-12,-5,-2,-10,9,-4,6
5,-9,10,-6,-1,4,-8,7,2,-3,12,-11
11,-12,5,9,-3,-7,6,10,-4,-8,-1,2
-5,-10,-6,-12,1,3,9,-11,-7,2,8,4
-9,3,-2,7,8,10,-4,-5,1,-6,-12,11
