2,-1,8,-12,-9,-10,11,-3,5,6,-7,4
-3,-12,1,7,11,8,-4,-6,-10,9,-5,2
-6,10,4,-3,12,1,-8,7,11,-2,-9,-5
-9,-11,-8,12,6,-5,-10,3,1,7,2,-4
5,-6,-10,-8,-1,2,9,4,-7,3,12,-11
10,7,6,11,-12,-3,-2,-9,8,-1,-4,5
-12,-3,2,9,-11,10,8,-7,-4,-6,5,1
-5,-9,-12,8,1,7,-6,-4,2,-11,10,3
-8,4,5,-2,-3,9,-11,1,-6,12,7,-10
11,5,-4,3,-2,-8,10,6,-12,-7,-1,9
7,3,-2,-11,9,-12,-1,-10,-5,8,4,6
-10,-4,-9,2,-8,-11,12,5,3,1,6,-7
12,11,10,-7,-6,5,4,9,-8,-3,-2,-1
8,-7,-5,-10,3,-9,2,-1,6,4,-12,11
-11,-8,7,-5,4,12,-3,2,10,-9,1,-6
-2,1,-11,10,8,-7,6,-5,12,-4,3,-9
4,8,-6,-1,-10,3,-12,-2,-11,5,9,7
9,-5,-7,-6,2,4,3,11,-1,-12,-8,10
-4,-10,9,1,-7,11,5,12,-3,2,-6,-8
6,12,11,5,-4,-1,-9,10,7,-8,-3,-2
-7,9,12,6,10,-4,1,-11,-2,-5,8,-3
3,6,-1,-9,7,-2,-5,-12,4,11,-10,8
