-7,-12,9,8,11,10,1,-4,-3,-6,-5,2
-4,-6,8,1,7,2,-5,-3,11,12,-9,-10
5,-4,-7,2,-1,-10,3,-11,12,6,8,-9
7,9,-10,-5,4,11,-1,12,-2,3,-6,-8
9,6,-11,7,8,-2,-4,-5,-1,-12,3,10
-10,-3,2,-11,-9,-12,8,-7,5,1,4,6
-3,-11,1,-6,-12,4,-9,10,7,-8,2,5
12,-9,6,5,-4,-3,-8,7,2,11,-10,-1
8,3,-2,-10,9,7,-6,-1,-5,4,12,-11
6,11,-12,-9,-8,-1,10,5,4,-7,-2,3
-8,12,11,10,-7,-9,5,1,6,-4,-3,-2
3,-5,-1,-8,2,12,-11,4,10,-9,7,-6
-12,4,7,-2,-10,8,-3,-6,-11,5,9,1
-11,7,10,6,12,-4,-2,-9,8,-3,1,-5
2,-1,-8,-7,-6,5,4,3,-10,9,-12,11
-5,-10,4,-3,1,-11,12,9,-8,2,6,-7
10,8,12,9,-11,-7,6,-2,-4,-1,5,-3
11,5,-9,-12,-2,-8,-10,6,3,7,-1,4
4,-7,-5,-1,3,9,2,-12,-6,-11,10,8
-2,1,-4,3,6,-5,11,-10,-12,8,-7,9
-6,10,5,12,-3,1,9,11,-7,-2,-8,-4
-9,-8,-6,11,10,3,-12,2,1,-5,-4,7
