8,-9,7,-6,-10,4,-3,-1,2,5,-12,11
-10,-8,12,-11,7,9,-5,2,-6,1,4,-3
-11,-12,5,9,-3,-10,8,-7,-4,6,1,2
11,-6,7,9,8,2,-3,-5,-4,-12,-1,10
7,-3,2,-5,4,11,-1,-10,-12,8,-6,9
11,8,7,9,-6,5,-3,-2,-4,-12,-1,10
7,-3,2,12,-10,-9,-1,-11,6,5,8,-4
-11,-10,8,12,-9,7,-6,-3,5,2,1,-4
7,-4,-8,2,11,12,-1,3,10,-9,-5,-6
-12,-4,-11,2,10,8,-9,-6,7,-5,3,1
9,8,-12,10,7,11,-5,-2,-1,-4,-6,3
6,4,11,-2,-8,-1,9,5,-7,-12,-3,10
-6,-5,11,10,2,1,9,-12,-7,-4,-3,8
2,-1,11,-10,-6,5,12,9,-8,4,-3,-7
4,-12,-11,-1,10,-8,9,6,-7,-5,3,2
4,12,5,-1,-3,11,-9,-10,7,8,-6,-2
10,-12,11,8,-7,-9,5,-4,6,-1,-3,2
-12,-9,-5,11,3,-8,10,6,2,-7,-4,1
-6,11,5,7,-3,1,-4,-9,8,-12,-2,10
10,7,-11,9,-12,-8,-2,6,-4,-1,3,5
-9,10,5,8,-3,12,11,-4,1,-2,-7,-6
-12,-9,-5,-11,3,7,-6,10,2,-8,4,1
