-5,-10,-9,14,1,17,-18,-12,3,2,16,8,-15,-4,13,-11,-6,7
11,-14,12,9,-7,15,5,-16,-4,18,-1,-3,-17,2,-6,8,13,-10
-7,12,-4,3,16,-14,1,11,18,13,-8,-2,-10,6,17,-5,-15,-9
9,-18,-8,-11,7,-13,-5,3,-1,-16,4,15,6,17,-12,10,-14,2
-18,11,-6,-5,4,3,15,-17,14,-12,-2,10,-16,-9,-7,13,8,1
15,-4,8,2,-17,-16,-11,-3,-10,9,7,-18,-14,13,-1,6,5,12
-11,10,-15,-13,-8,-12,9,5,-7,-2,1,6,4,16,3,-14,18,-17
3,-6,-1,12,-16,2,-10,-13,-15,7,17,-4,8,18,9,5,-11,-14
18,15,16,-17,8,-10,-13,-5,11,6,-9,14,7,-12,-2,-3,4,-1
-4,-5,-10,1,2,13,17,12,-14,3,-18,-8,-6,9,-16,15,-7,11
17,-16,-11,-7,-13,14,4,-18,-12,-15,3,9,5,-6,10,2,-1,8
-9,6,15,8,-12,-2,-17,-4,1,14,-16,5,18,-10,-3,11,7,-13
12,17,10,-18,14,7,-6,13,-11,-3,9,-1,-8,-5,16,-15,-2,4
-17,-11,18,-10,-9,16,-15,-14,5,4,2,13,-12,8,7,-6,1,-3
-16,-7,-13,18,11,-9,2,10,6,-8,-5,-14,3,12,-17,1,15,-4
10,5,-18,13,-2,-8,12,6,-16,-1,15,-7,-4,-17,-11,9,14,3
5,14,17,-15,-1,12,16,-9,8,-18,-13,-6,11,-2,4,-7,-3,10
7,-12,-5,6,3,-4,-1,17,15,16,-14,2,-18,11,-9,-10,-8,13
-12,-13,14,-16,-15,18,8,-7,-17,-11,10,1,2,-3,5,4,9,-6
14,3,-2,7,13,-15,-4,9,-8,12,18,-10,-5,-1,6,17,-16,-11
6,8,5,-14,-3,-1,-12,-2,13,-17,-15,7,-9,4,11,-18,10,16
16,7,-17,-9,10,-11,-2,15,4,-5,6,-13,12,-18,-8,-1,3,14
-8,-3,2,-6,-18,4,11,1,16,-14,-7,-15,17,10,12,-9,-13,5
13,9,-12,11,17,-7,6,-10,-2,8,-4,3,-1,15,-14,18,-5,-16
-6,-17,9,16,-10,1,14,-11,-3,5,8,18,15,-7,-13,-4,2,-12
-3,-15,1,10,6,-5,-16,18,17,-4,12,-11,14,-13,2,7,-9,-8
4,-8,-14,-1,15,9,10,2,-6,-7,13,16,-11,3,-5,-12,-18,17
8,4,-7,-2,-6,5,3,-1,-13,17,-12,11,9,-16,-18,14,-10,15
-14,13,11,5,-4,-17,18,-15,10,-9,-3,-16,-2,1,8,12,6,-7
-15,16,13,-8,18,10,-9,4,7,-6,14,-17,-3,-11,1,-2,12,-5
2,-1,-16,-12,9,-18,13,14,-5,15,-17,4,-7,-8,-10,3,11,6
-10,18,6,17,-11,-3,-8,7,12,1,5,-9,16,-15,14,-13,-4,-2
-13,-9,4,-3,12,8,-14,-6,2,11,-10,-5,1,7,18,-17,16,-15
-2,1,7,15,-14,11,-3,16,-18,-13,-6,17,10,5,-4,-8,-12,9
