-17,3,-2,-7,9,26,4,-14,-5,-25,16,-20,28,8,-30,-11,1,-22,-29,12,23,18,-21,27,10,-6,-24,-13,19,15
-13,6,18,-19,-26,-2,29,24,23,11,-10,-25,1,-15,14,27,-28,-3,4,21,-20,-30,-9,-8,12,5,-16,17,-7,22
4,29,5,-1,-3,25,-30,11,20,-16,-8,21,24,19,28,10,27,-22,-14,-9,-12,18,26,-13,-6,-23,-17,-15,-2,7
21,9,-26,22,-17,-10,-25,18,-2,6,23,-24,14,-13,20,29,5,-8,-28,-15,-1,-4,-11,12,7,3,30,19,-16,-27
16,-21,22,-7,-15,23,4,-14,-26,-13,-19,-30,10,8,5,-1,24,28,11,-29,2,-3,-6,-17,-27,9,25,-18,20,12
19,-3,2,7,8,12,-4,-5,-30,26,16,-6,18,-24,-29,-11,-20,-13,-1,17,-27,28,-25,14,23,-10,21,-22,15,9
-20,-21,14,7,13,15,-4,24,-19,-11,10,-26,-5,-3,-6,29,30,22,9,1,2,-18,-27,-8,28,12,23,-25,-16,-17
30,25,6,-11,-10,-3,-17,29,-28,5,4,-20,-15,27,13,21,7,19,-18,12,-16,-24,26,22,-2,-23,-14,9,-8,-1
-25,7,29,26,-28,30,-2,-24,-15,-12,-23,10,14,-13,9,19,-22,20,-16,-18,-27,17,11,8,1,-4,21,5,-3,-6
-5,29,8,-16,1,-12,14,-3,18,21,-28,6,-25,-7,17,4,-15,-9,22,27,-10,-19,24,-23,13,30,-20,11,-2,-26
-17,-24,11,-30,20,-15,29,26,21,12,-3,-10,-25,23,6,28,1,27,-22,-5,-9,19,-14,2,13,-8,-18,-16,-7,4
4,21,26,-1,10,-16,29,28,11,-5,-9,18,23,25,-22,6,24,-12,20,-19,-2,15,-13,-17,-14,-3,30,-8,-7,-27
-12,10,-17,-20,-28,-26,-24,11,22,-2,-8,1,16,18,-19,-13,3,-14,15,4,30,-9,25,7,-23,6,29,5,-27,-21
21,3,-2,29,23,12,-8,7,-10,9,-14,-6,30,11,-16,15,-19,-25,17,26,-1,28,-5,-27,18,-20,24,-22,-4,-13
21,14,8,-5,4,-19,27,-3,-13,-29,15,20,9,-2,-11,-30,22,26,6,-12,-1,-17,28,25,-24,-18,-7,-23,10,16
-6,-5,-12,16,2,1,23,11,14,-28,-8,3,26,-9,-27,-4,-30,19,-18,-24,-22,21,-7,20,29,-13,15,10,-25,17
-14,27,-4,3,29,-25,-22,-11,-15,12,8,-10,-17,1,9,-20,13,-21,23,16,18,7,-19,-26,6,24,-2,-30,-5,28
-7,27,9,-19,17,-24,1,-28,-3,30,-29,-23,16,18,26,-13,-5,-14,4,21,-20,25,12,6,-22,-15,-2,8,11,-10
28,5,21,9,-2,-22,-29,-27,-4,-24,14,-16,-23,-11,30,12,25,19,-18,-26,-3,6,13,10,-17,20,8,-1,7,-15
-9,-17,-12,-16,30,-25,-26,22,1,28,19,3,14,-13,27,4,2,-23,-11,-24,-29,-8,18,20,6,7,-15,-10,21,-5
-7,10,28,5,-4,-12,1,27,-15,-2,-22,6,-21,26,9,25,-19,-29,17,24,13,11,-30,-20,-16,-14,-8,-3,18,23
27,11,-19,-12,-22,23,-10,-15,30,7,-2,4,24,-18,8,26,28,14,3,-25,29,5,-6,-13,20,-16,-1,-17,-21,-9
-6,16,13,18,25,1,-23,9,-8,-19,-30,-20,-3,-15,14,-2,29,-4,10,12,26,27,7,-28,-5,-21,-22,24,-17,11
24,14,20,-27,23,11,16,9,-8,-18,-6,-22,25,-2,-19,-7,-30,10,15,-3,-26,12,-5,-1,-13,21,4,-29,28,17
-9,29,-19,26,12,-18,11,-17,1,-16,-7,-5,30,-20,-23,10,8,6,3,14,22,-21,15,27,-28,-4,-24,25,-2,-13
26,-17,-7,-23,-8,11,3,5,-16,-19,-6,-21,-20,-30,28,9,2,-25,10,13,12,-24,4,22,18,-1,-29,-15,27,14
-9,-25,15,-26,19,11,28,16,1,-27,-6,22,24,-29,-3,-8,-23,20,-5,-18,30,-12,17,-13,2,4,10,-7,14,-21
-27,-25,26,-21,6,-5,-10,-19,-23,7,17,13,-12,20,-16,15,-11,-28,8,-14,4,24,9,-22,2,-3,1,18,30,-29
15,-25,-29,-14,27,21,26,-22,-13,-20,-23,-28,9,4,-1,-18,30,16,24,10,-6,8,11,-19,2,-7,-5,12,3,-17
8,25,11,30,-19,10,22,-1,28,-6,-3,17,18,29,-26,24,-12,-13,5,-23,-27,-7,20,-16,-2,15,21,-9,-14,-4
-10,13,27,-15,-19,11,17,18,-14,1,-6,24,-2,9,4,29,-7,-8,5,-22,-30,20,-28,-12,26,-25,-3,23,-16,21
-17,21,-28,-20,14,-8,26,6,13,16,19,30,-9,-5,-23,-10,1,27,-11,4,-2,-29,15,25,-24,-7,-18,3,22,-12
6,-30,-18,29,25,-1,14,-10,28,8,13,24,-11,-7,21,23,27,3,-22,26,-15,19,-16,-12,-5,-20,-17,-9,-4,2
-26,3,-2,-16,-28,-24,-17,-21,-10,9,-15,25,-20,-19,11,4,7,22,14,13,8,-18,-27,6,-12,1,23,5,-30,29
4,23,-17,-1,22,16,-10,19,11,7,-9,-14,25,12,29,-6,3,20,-8,-18,-24,-5,-2,21,-13,27,-26,-30,-15,28
5,20,18,-25,-1,23,-26,11,14,-30,-8,-17,-27,-9,-16,15,12,-3,22,-2,29,-19,-6,28,4,7,13,-24,-21,10
19,-20,-22,28,11,16,-9,-13,7,24,-5,-23,8,-25,21,-6,-26,-29,-1,2,-15,3,12,-10,14,17,30,-4,18,-27
-13,16,8,23,10,-25,-14,-3,26,-5,-29,30,1,7,22,-2,-24,19,-18,27,-28,-15,-4,17,6,-9,-20,21,11,-12
-5,27,24,8,1,-16,-12,-4,15,25,-19,7,18,-21,-9,6,-23,-13,11,-22,14,20,17,-3,-10,29,-2,-30,-26,28
-11,-29,-19,26,-7,-23,5,-18,-24,30,1,22,21,17,28,-20,-14,8,3,16,-13,-12,6,9,-27,-4,25,-15,2,-10
-15,-12,9,29,-14,7,-6,19,-3,-17,26,2,-16,5,1,13,10,-24,-8,-28,-25,-27,30,18,21,-11,22,20,-4,-23
-8,14,-17,7,6,-5,-4,1,12,-21,24,-9,27,-2,25,-30,3,26,23,28,10,29,-19,-11,-15,-18,-13,-20,-22,16
-30,-29,22,-20,-15,9,-11,24,-6,19,7,18,-16,27,5,13,28,-12,-10,4,-23,-3,21,-8,-26,25,-14,-17,2,1
