15,21,27,-10,17,12,-29,-24,-20,4,26,-6,-22,23,-1,28,-5,-25,-30,9,-2,13,-14,8,18,-11,-3,-16,7,19
11,-10,-25,30,-29,-20,-22,16,-17,2,-1,14,-27,-12,28,-8,9,23,-26,6,-24,7,-18,21,3,19,13,-15,5,-4
-7,24,-5,8,3,-18,1,-4,15,-29,-14,-23,-30,11,-9,22,-27,6,20,-19,26,-16,12,-2,-28,-21,17,25,10,13
-22,-15,7,-16,12,11,-3,28,24,30,-6,-5,19,27,2,4,23,20,-13,-18,29,1,-17,-9,-26,25,-14,-8,-21,-10
-9,19,4,-3,22,-21,24,-29,1,14,27,23,16,-10,-20,-13,30,-26,-2,15,6,-5,-12,-7,28,18,-11,-25,8,-17
30,-8,-26,21,-20,7,-6,2,-27,29,-24,16,22,17,23,-12,-14,-28,25,5,-4,-13,-15,11,-19,3,9,18,-10,-1
5,-11,25,-15,-1,26,17,20,22,-30,2,27,-24,21,4,-18,-7,16,-23,-8,-14,-9,19,13,-3,-6,-12,-29,28,10
12,14,9,11,-30,-27,-18,13,-3,-15,-4,-1,-8,-2,10,29,-25,7,-20,19,-28,23,-22,-26,17,24,6,21,-16,5
-17,-5,-28,-19,2,16,20,-14,12,-24,15,-9,29,8,-11,-6,1,-22,4,-7,30,18,-26,10,-27,23,25,3,-13,-21
24,-13,-18,25,26,27,21,-12,30,20,22,8,2,-19,-16,15,-29,3,14,-10,-7,-11,28,-1,-4,-5,-6,-23,17,-9
-12,30,5,-18,-3,-13,23,27,29,-14,20,1,6,10,19,-21,-28,4,-15,-11,16,-24,-7,22,26,-25,-8,17,-9,-2
9,13,-16,7,23,-28,-4,26,-1,15,-21,-25,-2,-17,-10,3,14,-19,18,29,11,-30,-5,-27,12,-8,24,6,-20,22
-28,-29,-6,-30,-15,3,-19,10,20,-8,-26,-14,-17,12,5,-23,13,-21,7,-9,18,27,16,25,-24,11,-22,1,2,4
8,-22,17,-26,30,19,9,-1,-7,-23,29,-20,-15,28,13,21,-3,25,-6,12,-16,2,10,27,-18,4,-24,-14,-11,-5
-29,-28,-30,5,-4,24,26,9,-8,-11,10,21,18,-23,-27,-25,19,-13,-17,22,-12,-20,14,-6,16,-7,15,2,1,3
-27,15,8,28,-12,-14,-25,-3,23,13,-16,5,-10,6,-2,11,24,30,26,21,-20,29,-9,-17,7,-19,1,-4,-22,-18
