2,-1,14,25,30,-10,11,28,-23,6,-7,-17,19,-3,29,22,12,-27,-13,26,24,-16,9,-21,-4,-20,18,-8,-15,-5
19,9,-30,26,-13,-11,10,20,-2,-7,6,18,5,-29,27,-25,21,-12,-1,-8,-17,28,-24,23,16,-4,-15,-22,14,3
-8,3,-2,-23,12,27,-14,1,13,-11,10,-5,-9,7,-30,-18,26,16,-21,24,19,29,4,-20,28,-17,-6,-25,-22,15
-21,-28,8,-12,-26,-16,25,-3,22,13,-18,4,-10,-24,-20,6,-19,11,17,15,1,-9,-29,14,-7,5,30,2,23,-27
-13,-22,20,-5,4,9,-10,-15,-6,7,29,-21,1,30,8,-23,-25,-19,18,-3,12,2,16,28,17,-27,26,-24,-11,-14
25,27,6,30,-23,-3,29,14,-18,-26,-20,-16,24,-8,21,12,-22,9,-28,11,-15,17,5,-13,-1,10,-2,19,-7,-4
15,-14,-20,5,-4,29,-30,-25,11,21,-9,-28,18,2,-1,-17,16,-13,22,3,-10,-19,-26,27,8,23,-24,12,-6,7
23,-27,30,-11,14,-22,-26,-19,-10,9,4,16,-15,-5,13,-12,-24,20,8,-18,25,6,-1,17,-21,7,2,-29,28,-3
-2,1,-24,-21,-25,-14,-28,22,-27,17,26,-23,20,6,-19,29,-10,30,15,-13,4,-8,12,3,5,-11,9,7,-16,-18
17,14,-6,-7,18,3,4,21,19,-30,-13,-29,11,-2,24,-26,-1,-5,-9,25,-8,-28,-27,-15,-20,16,23,22,12,10
-18,26,25,27,-22,-17,-19,-23,16,20,15,14,-24,-12,-11,-9,6,1,7,-10,30,5,8,13,-3,-2,-4,29,-28,-21
-11,-25,-4,3,7,-18,-5,9,-8,-29,1,-19,-27,-30,28,20,-26,6,12,-16,23,-24,-21,22,2,17,13,-15,10,14
-28,-20,22,11,-8,12,-18,5,-16,-14,-4,-6,17,10,-21,9,-13,7,-25,2,15,-3,29,30,19,27,-26,1,-23,-24
27,-24,-19,-28,21,-20,26,30,14,18,-16,-25,-29,-9,-23,11,22,-10,3,6,-5,-17,15,2,12,-7,-1,4,13,-8
28,17,-9,24,-30,16,-29,-12,3,-22,20,8,23,21,26,-6,-2,25,27,-11,-14,10,-13,-4,-18,-15,-19,-1,7,5
-26,15,18,12,-11,23,-17,-21,-30,-28,5,-4,16,19,-2,-13,7,-3,-14,29,8,25,-6,-27,-22,1,24,10,-20,9
-30,24,-5,7,3,11,-4,13,-15,22,-6,20,-8,18,9,19,-23,-14,-16,-12,-26,-10,17,-2,-29,21,-28,27,25,1
13,-17,-29,-27,-7,-21,5,11,28,30,-8,-18,-1,-19,16,-15,2,12,14,-25,6,23,-22,26,20,-24,4,-9,3,-10
21,18,-10,17,6,-5,24,-29,-25,3,30,26,22,15,-14,-28,-4,-2,-23,-27,-1,-13,19,-7,9,-12,20,16,8,-11
-6,13,23,-20,10,1,-8,7,29,-5,25,28,-2,-17,18,-19,14,-15,16,4,-27,-26,-3,-30,-11,22,21,-12,-9,24
7,4,19,-2,-24,8,-1,-6,-17,-16,-23,-20,-25,-21,-29,10,9,28,-3,12,14,27,11,5,13,-30,-22,-18,15,26
3,-23,-1,15,9,21,-27,25,-5,29,14,22,-30,-11,-4,24,-20,19,-18,17,-6,-12,2,-16,-8,28,7,-26,-10,13
-10,-21,5,23,-3,-25,8,-7,17,1,27,-13,12,24,16,15,-9,-22,-29,-28,2,18,-4,-14,6,30,11,20,19,-26
-9,8,-12,-26,22,18,23,-2,1,-19,-29,3,15,16,-13,-14,27,-6,10,-24,-25,-5,-7,20,21,4,-17,-30,11,28
24,7,29,-16,-15,22,-2,26,-11,-18,9,23,14,-13,5,4,20,10,-27,-17,-28,-6,-12,-1,-30,-8,19,21,-3,25
18,-3,2,27,19,-9,28,-16,6,14,12,-11,-23,-10,-26,8,-21,-1,-5,30,17,-29,13,-25,24,15,-4,-7,22,-20
-17,-7,-16,-9,29,30,2,15,4,24,23,27,-18,-20,-8,3,1,13,26,14,-22,21,-11,-10,-28,-19,-12,25,-5,-6
-25,10,-7,6,-27,-4,3,16,-13,-2,-17,-14,9,12,30,-8,11,-24,-22,-23,29,19,20,18,1,-28,5,26,-21,-15
-24,-18,12,-14,16,17,-20,-27,23,-21,-19,-3,28,4,22,-5,-6,2,11,7,10,-15,-9,1,-26,25,8,-13,-30,29
-19,21,-26,-22,-28,13,-11,-24,12,-27,7,-9,-6,-25,-18,23,-30,15,1,-29,-2,4,-16,8,14,3,10,5,20,17
9,-26,-23,-6,-21,4,15,17,-1,25,19,24,30,28,-7,-22,-8,29,-11,27,5,16,3,-12,-10,2,-20,-14,-18,-13
-12,20,21,18,8,-23,19,-5,-29,-24,-28,1,-16,26,-25,13,30,-4,-7,-2,-3,-27,6,10,15,-14,22,11,9,-17
-20,-15,4,-3,-29,25,18,-30,-14,-12,24,10,-26,9,2,21,-27,-7,28,1,-16,-23,22,-11,-6,13,17,-19,5,8
29,30,11,-18,25,14,-22,-13,27,28,-3,-24,8,-6,-17,26,15,4,23,21,-20,7,-19,12,-5,-16,-9,-10,-1,-2
-15,-4,-8,2,-10,-30,-13,3,-22,5,-25,-26,7,20,1,-21,28,-23,24,-14,16,9,18,-19,11,12,29,-17,-27,6
-14,-9,-21,29,-6,5,-16,-18,2,27,13,25,-11,1,-24,7,19,8,-17,23,3,26,-20,15,-12,-22,-10,30,-4,-28
-22,11,9,16,26,-29,30,19,-3,-25,-2,17,-14,13,-27,-4,-12,24,-8,-21,20,1,28,-18,10,-5,15,-23,6,-7
16,-10,7,-13,-20,-27,-3,-9,8,2,22,29,4,-18,23,-1,-28,14,25,5,-30,-11,-15,-26,-19,24,6,17,-12,21
-7,-5,17,-15,2,10,1,24,-20,-6,-30,-22,-28,-16,4,14,-3,-26,21,9,-19,12,25,-8,-23,18,-29,13,27,11
8,-12,-22,-29,-14,-13,20,-1,-21,26,-15,2,6,5,11,28,18,-17,30,-7,9,3,27,25,-24,-10,-23,-16,4,-19
4,29,15,-1,-12,-19,-24,23,20,-17,16,5,26,-27,-3,-11,10,-28,6,-9,22,-21,-8,7,30,-13,14,18,-2,-25
-27,-11,16,10,17,-7,6,12,15,-4,2,-8,-22,29,-9,-3,-5,-30,-24,28,-23,13,21,19,26,-25,1,-20,-14,18
10,-29,-15,-25,11,24,-21,-26,-12,-1,-5,9,-17,-28,3,27,13,22,-20,19,7,-18,30,-6,4,8,-16,14,2,-23
22,23,-17,-30,-19,-28,-9,-14,7,12,27,-10,21,8,25,-20,3,26,5,16,-13,-1,-2,29,-15,-18,-11,6,-24,4
26,22,13,14,-18,-12,-23,10,24,-8,-21,6,-3,-4,17,-30,-15,5,20,-19,11,-2,7,-9,29,-1,28,-27,-25,16
-5,-30,27,-10,1,15,9,-22,-7,4,-14,-24,-20,11,-6,25,23,-21,28,13,18,8,-17,12,-16,29,-3,-19,-26,2
-3,23,1,28,-17,-13,16,18,26,19,-24,21,6,-15,14,-7,5,-8,-10,-22,-12,20,-2,11,-27,-9,25,-4,30,-29
